class,PR-AUC,ROC-AUC,precision,recall,annotated segments,TP segments,FP segments
AGOL,0.951,0.991,0.964,0.844,32,27.0,1.0
ALFL,0.986,0.999,0.973,0.783,46,36.0,1.0
AMBI,0.681,0.927,1.000,0.556,9,5.0,0.0
AMCR,0.876,0.993,1.000,0.520,25,13.0,0.0
AMRO,0.867,0.998,0.875,0.583,12,7.0,1.0
BADO,0.992,1.000,0.952,0.909,22,20.0,1.0
BBWA,1.000,1.000,1.000,0.333,6,2.0,0.0
BCCH,0.882,0.999,0.875,0.700,10,7.0,1.0
BEKI,0.879,0.965,1.000,0.500,8,4.0,0.0
BLJA,0.957,0.997,1.000,0.600,20,12.0,0.0
BRCR,0.898,0.998,0.900,0.643,14,9.0,1.0
BTNW,0.955,0.998,1.000,0.842,19,16.0,0.0
CANG,0.766,0.998,0.833,0.833,6,5.0,1.0
CEDW,0.976,0.999,1.000,0.522,23,12.0,0.0
CHSP,0.944,0.994,1.000,0.611,54,33.0,0.0
CMWA,1.000,1.000,1.000,1.000,6,6.0,0.0
CORA,1.000,1.000,1.000,1.000,6,6.0,0.0
COYE,0.969,0.999,1.000,0.909,22,20.0,0.0
DEJU,0.803,0.990,0.875,0.636,11,7.0,1.0
EAKI,1.000,1.000,1.000,0.857,7,6.0,0.0
EATO,0.925,0.998,1.000,0.545,11,6.0,0.0
EAWP,0.993,1.000,1.000,0.833,30,25.0,0.0
FISP,0.994,1.000,1.000,0.667,12,8.0,0.0
GCKI,0.891,0.997,1.000,0.417,12,5.0,0.0
GHOW,0.822,0.985,1.000,0.357,28,10.0,0.0
HETH,0.612,0.928,1.000,0.116,43,5.0,0.0
NHWR,1.000,1.000,1.000,0.889,9,8.0,0.0
NOCA,0.986,0.999,1.000,0.609,23,14.0,0.0
NOFL,0.961,0.999,0.818,0.900,10,9.0,2.0
OVEN,0.991,1.000,1.000,0.900,10,9.0,0.0
PISI,1.000,1.000,1.000,1.000,11,11.0,0.0
RBNU,0.949,0.997,1.000,0.538,13,7.0,0.0
RWBL,0.964,0.994,1.000,0.784,37,29.0,0.0
SWSP,0.888,0.988,1.000,0.333,39,13.0,0.0
SWTH,0.920,0.999,0.833,1.000,10,10.0,2.0
TEWA,0.929,0.991,1.000,0.522,46,24.0,0.0
TRUS,1.000,1.000,1.000,0.250,8,2.0,0.0
VEER,0.817,0.996,1.000,0.500,4,2.0,0.0
WAVI,0.956,0.999,1.000,0.600,10,6.0,0.0
WETA,1.000,1.000,1.000,1.000,11,11.0,0.0
WISN,0.925,0.983,1.000,0.613,31,19.0,0.0
WIWA,0.921,0.999,0.667,0.889,9,8.0,4.0
WIWR,1.000,1.000,1.000,1.000,33,33.0,0.0
WOTH,1.000,1.000,1.000,0.750,4,3.0,0.0
WTSP,0.844,0.982,1.000,0.256,43,11.0,0.0
YEWA,0.848,0.995,1.000,0.312,16,5.0,0.0
