precision,recall
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.026,1.000
0.026,1.000
0.027,1.000
0.027,1.000
0.029,1.000
0.030,0.999
0.032,0.999
0.035,0.999
0.038,0.995
0.042,0.995
0.046,0.994
0.051,0.993
0.056,0.993
0.061,0.992
0.067,0.992
0.073,0.991
0.080,0.991
0.087,0.990
0.093,0.989
0.100,0.989
0.108,0.989
0.115,0.989
0.122,0.987
0.129,0.987
0.135,0.986
0.142,0.985
0.150,0.984
0.157,0.984
0.163,0.983
0.169,0.983
0.175,0.979
0.181,0.978
0.187,0.978
0.193,0.978
0.198,0.977
0.204,0.977
0.210,0.977
0.214,0.975
0.220,0.975
0.225,0.975
0.231,0.975
0.237,0.974
0.242,0.974
0.247,0.974
0.252,0.974
0.257,0.972
0.262,0.972
0.267,0.972
0.272,0.971
0.276,0.971
0.280,0.970
0.284,0.969
0.289,0.969
0.292,0.968
0.297,0.967
0.303,0.966
0.309,0.966
0.314,0.966
0.317,0.966
0.321,0.966
0.323,0.966
0.327,0.966
0.329,0.964
0.332,0.964
0.336,0.963
0.340,0.963
0.343,0.962
0.347,0.962
0.349,0.960
0.353,0.960
0.357,0.959
0.360,0.959
0.362,0.959
0.365,0.958
0.368,0.958
0.371,0.958
0.374,0.958
0.377,0.958
0.381,0.958
0.383,0.958
0.386,0.958
0.390,0.958
0.392,0.958
0.394,0.958
0.397,0.958
0.399,0.958
0.403,0.958
0.405,0.958
0.408,0.958
0.411,0.955
0.416,0.955
0.418,0.953
0.422,0.953
0.424,0.952
0.428,0.951
0.430,0.951
0.432,0.951
0.435,0.951
0.437,0.951
0.440,0.951
0.443,0.951
0.444,0.951
0.448,0.951
0.451,0.949
0.452,0.948
0.455,0.948
0.457,0.948
0.459,0.948
0.462,0.948
0.465,0.947
0.467,0.946
0.469,0.946
0.471,0.945
0.473,0.944
0.475,0.943
0.476,0.943
0.479,0.941
0.481,0.940
0.483,0.939
0.488,0.939
0.490,0.939
0.492,0.939
0.494,0.939
0.495,0.939
0.497,0.939
0.499,0.939
0.501,0.939
0.502,0.939
0.504,0.939
0.507,0.939
0.509,0.939
0.512,0.939
0.513,0.939
0.515,0.939
0.517,0.939
0.520,0.939
0.521,0.939
0.522,0.939
0.523,0.939
0.524,0.937
0.525,0.936
0.526,0.936
0.530,0.935
0.532,0.935
0.533,0.933
0.536,0.933
0.538,0.932
0.539,0.932
0.541,0.931
0.544,0.931
0.545,0.931
0.546,0.931
0.548,0.931
0.551,0.931
0.554,0.931
0.556,0.929
0.558,0.929
0.560,0.929
0.560,0.928
0.562,0.928
0.563,0.928
0.565,0.928
0.565,0.928
0.568,0.928
0.570,0.927
0.572,0.927
0.573,0.927
0.574,0.927
0.577,0.927
0.580,0.927
0.581,0.925
0.582,0.925
0.583,0.925
0.585,0.925
0.587,0.925
0.588,0.924
0.591,0.924
0.592,0.924
0.593,0.924
0.594,0.924
0.596,0.924
0.598,0.924
