threshold,iou
0.0000,0.2381
0.0100,0.2381
0.0200,0.2408
0.0300,0.1989
0.0400,0.2551
0.0500,0.2858
0.0600,0.3045
0.0700,0.3223
0.0800,0.3278
0.0900,0.3390
0.1000,0.3512
0.1100,0.3721
0.1200,0.3858
0.1300,0.3919
0.1400,0.4064
0.1500,0.4126
0.1600,0.4396
0.1700,0.4326
0.1800,0.4283
0.1900,0.4524
0.2000,0.4552
0.2100,0.4752
0.2200,0.4804
0.2300,0.4862
0.2400,0.4970
0.2500,0.5186
0.2600,0.5302
0.2700,0.5426
0.2800,0.5641
0.2900,0.5575
0.3000,0.5495
0.3100,0.5562
0.3200,0.5774
0.3300,0.5813
0.3400,0.5832
0.3500,0.5780
0.3600,0.5792
0.3700,0.5862
0.3800,0.5940
0.3900,0.6126
0.4000,0.6179
0.4100,0.6289
0.4200,0.6420
0.4300,0.6446
0.4400,0.6635
0.4500,0.6667
0.4600,0.6707
0.4700,0.6608
0.4800,0.6630
0.4900,0.6764
0.5000,0.6774
0.5100,0.6970
0.5200,0.7133
0.5300,0.7312
0.5400,0.7246
0.5500,0.7233
0.5600,0.7381
0.5700,0.7466
0.5800,0.7493
0.5900,0.7493
0.6000,0.7538
0.6100,0.7682
0.6200,0.7658
0.6300,0.7667
0.6400,0.7638
0.6500,0.7702
0.6600,0.7738
0.6700,0.7796
0.6800,0.7798
0.6900,0.7727
0.7000,0.7596
0.7100,0.7426
0.7200,0.7537
0.7300,0.7398
0.7400,0.7367
0.7500,0.7370
0.7600,0.7376
0.7700,0.7358
0.7800,0.7245
0.7900,0.7082
0.8000,0.7016
0.8100,0.6930
0.8200,0.7002
0.8300,0.7033
0.8400,0.7028
0.8500,0.6931
0.8600,0.6874
0.8700,0.6858
0.8800,0.6759
0.8900,0.6619
0.9000,0.6547
0.9100,0.6194
0.9200,0.5755
0.9300,0.5222
0.9400,0.4175
0.9500,0.3063
0.9600,0.2072
0.9700,0.0971
0.9800,0.0335
0.9900,0.0000
1.0000,0.0000
