precision,recall
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.026,1.000
0.026,1.000
0.027,1.000
0.028,1.000
0.030,1.000
0.032,1.000
0.035,1.000
0.038,1.000
0.043,1.000
0.047,1.000
0.052,0.999
0.057,0.998
0.063,0.998
0.069,0.998
0.074,0.995
0.081,0.995
0.087,0.995
0.093,0.994
0.100,0.994
0.106,0.993
0.112,0.991
0.117,0.989
0.123,0.987
0.129,0.987
0.134,0.986
0.139,0.985
0.146,0.982
0.151,0.980
0.156,0.979
0.161,0.978
0.166,0.977
0.171,0.977
0.177,0.977
0.182,0.977
0.188,0.977
0.193,0.975
0.197,0.974
0.202,0.974
0.207,0.974
0.212,0.974
0.217,0.974
0.222,0.974
0.226,0.971
0.230,0.971
0.233,0.970
0.237,0.969
0.243,0.969
0.247,0.969
0.251,0.969
0.256,0.969
0.260,0.969
0.265,0.968
0.268,0.968
0.273,0.968
0.277,0.968
0.281,0.967
0.285,0.967
0.289,0.967
0.292,0.967
0.296,0.967
0.299,0.966
0.303,0.966
0.307,0.964
0.309,0.963
0.313,0.963
0.318,0.963
0.322,0.962
0.326,0.962
0.330,0.962
0.333,0.962
0.336,0.962
0.339,0.961
0.344,0.961
0.346,0.961
0.349,0.961
0.353,0.961
0.356,0.961
0.358,0.960
0.362,0.960
0.364,0.960
0.367,0.960
0.369,0.960
0.373,0.960
0.374,0.959
0.377,0.956
0.380,0.956
0.385,0.956
0.387,0.956
0.389,0.956
0.391,0.955
0.394,0.955
0.397,0.955
0.400,0.955
0.402,0.954
0.404,0.954
0.407,0.954
0.410,0.954
0.413,0.954
0.414,0.954
0.417,0.954
0.420,0.954
0.422,0.954
0.424,0.954
0.426,0.953
0.427,0.952
0.429,0.952
0.431,0.951
0.433,0.948
0.436,0.947
0.440,0.947
0.443,0.947
0.444,0.947
0.448,0.947
0.450,0.947
0.452,0.947
0.454,0.947
0.457,0.947
0.458,0.947
0.461,0.947
0.464,0.947
0.465,0.946
0.466,0.946
0.469,0.946
0.471,0.945
0.472,0.945
0.474,0.945
0.477,0.945
0.479,0.945
0.482,0.945
0.484,0.945
0.485,0.944
0.487,0.944
0.490,0.944
0.490,0.944
0.493,0.943
0.495,0.943
0.495,0.943
0.497,0.943
0.498,0.941
0.500,0.940
0.503,0.939
0.504,0.939
0.505,0.938
0.507,0.938
0.509,0.938
0.511,0.937
0.513,0.937
0.516,0.937
0.517,0.937
0.520,0.937
0.523,0.937
0.525,0.936
0.527,0.936
0.529,0.936
0.530,0.936
0.531,0.935
0.533,0.935
0.534,0.935
0.536,0.933
0.537,0.933
0.538,0.933
0.539,0.932
0.540,0.931
0.541,0.930
0.544,0.930
0.546,0.930
0.548,0.930
0.549,0.930
0.551,0.930
0.553,0.929
0.553,0.929
0.556,0.929
0.559,0.929
0.560,0.929
0.564,0.929
0.566,0.929
0.567,0.927
0.568,0.927
0.570,0.927
0.573,0.927
