threshold,precision,recall
0.012,0.025,1.000
0.013,0.025,1.000
0.014,0.025,1.000
0.015,0.025,1.000
0.016,0.025,1.000
0.017,0.025,1.000
0.018,0.025,1.000
0.019,0.025,1.000
0.020,0.025,1.000
0.021,0.025,1.000
0.022,0.025,1.000
0.023,0.025,1.000
0.024,0.025,1.000
0.025,0.025,1.000
0.026,0.025,1.000
0.027,0.026,1.000
0.028,0.026,1.000
0.029,0.027,1.000
0.030,0.028,1.000
0.031,0.030,1.000
0.032,0.032,1.000
0.033,0.035,1.000
0.034,0.038,1.000
0.035,0.043,1.000
0.036,0.047,1.000
0.037,0.052,0.999
0.038,0.057,0.998
0.039,0.063,0.998
0.040,0.069,0.998
0.041,0.074,0.995
0.042,0.081,0.995
0.043,0.087,0.995
0.044,0.093,0.994
0.045,0.100,0.994
0.046,0.106,0.993
0.047,0.112,0.991
0.048,0.117,0.989
0.049,0.123,0.987
0.050,0.129,0.987
0.051,0.134,0.986
0.052,0.139,0.985
0.053,0.146,0.982
0.054,0.151,0.980
0.055,0.156,0.979
0.056,0.161,0.978
0.057,0.166,0.977
0.058,0.171,0.977
0.059,0.177,0.977
0.060,0.182,0.977
0.061,0.188,0.977
0.062,0.193,0.975
0.063,0.197,0.974
0.064,0.202,0.974
0.065,0.207,0.974
0.066,0.212,0.974
0.067,0.217,0.974
0.068,0.222,0.974
0.069,0.226,0.971
0.070,0.230,0.971
0.071,0.233,0.970
0.072,0.237,0.969
0.073,0.243,0.969
0.074,0.247,0.969
0.075,0.251,0.969
0.076,0.256,0.969
0.077,0.260,0.969
0.078,0.265,0.968
0.079,0.268,0.968
0.080,0.273,0.968
0.081,0.277,0.968
0.082,0.281,0.967
0.083,0.285,0.967
0.084,0.289,0.967
0.085,0.292,0.967
0.086,0.296,0.967
0.087,0.299,0.966
0.088,0.303,0.966
0.089,0.307,0.964
0.090,0.309,0.963
0.091,0.313,0.963
0.092,0.318,0.963
0.093,0.322,0.962
0.094,0.326,0.962
0.095,0.330,0.962
0.096,0.333,0.962
0.097,0.336,0.962
0.098,0.339,0.961
0.099,0.344,0.961
0.100,0.346,0.961
0.101,0.349,0.961
0.102,0.353,0.961
0.103,0.356,0.961
0.104,0.358,0.960
0.105,0.362,0.960
0.106,0.364,0.960
0.107,0.367,0.960
0.108,0.369,0.960
0.109,0.373,0.960
0.110,0.374,0.959
0.111,0.377,0.956
0.112,0.380,0.956
0.113,0.385,0.956
0.114,0.387,0.956
0.115,0.389,0.956
0.116,0.391,0.955
0.117,0.394,0.955
0.118,0.397,0.955
0.119,0.400,0.955
0.120,0.402,0.954
0.121,0.404,0.954
0.122,0.407,0.954
0.123,0.410,0.954
0.124,0.413,0.954
0.125,0.414,0.954
0.126,0.417,0.954
0.127,0.420,0.954
0.128,0.422,0.954
0.129,0.424,0.954
0.130,0.426,0.953
0.131,0.427,0.952
0.132,0.429,0.952
0.133,0.431,0.951
0.134,0.433,0.948
0.135,0.436,0.947
0.136,0.440,0.947
0.137,0.443,0.947
0.138,0.444,0.947
0.139,0.448,0.947
0.140,0.450,0.947
0.141,0.452,0.947
0.142,0.454,0.947
0.143,0.457,0.947
0.144,0.458,0.947
0.145,0.461,0.947
0.146,0.464,0.947
0.147,0.465,0.946
0.148,0.466,0.946
0.149,0.469,0.946
0.150,0.471,0.945
0.151,0.472,0.945
0.152,0.474,0.945
0.153,0.477,0.945
0.154,0.479,0.945
0.155,0.482,0.945
0.156,0.484,0.945
0.157,0.485,0.944
0.158,0.487,0.944
0.159,0.490,0.944
0.160,0.490,0.944
0.161,0.493,0.943
0.162,0.495,0.943
0.163,0.495,0.943
0.164,0.497,0.943
0.165,0.498,0.941
0.166,0.500,0.940
0.167,0.503,0.939
0.168,0.504,0.939
0.169,0.505,0.938
0.170,0.507,0.938
0.171,0.509,0.938
0.172,0.511,0.937
0.173,0.513,0.937
0.174,0.516,0.937
0.175,0.517,0.937
0.176,0.520,0.937
0.177,0.523,0.937
0.178,0.525,0.936
0.179,0.527,0.936
0.180,0.529,0.936
0.181,0.530,0.936
0.182,0.531,0.935
0.183,0.533,0.935
0.184,0.534,0.935
0.185,0.536,0.933
0.186,0.537,0.933
0.187,0.538,0.933
0.188,0.539,0.932
0.189,0.540,0.931
0.190,0.541,0.930
0.191,0.544,0.930
0.192,0.546,0.930
0.193,0.548,0.930
0.194,0.549,0.930
0.195,0.551,0.930
0.196,0.553,0.929
0.197,0.553,0.929
0.198,0.556,0.929
0.199,0.559,0.929
0.200,0.560,0.929
0.201,0.564,0.929
0.202,0.566,0.929
0.203,0.567,0.927
0.204,0.568,0.927
0.205,0.570,0.927
0.206,0.573,0.927
0.207,0.574,0.925
0.208,0.574,0.925
0.209,0.575,0.925
0.210,0.577,0.925
0.211,0.579,0.925
0.212,0.582,0.925
0.213,0.583,0.925
0.214,0.584,0.925
0.215,0.587,0.925
0.216,0.589,0.925
0.217,0.592,0.925
0.218,0.593,0.925
0.219,0.594,0.925
0.220,0.596,0.925
0.221,0.596,0.925
0.222,0.598,0.925
0.223,0.599,0.925
0.224,0.599,0.925
0.225,0.599,0.924
0.226,0.601,0.922
0.227,0.602,0.921
0.228,0.604,0.921
0.229,0.606,0.921
