threshold,true positive rate,false positive rate
0.012,1.000,1.000
0.015,1.000,1.000
0.017,1.000,1.000
0.018,1.000,1.000
0.019,1.000,1.000
0.020,1.000,0.999
0.021,1.000,0.999
0.022,1.000,0.998
0.023,1.000,0.997
0.024,1.000,0.993
0.025,1.000,0.987
0.026,1.000,0.977
0.027,1.000,0.963
0.028,1.000,0.940
0.029,1.000,0.908
0.030,1.000,0.867
0.031,1.000,0.815
0.032,1.000,0.757
0.033,1.000,0.696
0.034,1.000,0.635
0.035,1.000,0.572
0.036,1.000,0.514
0.037,0.999,0.464
0.038,0.998,0.419
0.039,0.998,0.379
0.040,0.998,0.344
0.041,0.995,0.314
0.042,0.995,0.288
0.043,0.995,0.265
0.044,0.994,0.246
0.045,0.994,0.228
0.046,0.993,0.214
0.047,0.991,0.200
0.048,0.989,0.189
0.049,0.987,0.179
0.050,0.987,0.169
0.051,0.986,0.161
0.052,0.985,0.154
0.053,0.982,0.146
0.054,0.980,0.140
0.055,0.979,0.134
0.056,0.978,0.129
0.057,0.977,0.125
0.058,0.977,0.120
0.059,0.977,0.115
0.060,0.977,0.111
0.061,0.977,0.107
0.062,0.975,0.104
0.063,0.974,0.101
0.064,0.974,0.098
0.065,0.974,0.095
0.066,0.974,0.092
0.067,0.974,0.089
0.068,0.974,0.087
0.069,0.971,0.084
0.070,0.971,0.082
0.071,0.970,0.081
0.072,0.969,0.079
0.073,0.969,0.077
0.074,0.969,0.075
0.075,0.969,0.073
0.076,0.969,0.071
0.077,0.969,0.070
0.078,0.968,0.068
0.079,0.968,0.067
0.080,0.968,0.065
0.081,0.968,0.064
0.082,0.967,0.063
0.083,0.967,0.061
0.084,0.967,0.060
0.085,0.967,0.059
0.086,0.967,0.058
0.087,0.966,0.057
0.088,0.966,0.056
0.089,0.964,0.055
0.090,0.963,0.055
0.091,0.963,0.054
0.092,0.963,0.052
0.093,0.962,0.051
0.094,0.962,0.050
0.095,0.962,0.050
0.096,0.962,0.049
0.097,0.962,0.048
0.098,0.961,0.047
0.099,0.961,0.047
0.100,0.961,0.046
0.101,0.961,0.045
0.102,0.961,0.045
0.103,0.961,0.044
0.104,0.960,0.044
0.105,0.960,0.043
0.106,0.960,0.043
0.107,0.960,0.042
0.108,0.960,0.042
0.109,0.960,0.041
0.110,0.959,0.041
0.111,0.956,0.040
0.112,0.956,0.040
0.113,0.956,0.039
0.114,0.956,0.039
0.115,0.956,0.038
0.116,0.955,0.038
0.117,0.955,0.037
0.118,0.955,0.037
