precision,recall
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.026,1.000
0.026,0.999
0.027,0.998
0.027,0.997
0.029,0.994
0.030,0.990
0.032,0.989
0.035,0.985
0.038,0.983
0.042,0.977
0.046,0.970
0.052,0.968
0.058,0.963
0.064,0.963
0.071,0.961
0.079,0.956
0.087,0.953
0.096,0.952
0.105,0.948
0.115,0.945
0.125,0.943
0.134,0.941
0.144,0.938
0.154,0.937
0.164,0.937
0.174,0.932
0.184,0.928
0.194,0.927
0.204,0.925
0.213,0.923
0.222,0.923
0.233,0.923
0.242,0.920
0.250,0.920
0.259,0.917
0.265,0.916
0.274,0.915
0.282,0.915
0.289,0.913
0.297,0.909
0.305,0.908
0.311,0.907
0.318,0.907
0.324,0.906
0.331,0.906
0.335,0.906
0.341,0.906
0.347,0.905
0.355,0.902
0.361,0.901
0.369,0.901
0.374,0.901
0.379,0.900
0.384,0.900
0.389,0.900
0.394,0.900
0.399,0.899
0.404,0.899
0.409,0.897
0.413,0.894
0.416,0.892
0.421,0.891
0.424,0.891
0.428,0.891
0.431,0.890
0.436,0.887
0.439,0.886
0.442,0.884
0.445,0.882
0.450,0.881
0.453,0.881
0.460,0.881
0.465,0.881
0.468,0.881
0.471,0.881
0.476,0.879
0.482,0.879
0.484,0.879
0.488,0.877
0.491,0.876
0.494,0.876
0.497,0.875
0.499,0.874
0.501,0.874
0.504,0.871
0.506,0.870
0.510,0.870
0.511,0.868
0.513,0.868
0.519,0.868
0.523,0.867
0.527,0.863
0.530,0.863
0.532,0.863
0.535,0.863
0.538,0.862
0.540,0.862
0.542,0.862
0.543,0.862
0.544,0.862
0.546,0.862
0.550,0.862
0.552,0.862
0.557,0.861
0.558,0.861
0.561,0.860
0.563,0.860
0.566,0.860
0.568,0.859
0.572,0.858
0.574,0.858
0.576,0.858
0.579,0.858
0.580,0.858
0.579,0.855
0.581,0.854
0.583,0.854
0.584,0.854
0.586,0.854
0.588,0.854
0.590,0.854
0.591,0.853
0.593,0.853
0.595,0.853
0.597,0.853
0.601,0.852
0.604,0.852
0.606,0.852
0.608,0.852
0.611,0.852
0.613,0.851
0.614,0.851
0.618,0.848
0.622,0.848
0.623,0.848
0.625,0.848
0.628,0.848
0.632,0.848
0.633,0.847
0.633,0.847
0.636,0.847
0.638,0.847
0.639,0.847
0.640,0.847
0.641,0.846
0.642,0.845
0.643,0.845
0.646,0.845
0.647,0.845
0.648,0.845
0.651,0.845
0.653,0.844
0.656,0.844
0.657,0.844
0.659,0.844
0.659,0.843
0.662,0.843
0.664,0.843
0.665,0.842
0.665,0.840
0.666,0.840
0.669,0.839
0.669,0.839
0.670,0.838
0.672,0.838
0.674,0.838
0.675,0.838
0.678,0.837
0.679,0.837
0.681,0.837
0.682,0.837
0.683,0.837
0.684,0.837
0.685,0.836
0.686,0.835
0.686,0.834
0.687,0.834
0.689,0.834
0.690,0.834
0.692,0.834
0.693,0.834
0.695,0.834
