threshold,precision,recall
0.009,0.025,1.000
0.011,0.025,1.000
0.012,0.025,1.000
0.013,0.025,1.000
0.014,0.025,1.000
0.015,0.025,1.000
0.016,0.025,1.000
0.017,0.025,1.000
0.018,0.025,1.000
0.019,0.025,1.000
0.020,0.025,1.000
0.021,0.025,1.000
0.022,0.025,1.000
0.023,0.026,1.000
0.024,0.026,0.999
0.025,0.027,0.998
0.026,0.027,0.997
0.027,0.029,0.994
0.028,0.030,0.990
0.029,0.032,0.989
0.030,0.035,0.985
0.031,0.038,0.983
0.032,0.042,0.977
0.033,0.046,0.970
0.034,0.052,0.968
0.035,0.058,0.963
0.036,0.064,0.963
0.037,0.071,0.961
0.038,0.079,0.956
0.039,0.087,0.953
0.040,0.096,0.952
0.041,0.105,0.948
0.042,0.115,0.945
0.043,0.125,0.943
0.044,0.134,0.941
0.045,0.144,0.938
0.046,0.154,0.937
0.047,0.164,0.937
0.048,0.174,0.932
0.049,0.184,0.928
0.050,0.194,0.927
0.051,0.204,0.925
0.052,0.213,0.923
0.053,0.222,0.923
0.054,0.233,0.923
0.055,0.242,0.920
0.056,0.250,0.920
0.057,0.259,0.917
0.058,0.265,0.916
0.059,0.274,0.915
0.060,0.282,0.915
0.061,0.289,0.913
0.062,0.297,0.909
0.063,0.305,0.908
0.064,0.311,0.907
0.065,0.318,0.907
0.066,0.324,0.906
0.067,0.331,0.906
0.068,0.335,0.906
0.069,0.341,0.906
0.070,0.347,0.905
0.071,0.355,0.902
0.072,0.361,0.901
0.073,0.369,0.901
0.074,0.374,0.901
0.075,0.379,0.900
0.076,0.384,0.900
0.077,0.389,0.900
0.078,0.394,0.900
0.079,0.399,0.899
0.080,0.404,0.899
0.081,0.409,0.897
0.082,0.413,0.894
0.083,0.416,0.892
0.084,0.421,0.891
0.085,0.424,0.891
0.086,0.428,0.891
0.087,0.431,0.890
0.088,0.436,0.887
0.089,0.439,0.886
0.090,0.442,0.884
0.091,0.445,0.882
0.092,0.450,0.881
0.093,0.453,0.881
0.094,0.460,0.881
0.095,0.465,0.881
0.096,0.468,0.881
0.097,0.471,0.881
0.098,0.476,0.879
0.099,0.482,0.879
0.100,0.484,0.879
0.101,0.488,0.877
0.102,0.491,0.876
0.103,0.494,0.876
0.104,0.497,0.875
0.105,0.499,0.874
0.106,0.501,0.874
0.107,0.504,0.871
0.108,0.506,0.870
0.109,0.510,0.870
0.110,0.511,0.868
0.111,0.513,0.868
0.112,0.519,0.868
0.113,0.523,0.867
0.114,0.527,0.863
0.115,0.530,0.863
0.116,0.532,0.863
0.117,0.535,0.863
0.118,0.538,0.862
0.119,0.540,0.862
0.120,0.542,0.862
0.121,0.543,0.862
0.122,0.544,0.862
0.123,0.546,0.862
0.124,0.550,0.862
0.125,0.552,0.862
0.126,0.557,0.861
0.127,0.558,0.861
0.128,0.561,0.860
0.129,0.563,0.860
0.130,0.566,0.860
0.131,0.568,0.859
0.132,0.572,0.858
0.133,0.574,0.858
0.134,0.576,0.858
0.135,0.579,0.858
0.136,0.580,0.858
0.137,0.579,0.855
0.138,0.581,0.854
0.139,0.583,0.854
0.140,0.584,0.854
0.141,0.586,0.854
0.142,0.588,0.854
0.143,0.590,0.854
0.144,0.591,0.853
0.145,0.593,0.853
0.146,0.595,0.853
0.147,0.597,0.853
0.148,0.601,0.852
0.149,0.604,0.852
0.150,0.606,0.852
0.151,0.608,0.852
0.152,0.611,0.852
0.153,0.613,0.851
0.154,0.614,0.851
0.155,0.618,0.848
0.156,0.622,0.848
0.157,0.623,0.848
0.158,0.625,0.848
0.159,0.628,0.848
0.160,0.632,0.848
0.161,0.633,0.847
0.162,0.633,0.847
0.163,0.636,0.847
0.164,0.638,0.847
0.165,0.639,0.847
0.167,0.640,0.847
0.169,0.641,0.846
0.170,0.642,0.845
0.171,0.643,0.845
0.172,0.646,0.845
0.173,0.647,0.845
0.174,0.648,0.845
0.175,0.651,0.845
0.176,0.653,0.844
0.177,0.656,0.844
0.178,0.657,0.844
0.179,0.659,0.844
0.180,0.659,0.843
0.181,0.662,0.843
0.182,0.664,0.843
0.183,0.665,0.842
0.184,0.665,0.840
0.185,0.666,0.840
0.186,0.669,0.839
0.187,0.669,0.839
0.188,0.670,0.838
0.189,0.672,0.838
0.191,0.674,0.838
0.192,0.675,0.838
0.193,0.678,0.837
0.194,0.679,0.837
0.195,0.681,0.837
0.196,0.682,0.837
0.197,0.683,0.837
0.199,0.684,0.837
0.200,0.685,0.836
0.201,0.686,0.835
0.202,0.686,0.834
0.203,0.687,0.834
0.204,0.689,0.834
0.205,0.690,0.834
0.206,0.692,0.834
0.207,0.693,0.834
0.208,0.695,0.834
0.209,0.696,0.834
0.210,0.698,0.834
0.211,0.699,0.834
0.212,0.700,0.834
0.213,0.701,0.834
0.214,0.702,0.834
0.215,0.703,0.834
0.216,0.704,0.832
0.217,0.705,0.832
0.218,0.706,0.831
0.219,0.707,0.831
0.220,0.708,0.831
0.222,0.708,0.830
0.223,0.710,0.830
0.225,0.711,0.830
0.226,0.712,0.830
0.227,0.714,0.830
0.228,0.715,0.829
0.229,0.718,0.828
0.230,0.719,0.827
0.231,0.720,0.825
0.232,0.722,0.825
0.233,0.725,0.825
0.234,0.727,0.824
0.235,0.728,0.824
0.236,0.730,0.824
0.237,0.731,0.823
0.238,0.731,0.822
0.239,0.734,0.822
0.240,0.734,0.822
0.242,0.735,0.821
0.244,0.736,0.821
0.245,0.738,0.821
0.246,0.739,0.821
0.247,0.741,0.821
0.248,0.742,0.821
0.249,0.743,0.821
0.251,0.746,0.821
0.254,0.746,0.821
0.255,0.749,0.821
0.257,0.750,0.821
0.258,0.751,0.820
0.259,0.752,0.819
0.260,0.753,0.819
0.262,0.753,0.817
0.264,0.754,0.816
0.265,0.755,0.816
0.266,0.755,0.815
0.270,0.756,0.815
0.271,0.757,0.815
0.272,0.758,0.815
0.273,0.759,0.815
0.274,0.760,0.815
0.276,0.760,0.814
0.278,0.761,0.813
0.281,0.761,0.812
0.283,0.762,0.812
0.285,0.762,0.811
0.286,0.762,0.809
0.288,0.763,0.809
0.289,0.764,0.809
0.290,0.765,0.809
0.291,0.764,0.808
0.293,0.765,0.807
0.296,0.767,0.807
0.297,0.768,0.807
0.298,0.769,0.806
0.299,0.769,0.805
0.300,0.770,0.805
0.301,0.772,0.805
0.303,0.774,0.804
0.304,0.775,0.804
0.306,0.775,0.803
0.307,0.775,0.801
0.309,0.776,0.801
0.310,0.776,0.801
0.311,0.778,0.801
0.312,0.779,0.801
