threshold,precision,recall
0.018,0.025,1.000
0.019,0.025,1.000
0.020,0.025,1.000
0.021,0.026,1.000
0.022,0.028,1.000
0.023,0.031,0.998
0.024,0.033,0.993
0.025,0.037,0.992
0.026,0.040,0.989
0.027,0.043,0.989
0.028,0.046,0.986
0.029,0.050,0.985
0.030,0.053,0.984
0.031,0.057,0.984
0.032,0.061,0.984
0.033,0.064,0.980
0.034,0.069,0.980
0.035,0.073,0.979
0.036,0.078,0.978
0.037,0.083,0.978
0.038,0.089,0.976
0.039,0.094,0.974
0.040,0.100,0.974
0.041,0.106,0.971
0.042,0.112,0.970
0.043,0.119,0.969
0.044,0.127,0.968
0.045,0.135,0.966
0.046,0.142,0.963
0.047,0.150,0.960
0.048,0.159,0.956
0.049,0.165,0.955
0.050,0.172,0.954
0.051,0.179,0.954
0.052,0.185,0.954
0.053,0.191,0.954
0.054,0.197,0.953
0.055,0.203,0.953
0.056,0.210,0.951
0.057,0.217,0.951
0.058,0.223,0.951
0.059,0.229,0.948
0.060,0.235,0.946
0.061,0.239,0.946
0.062,0.245,0.946
0.063,0.250,0.946
0.064,0.255,0.945
0.065,0.261,0.944
0.066,0.266,0.943
0.067,0.269,0.939
0.068,0.274,0.939
0.069,0.278,0.938
0.070,0.283,0.938
0.071,0.286,0.936
0.072,0.290,0.936
0.073,0.294,0.936
0.074,0.298,0.935
0.075,0.301,0.935
0.076,0.304,0.933
0.077,0.307,0.932
0.078,0.311,0.932
0.079,0.315,0.931
0.080,0.318,0.931
0.081,0.320,0.930
0.082,0.323,0.928
0.083,0.326,0.927
0.084,0.328,0.925
0.085,0.332,0.923
0.086,0.336,0.923
0.087,0.340,0.923
0.088,0.342,0.922
0.089,0.346,0.921
0.090,0.347,0.921
0.091,0.351,0.921
0.092,0.353,0.920
0.093,0.356,0.918
0.094,0.357,0.916
0.095,0.360,0.916
0.096,0.364,0.915
0.097,0.367,0.915
0.098,0.369,0.915
0.099,0.371,0.915
0.100,0.375,0.915
0.101,0.378,0.915
0.102,0.381,0.915
0.103,0.383,0.914
0.104,0.386,0.914
0.105,0.389,0.913
0.106,0.391,0.913
0.107,0.394,0.913
0.108,0.396,0.913
0.109,0.398,0.913
0.110,0.401,0.912
0.111,0.403,0.910
0.112,0.405,0.909
0.113,0.408,0.909
0.114,0.411,0.909
0.115,0.413,0.909
0.116,0.414,0.909
0.117,0.416,0.909
0.118,0.418,0.909
0.119,0.421,0.909
0.120,0.425,0.909
0.121,0.428,0.909
0.122,0.430,0.909
0.123,0.432,0.909
0.124,0.433,0.909
0.125,0.435,0.908
0.126,0.437,0.908
0.127,0.438,0.908
0.128,0.442,0.908
0.129,0.443,0.908
0.130,0.445,0.908
0.131,0.449,0.908
0.132,0.451,0.907
0.133,0.453,0.906
0.134,0.454,0.906
0.135,0.457,0.906
0.136,0.458,0.906
0.137,0.460,0.906
0.138,0.463,0.906
0.139,0.465,0.906
0.140,0.467,0.906
0.141,0.468,0.905
0.142,0.470,0.905
0.143,0.472,0.902
0.144,0.477,0.902
0.145,0.479,0.902
0.146,0.481,0.902
0.147,0.483,0.901
0.148,0.485,0.901
0.149,0.486,0.901
0.150,0.488,0.901
0.151,0.489,0.899
0.152,0.490,0.898
0.153,0.493,0.898
0.154,0.494,0.898
0.155,0.496,0.898
0.156,0.497,0.897
0.157,0.499,0.896
0.158,0.502,0.896
0.159,0.503,0.896
0.160,0.505,0.896
0.161,0.507,0.896
0.162,0.508,0.896
0.163,0.509,0.896
0.164,0.512,0.896
0.165,0.513,0.896
0.166,0.516,0.896
0.167,0.517,0.896
0.168,0.519,0.896
0.169,0.519,0.893
0.170,0.521,0.893
0.171,0.524,0.893
0.172,0.526,0.893
0.173,0.528,0.893
0.174,0.530,0.893
0.175,0.532,0.893
0.176,0.534,0.893
0.177,0.535,0.892
0.178,0.538,0.892
0.179,0.540,0.890
0.180,0.542,0.889
0.181,0.543,0.889
0.182,0.544,0.887
0.183,0.546,0.887
0.184,0.549,0.887
0.185,0.552,0.887
0.186,0.554,0.887
0.187,0.555,0.887
0.188,0.557,0.887
0.189,0.558,0.887
0.190,0.560,0.887
0.191,0.563,0.887
0.192,0.564,0.887
0.193,0.566,0.887
0.194,0.568,0.887
0.195,0.570,0.887
0.196,0.570,0.886
0.197,0.571,0.886
0.198,0.573,0.886
0.199,0.574,0.884
0.200,0.575,0.884
0.201,0.577,0.883
0.202,0.580,0.883
0.203,0.580,0.882
0.204,0.581,0.882
0.205,0.582,0.882
0.206,0.584,0.882
0.207,0.585,0.882
0.208,0.587,0.882
0.209,0.589,0.882
0.210,0.591,0.882
0.211,0.593,0.882
0.212,0.594,0.882
0.213,0.595,0.882
0.214,0.596,0.882
0.215,0.599,0.881
0.216,0.601,0.881
0.217,0.602,0.879
0.218,0.603,0.879
0.219,0.604,0.879
0.220,0.606,0.879
0.221,0.608,0.879
0.222,0.609,0.879
0.223,0.611,0.879
0.224,0.611,0.877
0.225,0.612,0.877
0.226,0.615,0.877
0.227,0.616,0.877
0.228,0.617,0.877
0.229,0.618,0.876
0.230,0.621,0.876
0.231,0.622,0.876
0.232,0.623,0.876
0.233,0.624,0.876
0.234,0.626,0.876
0.235,0.627,0.876
0.236,0.630,0.876
0.237,0.632,0.876
0.238,0.634,0.876
0.239,0.634,0.875
0.240,0.636,0.874
0.241,0.636,0.874
0.242,0.638,0.874
0.243,0.638,0.873
0.244,0.639,0.873
0.245,0.639,0.873
0.246,0.640,0.871
0.247,0.641,0.871
0.248,0.643,0.871
0.249,0.643,0.871
0.250,0.644,0.871
0.251,0.645,0.871
0.252,0.647,0.871
0.253,0.647,0.871
0.254,0.649,0.871
0.255,0.651,0.871
0.256,0.652,0.871
0.257,0.652,0.871
0.258,0.653,0.871
0.259,0.653,0.871
0.261,0.654,0.871
0.262,0.655,0.870
0.263,0.656,0.870
0.264,0.657,0.869
0.266,0.658,0.869
0.268,0.662,0.868
0.269,0.665,0.867
0.270,0.667,0.867
0.272,0.668,0.867
