precision,recall
0.025,1.000
0.025,1.000
0.025,1.000
0.026,1.000
0.028,1.000
0.031,0.998
0.033,0.993
0.037,0.992
0.040,0.989
0.043,0.989
0.046,0.986
0.050,0.985
0.053,0.984
0.057,0.984
0.061,0.984
0.064,0.980
0.069,0.980
0.073,0.979
0.078,0.978
0.083,0.978
0.089,0.976
0.094,0.974
0.100,0.974
0.106,0.971
0.112,0.970
0.119,0.969
0.127,0.968
0.135,0.966
0.142,0.963
0.150,0.960
0.159,0.956
0.165,0.955
0.172,0.954
0.179,0.954
0.185,0.954
0.191,0.954
0.197,0.953
0.203,0.953
0.210,0.951
0.217,0.951
0.223,0.951
0.229,0.948
0.235,0.946
0.239,0.946
0.245,0.946
0.250,0.946
0.255,0.945
0.261,0.944
0.266,0.943
0.269,0.939
0.274,0.939
0.278,0.938
0.283,0.938
0.286,0.936
0.290,0.936
0.294,0.936
0.298,0.935
0.301,0.935
0.304,0.933
0.307,0.932
0.311,0.932
0.315,0.931
0.318,0.931
0.320,0.930
0.323,0.928
0.326,0.927
0.328,0.925
0.332,0.923
0.336,0.923
0.340,0.923
0.342,0.922
0.346,0.921
0.347,0.921
0.351,0.921
0.353,0.920
0.356,0.918
0.357,0.916
0.360,0.916
0.364,0.915
0.367,0.915
0.369,0.915
0.371,0.915
0.375,0.915
0.378,0.915
0.381,0.915
0.383,0.914
0.386,0.914
0.389,0.913
0.391,0.913
0.394,0.913
0.396,0.913
0.398,0.913
0.401,0.912
0.403,0.910
0.405,0.909
0.408,0.909
0.411,0.909
0.413,0.909
0.414,0.909
0.416,0.909
0.418,0.909
0.421,0.909
0.425,0.909
0.428,0.909
0.430,0.909
0.432,0.909
0.433,0.909
0.435,0.908
0.437,0.908
0.438,0.908
0.442,0.908
0.443,0.908
0.445,0.908
0.449,0.908
0.451,0.907
0.453,0.906
0.454,0.906
0.457,0.906
0.458,0.906
0.460,0.906
0.463,0.906
0.465,0.906
0.467,0.906
0.468,0.905
0.470,0.905
0.472,0.902
0.477,0.902
0.479,0.902
0.481,0.902
0.483,0.901
0.485,0.901
0.486,0.901
0.488,0.901
0.489,0.899
0.490,0.898
0.493,0.898
0.494,0.898
0.496,0.898
0.497,0.897
0.499,0.896
0.502,0.896
0.503,0.896
0.505,0.896
0.507,0.896
0.508,0.896
0.509,0.896
0.512,0.896
0.513,0.896
0.516,0.896
0.517,0.896
0.519,0.896
0.519,0.893
0.521,0.893
0.524,0.893
0.526,0.893
0.528,0.893
0.530,0.893
0.532,0.893
0.534,0.893
0.535,0.892
0.538,0.892
0.540,0.890
0.542,0.889
0.543,0.889
0.544,0.887
0.546,0.887
0.549,0.887
0.552,0.887
0.554,0.887
0.555,0.887
0.557,0.887
0.558,0.887
0.560,0.887
0.563,0.887
0.564,0.887
0.566,0.887
0.568,0.887
0.570,0.887
0.570,0.886
0.571,0.886
0.573,0.886
0.574,0.884
0.575,0.884
0.577,0.883
0.580,0.883
0.580,0.882
0.581,0.882
0.582,0.882
0.584,0.882
0.585,0.882
0.587,0.882
0.589,0.882
0.591,0.882
0.593,0.882
0.594,0.882
