threshold,iou
0.0000,0.2381
0.0100,0.2381
0.0200,0.2428
0.0300,0.2120
0.0400,0.2604
0.0500,0.2877
0.0600,0.3176
0.0700,0.3284
0.0800,0.3450
0.0900,0.3509
0.1000,0.3632
0.1100,0.3815
0.1200,0.3985
0.1300,0.4234
0.1400,0.4376
0.1500,0.4539
0.1600,0.4604
0.1700,0.4563
0.1800,0.4737
0.1900,0.4892
0.2000,0.4853
0.2100,0.5035
0.2200,0.5106
0.2300,0.5230
0.2400,0.5281
0.2500,0.5379
0.2600,0.5415
0.2700,0.5532
0.2800,0.5561
0.2900,0.5781
0.3000,0.5868
0.3100,0.5849
0.3200,0.5821
0.3300,0.5862
0.3400,0.5939
0.3500,0.6078
0.3600,0.6067
0.3700,0.6026
0.3800,0.6078
0.3900,0.6025
0.4000,0.6040
0.4100,0.5929
0.4200,0.6056
0.4300,0.6083
0.4400,0.6312
0.4500,0.6352
0.4600,0.6394
0.4700,0.6400
0.4800,0.6392
0.4900,0.6556
0.5000,0.6730
0.5100,0.6766
0.5200,0.6810
0.5300,0.6787
0.5400,0.6834
0.5500,0.6824
0.5600,0.6795
0.5700,0.6796
0.5800,0.6915
0.5900,0.7033
0.6000,0.7106
0.6100,0.7100
0.6200,0.7128
0.6300,0.7195
0.6400,0.7238
0.6500,0.7242
0.6600,0.7400
0.6700,0.7445
0.6800,0.7416
0.6900,0.7505
0.7000,0.7504
0.7100,0.7378
0.7200,0.7196
0.7300,0.7140
0.7400,0.7156
0.7500,0.7211
0.7600,0.7087
0.7700,0.7073
0.7800,0.7035
0.7900,0.6990
0.8000,0.6957
0.8100,0.6882
0.8200,0.6751
0.8300,0.6687
0.8400,0.6655
0.8500,0.6570
0.8600,0.6444
0.8700,0.6334
0.8800,0.6193
0.8900,0.5986
0.9000,0.5736
0.9100,0.5474
0.9200,0.5210
0.9300,0.4760
0.9400,0.3909
0.9500,0.2662
0.9600,0.1673
0.9700,0.1083
0.9800,0.0456
0.9900,0.0144
1.0000,0.0000
