recording,segment,TP count,FP count,FN count,TP class,FP class,FN class
file051,4,1.0,0.0,0.0,TEWA ,,
file051,5,1.0,0.0,0.0,TEWA ,,
file051,6,0.0,0.0,0.0,,,
file051,7,0.0,0.0,2.0,,,HETH TEWA 
file051,8,1.0,0.0,0.0,TEWA ,,
file051,9,0.0,1.0,1.0,,SWTH ,HETH 
file051,10,0.0,1.0,1.0,,SWTH ,HETH 
file051,11,1.0,0.0,0.0,TEWA ,,
file051,12,1.0,0.0,1.0,TEWA ,,HETH 
file051,13,0.0,0.0,0.0,,,
file051,14,1.0,0.0,1.0,TEWA ,,HETH 
file051,15,1.0,0.0,1.0,TEWA ,,HETH 
file051,16,0.0,0.0,0.0,,,
file051,17,1.0,0.0,0.0,TEWA ,,
file051,18,1.0,0.0,1.0,TEWA ,,HETH 
file051,19,0.0,0.0,0.0,,,
file052,0,2.0,0.0,1.0,CHSP TEWA ,,HETH 
file052,1,1.0,0.0,2.0,CHSP ,,HETH TEWA 
file052,2,1.0,0.0,2.0,TEWA ,,CHSP HETH 
file052,3,2.0,0.0,1.0,CHSP TEWA ,,HETH 
file052,4,1.0,0.0,2.0,TEWA ,,CHSP HETH 
file052,5,0.0,0.0,2.0,,,CHSP TEWA 
file052,6,2.0,0.0,1.0,HETH TEWA ,,CHSP 
file052,7,2.0,0.0,0.0,CHSP TEWA ,,
file052,8,1.0,0.0,1.0,CHSP ,,TEWA 
file052,9,0.0,0.0,3.0,,,CHSP HETH TEWA 
file052,10,1.0,0.0,2.0,TEWA ,,CHSP HETH 
file052,11,2.0,0.0,1.0,CHSP TEWA ,,HETH 
file052,12,1.0,0.0,2.0,CHSP ,,HETH TEWA 
file052,13,2.0,0.0,0.0,CHSP TEWA ,,
file052,14,0.0,0.0,3.0,,,CHSP HETH TEWA 
file052,15,1.0,0.0,2.0,CHSP ,,HETH TEWA 
file052,16,2.0,0.0,1.0,CHSP TEWA ,,HETH 
file052,17,2.0,0.0,1.0,CHSP TEWA ,,HETH 
file052,18,2.0,0.0,1.0,CHSP TEWA ,,HETH 
file052,19,1.0,0.0,1.0,TEWA ,,CHSP 
file053,0,0.0,0.0,1.0,,,CHSP 
file053,1,0.0,0.0,1.0,,,CHSP 
file053,2,2.0,0.0,0.0,AMRO HETH ,,
file053,3,1.0,0.0,2.0,CHSP ,,AMRO HETH 
file053,4,1.0,0.0,1.0,CHSP ,,HETH 
file053,5,0.0,0.0,1.0,,,HETH 
file053,6,0.0,1.0,3.0,,DEJU ,AMRO CHSP HETH 
file053,7,0.0,1.0,1.0,,DEJU ,CHSP 
file053,8,1.0,0.0,0.0,HETH ,,
file053,9,1.0,0.0,1.0,AMRO ,,CHSP 
file053,10,0.0,0.0,2.0,,,CHSP HETH 
file053,11,0.0,0.0,1.0,,,HETH 
file053,12,1.0,0.0,0.0,HETH ,,
file053,13,1.0,1.0,1.0,CHSP ,AMRO ,HETH 
file053,14,1.0,0.0,0.0,CHSP ,,
file053,15,1.0,0.0,1.0,HETH ,,CHSP 
file053,16,0.0,0.0,2.0,,,AMRO HETH 
file053,17,1.0,0.0,1.0,AMRO ,,HETH 
file053,18,1.0,0.0,2.0,AMRO ,,CHSP HETH 
file053,19,1.0,1.0,2.0,HETH ,DEJU ,AMRO CHSP 
file054,0,0.0,0.0,1.0,,,WISN 
file054,1,0.0,1.0,1.0,,NOCA ,WISN 
file054,2,0.0,0.0,1.0,,,WISN 
file055,0,1.0,0.0,1.0,GCKI ,,DEJU 
file055,1,0.0,0.0,1.0,,,GCKI 
file055,2,0.0,0.0,1.0,,,GCKI 
file055,3,1.0,0.0,1.0,GCKI ,,DEJU 
file055,4,1.0,0.0,0.0,GCKI ,,
file055,5,1.0,0.0,1.0,GCKI ,,DEJU 
file056,0,1.0,0.0,0.0,CMWA ,,
file056,1,1.0,0.0,0.0,CMWA ,,
file056,2,1.0,0.0,0.0,CMWA ,,
file056,3,1.0,0.0,0.0,CMWA ,,
file056,4,1.0,0.0,0.0,CMWA ,,
file056,5,1.0,0.0,0.0,CMWA ,,
file057,0,1.0,0.0,0.0,WIWA ,,
file057,1,1.0,0.0,0.0,WIWA ,,
file057,2,0.0,0.0,1.0,,,WIWA 
file058,0,0.0,1.0,1.0,,BRCR ,GCKI 
file059,0,1.0,0.0,0.0,SWTH ,,
file059,1,1.0,0.0,0.0,SWTH ,,
file059,2,1.0,0.0,0.0,SWTH ,,
file059,3,1.0,0.0,0.0,SWTH ,,
file059,4,1.0,0.0,0.0,SWTH ,,
file059,5,1.0,0.0,0.0,SWTH ,,
file060,0,1.0,0.0,0.0,PISI ,,
file060,1,1.0,0.0,0.0,PISI ,,
file060,2,1.0,0.0,0.0,PISI ,,
file060,3,1.0,0.0,0.0,PISI ,,
file060,4,1.0,0.0,0.0,PISI ,,
file061,0,1.0,0.0,0.0,NHWR ,,
file061,1,1.0,0.0,0.0,NHWR ,,
file061,2,1.0,0.0,0.0,NHWR ,,
file061,3,1.0,0.0,0.0,NHWR ,,
file061,4,1.0,0.0,0.0,NHWR ,,
file062,0,1.0,0.0,0.0,PISI ,,
file062,1,1.0,0.0,0.0,PISI ,,
file062,2,1.0,0.0,0.0,PISI ,,
file062,3,1.0,0.0,0.0,PISI ,,
file062,4,1.0,0.0,0.0,PISI ,,
file062,5,1.0,0.0,0.0,PISI ,,
file063,0,1.0,0.0,0.0,DEJU ,,
file063,1,1.0,0.0,0.0,DEJU ,,
file063,2,1.0,0.0,1.0,DEJU ,,HETH 
file063,3,1.0,0.0,0.0,HETH ,,
file063,4,1.0,0.0,0.0,DEJU ,,
file063,5,1.0,0.0,1.0,DEJU ,,HETH 
file063,6,1.0,0.0,0.0,DEJU ,,
file063,7,1.0,0.0,1.0,HETH ,,DEJU 
file063,8,1.0,0.0,1.0,DEJU ,,HETH 
file064,0,1.0,0.0,0.0,WIWA ,,
file064,1,1.0,0.0,0.0,WIWA ,,
file064,2,2.0,0.0,0.0,ALFL WIWA ,,
file064,3,1.0,0.0,0.0,WIWA ,,
file064,4,2.0,0.0,0.0,ALFL WIWA ,,
file064,5,1.0,0.0,0.0,WIWA ,,
file065,0,1.0,0.0,0.0,WETA ,,
file065,1,1.0,0.0,0.0,WETA ,,
file065,2,1.0,0.0,0.0,WETA ,,
file065,3,1.0,0.0,0.0,WETA ,,
file067,0,0.0,0.0,1.0,,,RBNU 
file067,1,0.0,0.0,1.0,,,RBNU 
file067,2,1.0,0.0,0.0,RBNU ,,
file067,3,1.0,0.0,0.0,RBNU ,,
file067,4,1.0,0.0,0.0,RBNU ,,
file067,5,0.0,0.0,1.0,,,RBNU 
file067,6,1.0,0.0,0.0,RBNU ,,
file067,7,1.0,0.0,0.0,RBNU ,,
file068,0,0.0,0.0,1.0,,,WAVI 
file068,1,0.0,0.0,1.0,,,WAVI 
file068,2,0.0,0.0,1.0,,,WAVI 
file068,3,1.0,0.0,0.0,WAVI ,,
file068,4,1.0,0.0,0.0,WAVI ,,
file069,0,1.0,0.0,0.0,WETA ,,
file069,1,1.0,0.0,0.0,WETA ,,
file069,2,1.0,0.0,0.0,WETA ,,
file069,3,1.0,0.0,0.0,WETA ,,
file069,4,1.0,0.0,0.0,WETA ,,
file069,5,1.0,0.0,0.0,WETA ,,
file069,6,1.0,0.0,0.0,WETA ,,
file070,0,1.0,0.0,1.0,WAVI ,,AMCR 
file070,1,1.0,0.0,1.0,WAVI ,,AMCR 
file071,0,0.0,0.0,0.0,,,
file071,1,0.0,0.0,1.0,,,GCKI 
file071,2,2.0,0.0,0.0,CORA GCKI ,,
file071,3,1.0,0.0,1.0,RBNU ,,GCKI 
file071,4,1.0,0.0,1.0,RBNU ,,GCKI 
file071,5,1.0,0.0,0.0,GCKI ,,
file072,0,2.0,0.0,0.0,BLJA TRUS ,,
file072,1,1.0,0.0,1.0,BLJA ,,TRUS 
file072,2,2.0,0.0,0.0,BLJA TRUS ,,
file072,3,2.0,0.0,0.0,BLJA TRUS ,,
file072,4,2.0,0.0,0.0,BLJA TRUS ,,
file072,5,2.0,0.0,0.0,BLJA TRUS ,,
file072,6,2.0,0.0,0.0,BLJA TRUS ,,
file072,7,1.0,0.0,1.0,BLJA ,,TRUS 
