recording,iou_max,iou_0.60,iou_0.80
N100056,0.9167,0.9167,0.6667
N106834-edited,0.9286,0.9286,0.8250
N128080,0.5000,0.5000,0.5933
N16767-edited,0.8556,0.8556,0.9630
N22158-edited,0.8472,0.8472,0.9487
N22971-edited,0.7464,0.5332,0.6742
N23417-edited,0.8326,0.8326,0.6583
N23493-edited,0.6467,0.6800,0.5733
N250512,0.4917,0.4292,0.6667
N3568,0.8869,0.8869,0.8750
N37429,0.5000,0.4833,0.4000
N38268,0.8889,0.8889,0.9213
N38516,0.8992,0.8740,0.8711
N39306,0.9110,0.9110,0.9538
N41312-edited,0.8333,0.8333,0.7500
N41564,1.0000,1.0000,0.1667
N44587-edited,0.6667,0.6667,0.5000
N460551,0.1898,0.1809,0.4333
N488610,0.7917,0.7917,0.6250
N500951,0.6667,0.6667,0.5000
N6682-edited,0.8651,0.8651,0.7812
N737290,0.4306,0.4306,0.7333
N98507,0.8889,0.8889,0.6111
XC109766,1.0000,1.0000,0.7922
XC109767,0.9719,0.9551,0.8851
XC109769,0.9444,0.9444,0.9431
XC114554,1.0000,1.0000,0.7500
XC134014-edited,0.5952,0.5786,0.3968
XC144024,0.5000,0.7500,0.6667
XC159959,0.8071,0.8071,0.7179
XC172881,0.0000,0.0000,0.0000
XC215372,0.7778,0.8889,0.4444
XC271361,0.2500,0.2500,0.2500
XC801172-edited,0.9583,0.9583,0.9583
XC812929,0.6720,0.6720,0.2667
