threshold,iou
0.0000,0.2381
0.0100,0.2381
0.0200,0.2382
0.0300,0.1989
0.0400,0.2220
0.0500,0.2539
0.0600,0.2915
0.0700,0.3242
0.0800,0.3337
0.0900,0.3460
0.1000,0.3670
0.1100,0.3754
0.1200,0.3958
0.1300,0.4197
0.1400,0.4164
0.1500,0.4395
0.1600,0.4456
0.1700,0.4586
0.1800,0.4689
0.1900,0.4736
0.2000,0.4650
0.2100,0.4740
0.2200,0.4675
0.2300,0.4878
0.2400,0.4990
0.2500,0.5242
0.2600,0.5333
0.2700,0.5547
0.2800,0.5642
0.2900,0.5714
0.3000,0.5795
0.3100,0.5873
0.3200,0.6060
0.3300,0.6071
0.3400,0.6019
0.3500,0.6157
0.3600,0.6114
0.3700,0.6193
0.3800,0.6203
0.3900,0.6364
0.4000,0.6412
0.4100,0.6485
0.4200,0.6670
0.4300,0.6758
0.4400,0.6669
0.4500,0.6761
0.4600,0.6906
0.4700,0.6835
0.4800,0.6932
0.4900,0.7061
0.5000,0.7066
0.5100,0.7168
0.5200,0.7208
0.5300,0.7136
0.5400,0.7116
0.5500,0.7135
0.5600,0.7237
0.5700,0.7325
0.5800,0.7390
0.5900,0.7439
0.6000,0.7341
0.6100,0.7340
0.6200,0.7459
0.6300,0.7332
0.6400,0.7317
0.6500,0.7332
0.6600,0.7368
0.6700,0.7194
0.6800,0.7188
0.6900,0.7313
0.7000,0.7155
0.7100,0.7115
0.7200,0.7097
0.7300,0.7203
0.7400,0.7265
0.7500,0.7068
0.7600,0.7027
0.7700,0.7135
0.7800,0.7027
0.7900,0.6927
0.8000,0.6739
0.8100,0.6718
0.8200,0.6657
0.8300,0.6538
0.8400,0.6530
0.8500,0.6389
0.8600,0.6296
0.8700,0.6273
0.8800,0.6093
0.8900,0.5956
0.9000,0.5914
0.9100,0.5575
0.9200,0.5120
0.9300,0.4625
0.9400,0.3771
0.9500,0.2925
0.9600,0.1920
0.9700,0.0981
0.9800,0.0247
0.9900,0.0000
1.0000,0.0000
