threshold,true positive rate,false positive rate
0.003,1.000,1.000
0.009,1.000,1.000
0.012,1.000,1.000
0.013,1.000,1.000
0.014,1.000,1.000
0.015,1.000,1.000
0.016,1.000,0.999
0.017,1.000,0.999
0.018,1.000,0.998
0.019,1.000,0.997
0.020,1.000,0.995
0.021,1.000,0.993
0.022,1.000,0.989
0.023,0.999,0.982
0.024,0.999,0.972
0.025,0.999,0.955
0.026,0.998,0.930
0.027,0.995,0.892
0.028,0.992,0.836
0.029,0.989,0.759
0.030,0.983,0.661
0.031,0.977,0.556
0.032,0.977,0.454
0.033,0.971,0.364
0.034,0.969,0.294
0.035,0.967,0.238
0.036,0.960,0.198
0.037,0.956,0.168
0.038,0.954,0.144
0.039,0.952,0.127
0.040,0.948,0.113
0.041,0.944,0.101
0.042,0.940,0.091
0.043,0.940,0.083
0.044,0.937,0.076
0.045,0.935,0.070
0.046,0.933,0.065
0.047,0.932,0.061
0.048,0.929,0.058
0.049,0.927,0.054
0.050,0.924,0.051
0.051,0.923,0.048
0.052,0.923,0.046
0.053,0.922,0.044
0.054,0.922,0.042
0.055,0.920,0.040
0.056,0.918,0.038
0.057,0.917,0.037
0.058,0.915,0.035
0.059,0.908,0.034
0.060,0.906,0.033
0.061,0.905,0.032
0.062,0.904,0.031
0.063,0.901,0.030
0.064,0.899,0.029
0.065,0.898,0.028
0.066,0.897,0.028
0.067,0.896,0.027
0.068,0.893,0.026
0.069,0.891,0.025
0.070,0.891,0.025
0.071,0.891,0.024
0.072,0.890,0.024
0.073,0.889,0.024
0.074,0.887,0.023
0.075,0.887,0.022
0.076,0.886,0.022
0.077,0.886,0.021
0.078,0.886,0.021
0.079,0.885,0.020
0.080,0.883,0.020
0.081,0.883,0.020
0.082,0.882,0.019
0.083,0.879,0.019
0.084,0.877,0.019
0.085,0.877,0.019
0.086,0.876,0.018
0.087,0.875,0.018
0.088,0.873,0.018
0.090,0.873,0.017
0.091,0.871,0.017
0.092,0.870,0.017
0.093,0.868,0.016
0.094,0.868,0.016
0.095,0.868,0.016
0.096,0.868,0.016
0.097,0.868,0.016
0.100,0.868,0.015
0.101,0.868,0.015
0.102,0.868,0.014
0.103,0.867,0.014
0.105,0.867,0.014
0.106,0.865,0.014
0.107,0.865,0.014
0.108,0.865,0.013
0.109,0.865,0.013
0.110,0.863,0.013
0.111,0.863,0.013
0.112,0.863,0.013
0.113,0.863,0.013
0.114,0.861,0.013
0.115,0.861,0.013
0.116,0.861,0.012
0.117,0.858,0.012
0.118,0.858,0.012
0.119,0.855,0.012
0.120,0.854,0.012
0.122,0.854,0.012
0.123,0.853,0.011
0.124,0.853,0.011
0.125,0.853,0.011
0.126,0.853,0.011
0.127,0.853,0.011
0.128,0.853,0.011
0.129,0.852,0.011
0.131,0.850,0.011
0.132,0.848,0.011
0.133,0.847,0.011
0.134,0.847,0.011
0.135,0.847,0.011
0.136,0.846,0.010
0.137,0.845,0.010
0.138,0.844,0.010
0.139,0.843,0.010
0.141,0.843,0.010
0.142,0.842,0.010
0.144,0.842,0.010
0.146,0.842,0.010
0.147,0.842,0.009
0.148,0.842,0.009
0.149,0.840,0.009
0.151,0.840,0.009
0.152,0.840,0.009
0.153,0.839,0.009
0.154,0.839,0.009
0.155,0.839,0.009
0.156,0.839,0.009
0.157,0.839,0.009
0.159,0.839,0.009
0.160,0.839,0.008
0.161,0.839,0.008
0.162,0.838,0.008
0.163,0.838,0.008
0.164,0.838,0.008
0.165,0.836,0.008
0.166,0.836,0.008
0.167,0.836,0.008
0.169,0.835,0.008
0.170,0.835,0.008
0.172,0.832,0.008
0.173,0.832,0.007
0.174,0.831,0.007
0.176,0.830,0.007
0.177,0.830,0.007
0.179,0.830,0.007
0.181,0.830,0.007
0.182,0.830,0.007
0.183,0.830,0.007
0.184,0.830,0.007
0.186,0.830,0.007
0.187,0.830,0.007
0.188,0.830,0.007
0.190,0.830,0.007
0.191,0.829,0.007
0.192,0.829,0.007
0.196,0.829,0.007
0.197,0.828,0.007
0.199,0.828,0.007
0.200,0.827,0.007
0.202,0.827,0.006
0.203,0.825,0.006
0.204,0.824,0.006
0.205,0.824,0.006
0.207,0.824,0.006
0.208,0.823,0.006
0.210,0.819,0.006
0.211,0.817,0.006
0.212,0.817,0.006
0.213,0.817,0.006
0.216,0.816,0.006
0.218,0.816,0.006
0.220,0.815,0.006
0.222,0.815,0.006
0.225,0.813,0.006
0.226,0.812,0.006
0.227,0.812,0.006
0.230,0.809,0.006
0.235,0.809,0.006
0.237,0.808,0.005
0.239,0.808,0.005
0.240,0.808,0.005
0.242,0.808,0.005
0.243,0.806,0.005
0.244,0.806,0.005
0.245,0.803,0.005
0.246,0.803,0.005
0.249,0.803,0.005
0.250,0.803,0.005
0.253,0.803,0.005
0.254,0.803,0.005
0.256,0.803,0.005
0.257,0.801,0.005
0.258,0.801,0.005
0.259,0.801,0.005
0.264,0.799,0.005
0.265,0.799,0.005
0.269,0.799,0.005
0.270,0.799,0.005
0.272,0.798,0.005
0.274,0.797,0.005
0.275,0.797,0.004
0.276,0.796,0.004
0.277,0.796,0.004
0.278,0.796,0.004
0.282,0.794,0.004
0.283,0.793,0.004
0.292,0.793,0.004
0.294,0.793,0.004
0.296,0.793,0.004
0.298,0.792,0.004
0.299,0.792,0.004
0.303,0.790,0.004
0.315,0.790,0.004
0.317,0.789,0.004
0.321,0.788,0.004
0.330,0.788,0.003
0.336,0.785,0.003
0.338,0.785,0.003
0.339,0.784,0.003
0.343,0.784,0.003
0.344,0.784,0.003
0.348,0.783,0.003
0.350,0.783,0.003
0.351,0.782,0.003
0.355,0.782,0.003
0.359,0.780,0.003
0.362,0.780,0.003
0.363,0.777,0.003
0.365,0.777,0.003
0.369,0.776,0.003
0.373,0.773,0.003
0.376,0.773,0.003
0.377,0.773,0.003
0.379,0.770,0.003
0.380,0.769,0.003
0.383,0.768,0.003
0.384,0.768,0.003
0.388,0.765,0.003
0.390,0.765,0.003
0.393,0.763,0.003
0.399,0.763,0.003
0.401,0.762,0.003
0.406,0.762,0.003
0.407,0.762,0.003
0.409,0.762,0.003
0.410,0.761,0.003
0.411,0.760,0.003
0.414,0.759,0.003
0.416,0.758,0.003
0.420,0.755,0.003
0.421,0.755,0.002
0.422,0.754,0.002
0.426,0.753,0.002
0.431,0.753,0.002
0.438,0.749,0.002
0.444,0.749,0.002
0.447,0.747,0.002
0.453,0.747,0.002
0.454,0.745,0.002
0.458,0.743,0.002
0.464,0.743,0.002
0.466,0.742,0.002
0.467,0.742,0.002
0.469,0.739,0.002
0.480,0.739,0.002
0.484,0.737,0.002
0.492,0.737,0.002
0.501,0.732,0.002
0.504,0.730,0.002
0.519,0.730,0.002
0.523,0.727,0.002
0.540,0.727,0.002
0.543,0.724,0.002
0.544,0.724,0.002
0.545,0.723,0.002
0.547,0.722,0.002
0.555,0.722,0.002
0.556,0.721,0.002
0.560,0.719,0.002
0.565,0.714,0.002
0.572,0.714,0.002
0.576,0.712,0.002
0.577,0.710,0.002
0.580,0.708,0.002
0.582,0.708,0.002
0.593,0.703,0.002
0.596,0.700,0.002
0.598,0.699,0.002
0.600,0.698,0.002
0.604,0.698,0.002
0.624,0.692,0.002
0.627,0.689,0.002
0.633,0.688,0.002
0.634,0.688,0.002
0.636,0.687,0.001
0.637,0.684,0.001
0.640,0.683,0.001
0.643,0.681,0.001
0.652,0.676,0.001
0.658,0.676,0.001
0.659,0.675,0.001
0.661,0.675,0.001
0.663,0.673,0.001
0.664,0.672,0.001
0.670,0.669,0.001
0.676,0.669,0.001
0.680,0.666,0.001
0.681,0.662,0.001
0.682,0.662,0.001
0.683,0.661,0.001
0.685,0.659,0.001
0.687,0.657,0.001
0.691,0.656,0.001
0.695,0.653,0.001
0.701,0.653,0.001
0.702,0.651,0.001
0.704,0.649,0.001
0.707,0.648,0.001
0.714,0.646,0.001
0.718,0.645,0.001
