threshold,precision,recall
0.003,0.025,1.000
0.007,0.025,1.000
0.009,0.025,1.000
0.011,0.025,1.000
0.012,0.025,1.000
0.013,0.025,1.000
0.014,0.025,1.000
0.015,0.025,1.000
0.016,0.025,1.000
0.017,0.025,1.000
0.018,0.025,1.000
0.019,0.025,1.000
0.020,0.025,1.000
0.021,0.025,1.000
0.022,0.025,1.000
0.023,0.025,0.999
0.024,0.025,0.999
0.025,0.026,0.999
0.026,0.027,0.998
0.027,0.028,0.995
0.028,0.029,0.992
0.029,0.032,0.989
0.030,0.036,0.983
0.031,0.043,0.977
0.032,0.052,0.977
0.033,0.063,0.971
0.034,0.077,0.969
0.035,0.094,0.967
0.036,0.110,0.960
0.037,0.126,0.956
0.038,0.144,0.954
0.039,0.159,0.952
0.040,0.176,0.948
0.041,0.192,0.944
0.042,0.208,0.940
0.043,0.224,0.940
0.044,0.238,0.937
0.045,0.252,0.935
0.046,0.266,0.933
0.047,0.279,0.932
0.048,0.289,0.929
0.049,0.302,0.927
0.050,0.315,0.924
0.051,0.326,0.923
0.052,0.338,0.923
0.053,0.349,0.922
0.054,0.359,0.922
0.055,0.369,0.920
0.056,0.378,0.918
0.057,0.387,0.917
0.058,0.396,0.915
0.059,0.402,0.908
0.060,0.412,0.906
0.061,0.419,0.905
0.062,0.428,0.904
0.063,0.433,0.901
0.064,0.439,0.899
0.065,0.444,0.898
0.066,0.451,0.897
0.067,0.457,0.896
0.068,0.464,0.893
0.069,0.471,0.891
0.070,0.476,0.891
0.071,0.480,0.891
0.072,0.484,0.890
0.073,0.490,0.889
0.074,0.496,0.887
0.075,0.501,0.887
0.076,0.507,0.886
0.077,0.512,0.886
0.078,0.519,0.886
0.079,0.525,0.885
0.080,0.531,0.883
0.081,0.534,0.883
0.082,0.537,0.882
0.083,0.541,0.879
0.084,0.542,0.877
0.085,0.546,0.877
0.086,0.550,0.876
0.087,0.555,0.875
0.088,0.556,0.873
0.089,0.560,0.873
0.090,0.564,0.873
0.091,0.569,0.871
0.092,0.571,0.870
0.093,0.573,0.868
0.094,0.574,0.868
0.095,0.578,0.868
0.096,0.582,0.868
0.097,0.586,0.868
0.098,0.590,0.868
0.099,0.594,0.868
0.100,0.599,0.868
0.101,0.601,0.868
0.102,0.604,0.868
0.103,0.605,0.867
0.104,0.608,0.867
0.105,0.612,0.867
0.106,0.614,0.865
0.107,0.619,0.865
0.108,0.620,0.865
0.109,0.622,0.865
0.110,0.626,0.863
0.111,0.630,0.863
0.112,0.631,0.863
0.113,0.632,0.863
0.114,0.633,0.861
0.115,0.635,0.861
0.116,0.637,0.861
0.117,0.640,0.858
0.118,0.642,0.858
0.119,0.645,0.855
0.120,0.646,0.854
0.121,0.648,0.854
0.122,0.649,0.854
0.123,0.653,0.853
0.124,0.655,0.853
0.125,0.656,0.853
0.126,0.658,0.853
0.127,0.659,0.853
0.128,0.660,0.853
0.129,0.662,0.852
0.130,0.663,0.851
0.131,0.664,0.850
0.132,0.664,0.848
0.133,0.665,0.847
0.134,0.667,0.847
0.135,0.669,0.847
0.136,0.672,0.846
0.137,0.674,0.845
0.138,0.675,0.844
0.139,0.679,0.843
0.140,0.681,0.843
0.141,0.683,0.843
0.142,0.684,0.842
0.143,0.685,0.842
0.144,0.686,0.842
0.145,0.689,0.842
0.146,0.692,0.842
0.147,0.693,0.842
0.148,0.695,0.842
0.149,0.697,0.840
0.151,0.698,0.840
0.152,0.700,0.840
0.153,0.702,0.839
0.154,0.702,0.839
0.155,0.707,0.839
0.156,0.708,0.839
0.157,0.712,0.839
0.159,0.713,0.839
0.160,0.715,0.839
0.161,0.718,0.839
0.162,0.720,0.838
0.163,0.722,0.838
0.164,0.725,0.838
0.165,0.727,0.836
0.166,0.729,0.836
0.167,0.730,0.836
0.169,0.731,0.835
0.170,0.733,0.835
0.171,0.735,0.834
0.172,0.737,0.832
0.173,0.739,0.832
0.174,0.740,0.831
0.176,0.741,0.830
0.177,0.742,0.830
0.179,0.743,0.830
0.181,0.745,0.830
0.182,0.745,0.830
0.183,0.747,0.830
0.184,0.748,0.830
0.186,0.750,0.830
0.187,0.751,0.830
0.188,0.753,0.830
0.190,0.754,0.830
0.191,0.755,0.829
0.192,0.758,0.829
0.193,0.758,0.829
0.196,0.759,0.829
0.197,0.760,0.828
0.199,0.761,0.828
0.200,0.762,0.827
0.201,0.763,0.827
0.202,0.764,0.827
0.203,0.763,0.825
0.204,0.764,0.824
0.205,0.765,0.824
0.206,0.767,0.824
0.207,0.770,0.824
0.208,0.772,0.823
0.210,0.771,0.819
0.211,0.772,0.817
0.212,0.773,0.817
0.213,0.775,0.817
0.216,0.775,0.816
0.218,0.777,0.816
0.220,0.777,0.815
0.221,0.778,0.815
0.222,0.779,0.815
0.225,0.780,0.813
0.226,0.779,0.812
0.227,0.781,0.812
0.229,0.781,0.811
0.230,0.781,0.809
0.231,0.782,0.809
0.232,0.784,0.809
0.233,0.786,0.809
0.235,0.788,0.809
0.237,0.789,0.808
0.239,0.792,0.808
0.240,0.794,0.808
0.242,0.795,0.808
0.243,0.794,0.806
0.244,0.795,0.806
0.245,0.796,0.803
0.246,0.797,0.803
0.247,0.799,0.803
0.249,0.801,0.803
0.250,0.802,0.803
0.252,0.803,0.803
0.253,0.805,0.803
0.254,0.806,0.803
0.256,0.808,0.803
0.257,0.808,0.801
0.258,0.810,0.801
0.259,0.811,0.801
0.262,0.810,0.800
0.264,0.810,0.799
0.265,0.812,0.799
0.269,0.813,0.799
0.270,0.815,0.799
0.272,0.815,0.798
0.274,0.816,0.797
0.275,0.818,0.797
0.276,0.820,0.796
0.277,0.821,0.796
0.278,0.825,0.796
0.282,0.825,0.794
0.283,0.826,0.793
0.285,0.827,0.793
0.286,0.828,0.793
0.287,0.829,0.793
0.288,0.830,0.793
0.291,0.831,0.793
0.292,0.832,0.793
0.293,0.834,0.793
0.294,0.836,0.793
0.296,0.837,0.793
0.298,0.837,0.792
0.299,0.839,0.792
0.302,0.839,0.791
0.303,0.839,0.790
0.305,0.840,0.790
0.307,0.841,0.790
0.311,0.842,0.790
0.312,0.843,0.790
0.315,0.844,0.790
0.317,0.844,0.789
0.321,0.846,0.788
0.322,0.847,0.788
0.323,0.848,0.788
0.324,0.849,0.788
0.328,0.850,0.788
0.329,0.851,0.788
0.330,0.852,0.788
0.335,0.852,0.786
0.336,0.852,0.785
0.337,0.853,0.785
0.338,0.854,0.785
0.339,0.854,0.784
0.343,0.855,0.784
0.344,0.857,0.784
0.348,0.857,0.783
0.349,0.858,0.783
0.350,0.859,0.783
0.351,0.861,0.782
0.355,0.862,0.782
0.357,0.862,0.781
0.359,0.862,0.780
0.360,0.863,0.780
0.362,0.864,0.780
0.363,0.864,0.777
0.365,0.865,0.777
0.369,0.866,0.776
0.370,0.865,0.775
0.371,0.865,0.774
0.373,0.865,0.773
0.376,0.867,0.773
0.377,0.868,0.773
0.378,0.868,0.772
0.379,0.868,0.770
0.380,0.869,0.769
0.383,0.869,0.768
0.384,0.870,0.768
0.385,0.870,0.767
0.386,0.870,0.766
0.388,0.869,0.765
0.390,0.872,0.765
0.393,0.873,0.763
0.397,0.874,0.763
0.398,0.875,0.763
0.399,0.876,0.763
0.401,0.876,0.762
0.402,0.877,0.762
0.403,0.878,0.762
0.406,0.879,0.762
0.407,0.882,0.762
0.409,0.883,0.762
0.410,0.883,0.761
0.411,0.884,0.760
0.414,0.884,0.759
0.416,0.885,0.758
0.417,0.885,0.757
0.420,0.884,0.755
0.421,0.886,0.755
0.422,0.885,0.754
0.426,0.886,0.753
0.427,0.888,0.753
0.430,0.889,0.753
0.431,0.890,0.753
0.432,0.890,0.752
0.434,0.890,0.751
0.436,0.890,0.750
0.438,0.889,0.749
0.439,0.891,0.749
0.444,0.892,0.749
0.447,0.892,0.747
0.453,0.893,0.747
0.454,0.893,0.745
0.456,0.894,0.744
0.458,0.895,0.743
0.464,0.896,0.743
0.466,0.896,0.742
0.467,0.897,0.742
0.468,0.897,0.741
