threshold,iou
0.0000,0.2381
0.0100,0.2381
0.0200,0.2381
0.0300,0.2087
0.0400,0.2296
0.0500,0.2788
0.0600,0.2988
0.0700,0.3072
0.0800,0.3321
0.0900,0.3721
0.1000,0.3874
0.1100,0.3721
0.1200,0.3754
0.1300,0.3877
0.1400,0.3992
0.1500,0.4245
0.1600,0.4176
0.1700,0.4389
0.1800,0.4532
0.1900,0.4633
0.2000,0.4656
0.2100,0.4851
0.2200,0.4854
0.2300,0.5032
0.2400,0.5138
0.2500,0.5019
0.2600,0.5236
0.2700,0.5363
0.2800,0.5607
0.2900,0.5651
0.3000,0.5794
0.3100,0.5890
0.3200,0.5852
0.3300,0.5808
0.3400,0.5853
0.3500,0.5867
0.3600,0.5983
0.3700,0.6082
0.3800,0.6253
0.3900,0.6294
0.4000,0.6210
0.4100,0.6272
0.4200,0.6259
0.4300,0.6329
0.4400,0.6298
0.4500,0.6310
0.4600,0.6223
0.4700,0.6212
0.4800,0.6288
0.4900,0.6380
0.5000,0.6301
0.5100,0.6571
0.5200,0.6815
0.5300,0.6845
0.5400,0.7033
0.5500,0.7129
0.5600,0.7287
0.5700,0.7182
0.5800,0.7254
0.5900,0.7193
0.6000,0.7327
0.6100,0.7261
0.6200,0.7357
0.6300,0.7473
0.6400,0.7503
0.6500,0.7450
0.6600,0.7461
0.6700,0.7461
0.6800,0.7483
0.6900,0.7314
0.7000,0.7301
0.7100,0.7266
0.7200,0.7240
0.7300,0.7158
0.7400,0.7260
0.7500,0.7212
0.7600,0.7048
0.7700,0.6932
0.7800,0.6811
0.7900,0.6769
0.8000,0.6723
0.8100,0.6704
0.8200,0.6576
0.8300,0.6472
0.8400,0.6282
0.8500,0.6114
0.8600,0.5950
0.8700,0.5686
0.8800,0.5417
0.8900,0.5061
0.9000,0.4621
0.9100,0.4176
0.9200,0.3444
0.9300,0.2457
0.9400,0.1702
0.9500,0.1233
0.9600,0.0720
0.9700,0.0427
0.9800,0.0119
0.9900,0.0000
1.0000,0.0000
