threshold,true positive rate,false positive rate
0.012,1.000,1.000
0.013,1.000,1.000
0.015,1.000,1.000
0.016,1.000,1.000
0.017,1.000,1.000
0.018,1.000,0.999
0.019,1.000,0.999
0.020,1.000,0.998
0.021,1.000,0.998
0.022,1.000,0.996
0.023,1.000,0.994
0.024,1.000,0.990
0.025,1.000,0.985
0.026,1.000,0.977
0.027,1.000,0.965
0.028,0.999,0.948
0.029,0.999,0.925
0.030,0.997,0.895
0.031,0.995,0.856
0.032,0.995,0.808
0.033,0.994,0.757
0.034,0.993,0.699
0.035,0.991,0.639
0.036,0.990,0.583
0.037,0.984,0.530
0.038,0.983,0.480
0.039,0.979,0.437
0.040,0.977,0.397
0.041,0.977,0.361
0.042,0.977,0.331
0.043,0.974,0.303
0.044,0.971,0.280
0.045,0.969,0.256
0.046,0.969,0.236
0.047,0.968,0.220
0.048,0.966,0.205
0.049,0.966,0.193
0.050,0.963,0.181
0.051,0.962,0.170
0.052,0.960,0.161
0.053,0.960,0.152
0.054,0.959,0.144
0.055,0.956,0.137
0.056,0.955,0.131
0.057,0.955,0.124
0.058,0.953,0.119
0.059,0.951,0.114
0.060,0.949,0.109
0.061,0.948,0.105
0.062,0.945,0.101
0.063,0.941,0.097
0.064,0.940,0.093
0.065,0.940,0.090
0.066,0.939,0.087
0.067,0.938,0.084
0.068,0.936,0.081
0.069,0.932,0.079
0.070,0.930,0.077
0.071,0.930,0.074
0.072,0.925,0.072
0.073,0.924,0.070
0.074,0.924,0.068
0.075,0.924,0.066
0.076,0.923,0.065
0.077,0.923,0.063
0.078,0.922,0.061
0.079,0.920,0.060
0.080,0.917,0.058
0.081,0.917,0.057
0.082,0.917,0.056
0.083,0.917,0.054
0.084,0.916,0.053
0.085,0.914,0.052
0.086,0.913,0.051
0.087,0.912,0.050
0.088,0.912,0.049
0.089,0.910,0.048
0.090,0.910,0.047
0.091,0.910,0.046
0.092,0.910,0.046
0.093,0.909,0.045
0.094,0.909,0.044
0.095,0.909,0.043
0.096,0.909,0.043
0.097,0.909,0.042
0.098,0.907,0.041
0.099,0.907,0.040
0.100,0.906,0.039
0.101,0.905,0.038
0.102,0.905,0.038
0.103,0.905,0.037
0.104,0.904,0.037
