threshold,precision,recall
0.010,0.025,1.000
0.012,0.025,1.000
0.013,0.025,1.000
0.014,0.025,1.000
0.015,0.025,1.000
0.016,0.025,1.000
0.017,0.025,1.000
0.018,0.025,1.000
0.019,0.025,1.000
0.020,0.025,1.000
0.021,0.025,1.000
0.022,0.025,1.000
0.023,0.025,1.000
0.024,0.025,1.000
0.025,0.026,1.000
0.026,0.026,1.000
0.027,0.027,1.000
0.028,0.028,1.000
0.029,0.030,1.000
0.030,0.032,1.000
0.031,0.034,0.999
0.032,0.038,0.999
0.033,0.042,0.999
0.034,0.046,0.999
0.035,0.051,0.995
0.036,0.057,0.994
0.037,0.063,0.993
0.038,0.070,0.992
0.039,0.077,0.992
0.040,0.084,0.991
0.041,0.092,0.989
0.042,0.100,0.989
0.043,0.107,0.987
0.044,0.115,0.986
0.045,0.122,0.986
0.046,0.130,0.984
0.047,0.137,0.984
0.048,0.144,0.983
0.049,0.151,0.983
0.050,0.158,0.980
0.051,0.164,0.979
0.052,0.170,0.977
0.053,0.176,0.975
0.054,0.180,0.974
0.055,0.188,0.974
0.056,0.194,0.974
0.057,0.201,0.974
0.058,0.207,0.974
0.059,0.212,0.972
0.060,0.218,0.972
0.061,0.223,0.972
0.062,0.228,0.972
0.063,0.234,0.972
0.064,0.238,0.969
0.065,0.243,0.968
0.066,0.248,0.967
0.067,0.251,0.963
0.068,0.256,0.961
0.069,0.260,0.960
0.070,0.265,0.960
0.071,0.270,0.960
0.072,0.274,0.960
0.073,0.280,0.960
0.074,0.283,0.960
0.075,0.287,0.960
0.076,0.291,0.960
0.077,0.295,0.960
0.078,0.298,0.958
0.079,0.301,0.958
0.080,0.304,0.958
0.081,0.308,0.958
0.082,0.313,0.958
0.083,0.316,0.956
0.084,0.319,0.956
0.085,0.322,0.956
0.086,0.326,0.956
0.087,0.330,0.956
0.088,0.333,0.956
0.089,0.335,0.955
0.090,0.338,0.955
0.091,0.341,0.955
0.092,0.345,0.955
0.093,0.347,0.954
0.094,0.350,0.954
0.095,0.352,0.952
0.096,0.355,0.951
0.097,0.359,0.951
0.098,0.362,0.948
0.099,0.363,0.947
0.100,0.367,0.947
0.101,0.369,0.946
0.102,0.371,0.944
0.103,0.374,0.941
0.104,0.377,0.941
0.105,0.379,0.940
0.106,0.382,0.939
0.107,0.384,0.939
0.108,0.387,0.939
0.109,0.390,0.939
0.110,0.392,0.939
0.111,0.394,0.939
0.112,0.397,0.939
0.113,0.400,0.939
0.114,0.402,0.939
0.115,0.405,0.939
0.116,0.406,0.939
0.117,0.408,0.939
0.118,0.411,0.938
0.119,0.416,0.938
0.120,0.419,0.938
0.121,0.423,0.938
0.122,0.425,0.938
0.123,0.428,0.938
0.124,0.429,0.938
0.125,0.433,0.938
0.126,0.435,0.938
0.127,0.437,0.938
0.128,0.439,0.938
0.129,0.442,0.937
0.130,0.446,0.937
0.131,0.448,0.937
0.132,0.450,0.935
0.133,0.452,0.935
0.134,0.454,0.933
0.135,0.456,0.933
0.136,0.460,0.932
0.137,0.461,0.932
0.138,0.463,0.930
0.139,0.465,0.930
0.140,0.466,0.930
0.141,0.468,0.930
0.142,0.470,0.930
0.143,0.473,0.930
0.144,0.476,0.930
0.145,0.478,0.930
0.146,0.481,0.930
0.147,0.485,0.930
0.148,0.487,0.930
0.149,0.489,0.930
0.150,0.490,0.930
0.151,0.491,0.928
0.152,0.492,0.927
0.153,0.494,0.927
0.154,0.497,0.927
0.155,0.498,0.925
0.156,0.500,0.925
0.157,0.501,0.924
0.158,0.502,0.924
0.159,0.504,0.924
0.160,0.505,0.924
0.161,0.506,0.924
0.162,0.507,0.924
0.163,0.508,0.924
0.164,0.509,0.924
0.165,0.510,0.924
0.166,0.513,0.924
0.167,0.514,0.923
0.168,0.517,0.923
0.169,0.518,0.923
0.170,0.520,0.923
0.171,0.520,0.923
0.172,0.523,0.922
0.173,0.524,0.922
0.174,0.526,0.921
0.175,0.527,0.921
0.176,0.528,0.918
0.177,0.531,0.918
0.178,0.533,0.918
0.179,0.535,0.918
0.180,0.536,0.917
0.181,0.538,0.917
0.182,0.540,0.917
0.183,0.542,0.917
0.184,0.543,0.917
0.185,0.543,0.916
0.186,0.545,0.916
0.187,0.548,0.916
0.188,0.549,0.915
0.189,0.549,0.915
0.190,0.550,0.915
0.191,0.552,0.914
0.192,0.555,0.914
0.193,0.556,0.914
0.194,0.558,0.914
0.195,0.560,0.914
0.196,0.561,0.914
0.197,0.562,0.914
0.198,0.564,0.914
0.199,0.567,0.914
0.200,0.568,0.914
0.201,0.569,0.913
0.202,0.570,0.913
0.203,0.571,0.913
0.204,0.572,0.913
0.205,0.572,0.913
0.206,0.576,0.913
0.207,0.577,0.912
0.209,0.578,0.912
0.210,0.579,0.912
0.211,0.582,0.912
0.212,0.582,0.910
0.213,0.584,0.910
0.214,0.585,0.910
0.215,0.588,0.910
0.216,0.590,0.910
0.217,0.590,0.910
0.218,0.591,0.910
0.219,0.593,0.910
0.220,0.595,0.910
0.221,0.596,0.910
0.222,0.597,0.909
0.223,0.599,0.909
0.224,0.601,0.909
0.225,0.601,0.909
0.226,0.603,0.909
0.227,0.604,0.909
0.228,0.605,0.909
0.229,0.607,0.909
0.230,0.607,0.908
0.231,0.608,0.908
0.233,0.608,0.908
0.234,0.611,0.907
0.235,0.612,0.907
0.236,0.613,0.907
0.238,0.615,0.907
0.239,0.616,0.906
0.240,0.617,0.905
0.241,0.618,0.905
0.242,0.621,0.904
0.243,0.622,0.904
0.244,0.625,0.904
0.245,0.626,0.904
0.247,0.626,0.902
0.248,0.627,0.902
0.249,0.627,0.902
0.251,0.629,0.902
0.252,0.632,0.902
0.253,0.634,0.902
0.254,0.634,0.901
0.255,0.634,0.900
0.256,0.636,0.900
0.257,0.637,0.899
0.258,0.638,0.898
0.261,0.640,0.898
0.262,0.642,0.898
0.264,0.643,0.898
0.265,0.644,0.898
0.266,0.646,0.898
0.267,0.647,0.898
0.268,0.648,0.898
0.269,0.651,0.898
0.270,0.651,0.898
0.271,0.652,0.898
0.272,0.655,0.898
0.273,0.655,0.898
0.274,0.658,0.898
0.275,0.659,0.898
0.276,0.659,0.898
0.277,0.660,0.898
0.278,0.662,0.898
0.279,0.663,0.898
0.280,0.664,0.898
0.282,0.664,0.898
0.283,0.666,0.898
0.284,0.667,0.898
0.285,0.668,0.898
0.286,0.669,0.898
0.287,0.670,0.898
0.288,0.671,0.898
0.289,0.672,0.898
0.290,0.672,0.897
0.291,0.672,0.896
0.292,0.674,0.896
