threshold,true positive rate,false positive rate
0.010,1.000,1.000
0.013,1.000,1.000
0.014,1.000,1.000
0.015,1.000,1.000
0.016,1.000,0.999
0.017,1.000,0.999
0.018,1.000,0.998
0.019,1.000,0.997
0.020,1.000,0.995
0.021,1.000,0.992
0.022,1.000,0.988
0.023,1.000,0.982
0.024,1.000,0.972
0.025,1.000,0.959
0.026,1.000,0.938
0.027,1.000,0.911
0.028,1.000,0.877
0.029,1.000,0.830
0.030,1.000,0.774
0.031,0.999,0.710
0.032,0.999,0.646
0.033,0.999,0.584
0.034,0.999,0.522
0.035,0.995,0.465
0.036,0.994,0.417
0.037,0.993,0.372
0.038,0.992,0.334
0.039,0.992,0.301
0.040,0.991,0.273
0.041,0.989,0.246
0.042,0.989,0.225
0.043,0.987,0.208
0.044,0.986,0.193
0.045,0.986,0.180
0.046,0.984,0.168
0.047,0.984,0.157
0.048,0.983,0.148
0.049,0.983,0.140
0.050,0.980,0.133
0.051,0.979,0.127
0.052,0.977,0.121
0.053,0.975,0.116
0.054,0.974,0.112
0.055,0.974,0.107
0.056,0.974,0.103
0.057,0.974,0.098
0.058,0.974,0.095
0.059,0.972,0.092
0.060,0.972,0.089
0.061,0.972,0.086
0.063,0.972,0.081
0.064,0.969,0.079
0.065,0.968,0.077
0.066,0.967,0.074
0.067,0.963,0.073
0.068,0.961,0.071
0.069,0.960,0.069
0.071,0.960,0.066
0.072,0.960,0.064
0.073,0.960,0.063
0.074,0.960,0.062
0.075,0.960,0.061
0.076,0.960,0.059
0.077,0.960,0.058
0.078,0.958,0.057
0.079,0.958,0.056
0.080,0.958,0.056
0.081,0.958,0.055
0.082,0.958,0.053
0.083,0.956,0.053
0.084,0.956,0.052
0.085,0.956,0.051
0.086,0.956,0.050
0.087,0.956,0.049
0.088,0.956,0.049
0.089,0.955,0.048
0.090,0.955,0.047
0.091,0.955,0.047
0.092,0.955,0.046
0.093,0.954,0.046
0.094,0.954,0.045
0.095,0.952,0.044
0.096,0.951,0.044
0.097,0.951,0.043
0.098,0.948,0.042
0.099,0.947,0.042
0.100,0.947,0.041
0.101,0.946,0.041
0.102,0.944,0.041
0.103,0.941,0.040
0.104,0.941,0.040
0.105,0.940,0.039
0.106,0.939,0.039
0.107,0.939,0.038
0.108,0.939,0.038
0.109,0.939,0.037
0.110,0.939,0.037
0.111,0.939,0.037
0.112,0.939,0.036
0.113,0.939,0.036
0.114,0.939,0.035
0.115,0.939,0.035
0.116,0.939,0.035
0.117,0.939,0.035
0.118,0.938,0.034
0.119,0.938,0.033
0.120,0.938,0.033
0.121,0.938,0.032
0.122,0.938,0.032
0.123,0.938,0.032
0.124,0.938,0.032
0.125,0.938,0.031
0.126,0.938,0.031
0.127,0.938,0.031
0.128,0.938,0.030
0.129,0.937,0.030
0.130,0.937,0.030
0.131,0.937,0.029
0.132,0.935,0.029
0.133,0.935,0.029
0.134,0.933,0.028
0.135,0.933,0.028
0.136,0.932,0.028
0.137,0.932,0.028
0.138,0.930,0.027
0.139,0.930,0.027
0.140,0.930,0.027
0.142,0.930,0.027
0.144,0.930,0.026
0.145,0.930,0.026
0.146,0.930,0.025
0.147,0.930,0.025
0.148,0.930,0.025
0.149,0.930,0.025
0.150,0.930,0.025
0.151,0.928,0.024
0.152,0.927,0.024
0.153,0.927,0.024
0.154,0.927,0.024
0.155,0.925,0.024
0.156,0.925,0.024
0.157,0.924,0.023
0.158,0.924,0.023
0.159,0.924,0.023
0.160,0.924,0.023
0.161,0.924,0.023
0.163,0.924,0.023
0.164,0.924,0.023
0.165,0.924,0.022
0.166,0.924,0.022
0.167,0.923,0.022
0.168,0.923,0.022
0.169,0.923,0.022
0.170,0.923,0.022
0.171,0.923,0.022
0.172,0.922,0.021
0.173,0.922,0.021
0.174,0.921,0.021
0.175,0.921,0.021
0.176,0.918,0.021
0.177,0.918,0.021
0.178,0.918,0.020
0.179,0.918,0.020
0.180,0.917,0.020
0.181,0.917,0.020
0.182,0.917,0.020
0.183,0.917,0.020
0.184,0.917,0.020
0.185,0.916,0.020
0.186,0.916,0.019
0.187,0.916,0.019
0.188,0.915,0.019
0.189,0.915,0.019
0.190,0.915,0.019
0.191,0.914,0.019
0.192,0.914,0.019
0.193,0.914,0.019
0.194,0.914,0.018
0.195,0.914,0.018
0.197,0.914,0.018
0.198,0.914,0.018
0.199,0.914,0.018
0.200,0.914,0.018
0.201,0.913,0.018
0.203,0.913,0.017
0.204,0.913,0.017
0.205,0.913,0.017
0.206,0.913,0.017
0.207,0.912,0.017
0.209,0.912,0.017
0.210,0.912,0.017
0.211,0.912,0.017
0.212,0.910,0.017
0.213,0.910,0.016
0.214,0.910,0.016
0.215,0.910,0.016
0.216,0.910,0.016
0.217,0.910,0.016
0.218,0.910,0.016
0.219,0.910,0.016
0.220,0.910,0.016
0.221,0.910,0.016
0.222,0.909,0.016
0.223,0.909,0.015
0.224,0.909,0.015
0.225,0.909,0.015
0.227,0.909,0.015
0.228,0.909,0.015
0.229,0.909,0.015
0.230,0.908,0.015
0.231,0.908,0.015
0.233,0.908,0.015
0.234,0.907,0.015
0.236,0.907,0.015
0.238,0.907,0.014
0.239,0.906,0.014
0.240,0.905,0.014
0.241,0.905,0.014
0.242,0.904,0.014
0.243,0.904,0.014
0.244,0.904,0.014
0.245,0.904,0.014
0.247,0.902,0.014
0.249,0.902,0.014
0.251,0.902,0.014
0.252,0.902,0.013
0.253,0.902,0.013
0.254,0.901,0.013
0.255,0.900,0.013
0.256,0.900,0.013
0.257,0.899,0.013
0.258,0.898,0.013
0.261,0.898,0.013
0.262,0.898,0.013
0.265,0.898,0.013
0.266,0.898,0.013
0.267,0.898,0.012
0.268,0.898,0.012
0.269,0.898,0.012
0.270,0.898,0.012
0.271,0.898,0.012
0.272,0.898,0.012
0.273,0.898,0.012
0.274,0.898,0.012
0.275,0.898,0.012
0.276,0.898,0.012
0.277,0.898,0.012
0.278,0.898,0.012
0.279,0.898,0.012
0.280,0.898,0.012
0.282,0.898,0.012
0.283,0.898,0.011
0.284,0.898,0.011
0.288,0.898,0.011
0.289,0.898,0.011
0.290,0.897,0.011
0.291,0.896,0.011
0.292,0.896,0.011
0.293,0.894,0.011
0.294,0.894,0.011
0.295,0.894,0.011
0.296,0.894,0.011
0.297,0.894,0.011
0.298,0.893,0.011
0.299,0.892,0.011
0.301,0.890,0.011
0.302,0.889,0.011
0.303,0.887,0.010
0.308,0.887,0.010
0.309,0.886,0.010
0.310,0.885,0.010
0.311,0.885,0.010
0.312,0.885,0.010
0.313,0.885,0.010
0.315,0.885,0.010
0.317,0.885,0.010
0.318,0.884,0.010
0.319,0.884,0.010
0.321,0.883,0.010
0.323,0.883,0.010
0.324,0.883,0.010
0.327,0.883,0.010
0.328,0.882,0.010
0.331,0.882,0.009
0.332,0.882,0.009
0.333,0.882,0.009
0.334,0.881,0.009
0.337,0.881,0.009
0.338,0.878,0.009
0.339,0.878,0.009
0.341,0.876,0.009
0.342,0.876,0.009
0.343,0.875,0.009
0.344,0.875,0.009
0.345,0.874,0.009
0.346,0.874,0.009
0.348,0.874,0.009
0.352,0.874,0.009
0.355,0.874,0.008
0.358,0.874,0.008
0.359,0.874,0.008
0.363,0.871,0.008
0.364,0.870,0.008
0.367,0.870,0.008
0.368,0.870,0.008
0.370,0.868,0.008
0.371,0.867,0.008
0.372,0.867,0.008
0.373,0.867,0.008
0.377,0.867,0.008
0.378,0.867,0.008
0.381,0.867,0.008
0.383,0.866,0.008
0.385,0.866,0.008
0.387,0.865,0.008
0.388,0.865,0.007
0.389,0.865,0.007
0.390,0.865,0.007
0.392,0.865,0.007
0.393,0.863,0.007
0.394,0.863,0.007
0.395,0.862,0.007
0.396,0.862,0.007
0.397,0.862,0.007
0.398,0.861,0.007
