threshold,iou
0.0000,0.2381
0.0100,0.2381
0.0200,0.2423
0.0300,0.2149
0.0400,0.2518
0.0500,0.2753
0.0600,0.2888
0.0700,0.3110
0.0800,0.3387
0.0900,0.3710
0.1000,0.3724
0.1100,0.3882
0.1200,0.3767
0.1300,0.4097
0.1400,0.4367
0.1500,0.4312
0.1600,0.4499
0.1700,0.4620
0.1800,0.4702
0.1900,0.4801
0.2000,0.4912
0.2100,0.5019
0.2200,0.5019
0.2300,0.5133
0.2400,0.5168
0.2500,0.5245
0.2600,0.5225
0.2700,0.5361
0.2800,0.5410
0.2900,0.5513
0.3000,0.5415
0.3100,0.5536
0.3200,0.5529
0.3300,0.5672
0.3400,0.5599
0.3500,0.5614
0.3600,0.5780
0.3700,0.5819
0.3800,0.5904
0.3900,0.5917
0.4000,0.6019
0.4100,0.6068
0.4200,0.6166
0.4300,0.6357
0.4400,0.6279
0.4500,0.6328
0.4600,0.6304
0.4700,0.6272
0.4800,0.6362
0.4900,0.6332
0.5000,0.6456
0.5100,0.6659
0.5200,0.6680
0.5300,0.6734
0.5400,0.6756
0.5500,0.6829
0.5600,0.6861
0.5700,0.6658
0.5800,0.6997
0.5900,0.7076
0.6000,0.7021
0.6100,0.7023
0.6200,0.6961
0.6300,0.6938
0.6400,0.6902
0.6500,0.7043
0.6600,0.7129
0.6700,0.7166
0.6800,0.7236
0.6900,0.7244
0.7000,0.7251
0.7100,0.7243
0.7200,0.7338
0.7300,0.7283
0.7400,0.7158
0.7500,0.7179
0.7600,0.7014
0.7700,0.7050
0.7800,0.7049
0.7900,0.6997
0.8000,0.6959
0.8100,0.6868
0.8200,0.6793
0.8300,0.6768
0.8400,0.6715
0.8500,0.6485
0.8600,0.6321
0.8700,0.6194
0.8800,0.6050
0.8900,0.5783
0.9000,0.5522
0.9100,0.5032
0.9200,0.4373
0.9300,0.3720
0.9400,0.2932
0.9500,0.1925
0.9600,0.1271
0.9700,0.0573
0.9800,0.0234
0.9900,0.0021
1.0000,0.0000
