threshold,iou
0.0000,0.2381
0.0100,0.0933
0.0200,0.1051
0.0300,0.4851
0.0400,0.5905
0.0500,0.6149
0.0600,0.6543
0.0700,0.6709
0.0800,0.6819
0.0900,0.6835
0.1000,0.6914
0.1100,0.7019
0.1200,0.7205
0.1300,0.7288
0.1400,0.7262
0.1500,0.7338
0.1600,0.7360
0.1700,0.7356
0.1800,0.7453
0.1900,0.7490
0.2000,0.7546
0.2100,0.7520
0.2200,0.7493
0.2300,0.7577
0.2400,0.7552
0.2500,0.7535
0.2600,0.7482
0.2700,0.7490
0.2800,0.7486
0.2900,0.7467
0.3000,0.7481
0.3100,0.7519
0.3200,0.7492
0.3300,0.7485
0.3400,0.7479
0.3500,0.7487
0.3600,0.7466
0.3700,0.7476
0.3800,0.7486
0.3900,0.7471
0.4000,0.7447
0.4100,0.7426
0.4200,0.7375
0.4300,0.7364
0.4400,0.7370
0.4500,0.7357
0.4600,0.7342
0.4700,0.7350
0.4800,0.7315
0.4900,0.7294
0.5000,0.7300
0.5100,0.7280
0.5200,0.7280
0.5300,0.7266
0.5400,0.7228
0.5500,0.7256
0.5600,0.7182
0.5700,0.7173
0.5800,0.7173
0.5900,0.7166
0.6000,0.7108
0.6100,0.7146
0.6200,0.7134
0.6300,0.7108
0.6400,0.7120
0.6500,0.7117
0.6600,0.7112
0.6700,0.7097
0.6800,0.7056
0.6900,0.7039
0.7000,0.6974
0.7100,0.6933
0.7200,0.6788
0.7300,0.6709
0.7400,0.6564
0.7500,0.6406
0.7600,0.6063
0.7700,0.5748
0.7800,0.5212
0.7900,0.4574
0.8000,0.4108
0.8100,0.3840
0.8200,0.3676
0.8300,0.3641
0.8400,0.3621
0.8500,0.3569
0.8600,0.3506
0.8700,0.3463
0.8800,0.3394
0.8900,0.3346
0.9000,0.3252
0.9100,0.3170
0.9200,0.3016
0.9300,0.2641
0.9400,0.2187
0.9500,0.1828
0.9600,0.0993
0.9700,0.0344
0.9800,0.0112
0.9900,0.0000
1.0000,0.0000
