threshold,iou
0.0000,0.2381
0.0100,0.2381
0.0200,0.2299
0.0300,0.1889
0.0400,0.2294
0.0500,0.2787
0.0600,0.2868
0.0700,0.2999
0.0800,0.3318
0.0900,0.3420
0.1000,0.3382
0.1100,0.3626
0.1200,0.3692
0.1300,0.3793
0.1400,0.3926
0.1500,0.3928
0.1600,0.4045
0.1700,0.4160
0.1800,0.4075
0.1900,0.4146
0.2000,0.4280
0.2100,0.4522
0.2200,0.4474
0.2300,0.4667
0.2400,0.4769
0.2500,0.4771
0.2600,0.4697
0.2700,0.4919
0.2800,0.5093
0.2900,0.5325
0.3000,0.5570
0.3100,0.5604
0.3200,0.5694
0.3300,0.5763
0.3400,0.5882
0.3500,0.5947
0.3600,0.5811
0.3700,0.5991
0.3800,0.6078
0.3900,0.6169
0.4000,0.6205
0.4100,0.6341
0.4200,0.6571
0.4300,0.6614
0.4400,0.6549
0.4500,0.6512
0.4600,0.6542
0.4700,0.6614
0.4800,0.6744
0.4900,0.6775
0.5000,0.6865
0.5100,0.6882
0.5200,0.6915
0.5300,0.7114
0.5400,0.7061
0.5500,0.7025
0.5600,0.6920
0.5700,0.7200
0.5800,0.7350
0.5900,0.7376
0.6000,0.7331
0.6100,0.7408
0.6200,0.7532
0.6300,0.7591
0.6400,0.7531
0.6500,0.7577
0.6600,0.7537
0.6700,0.7419
0.6800,0.7503
0.6900,0.7492
0.7000,0.7402
0.7100,0.7510
0.7200,0.7520
0.7300,0.7522
0.7400,0.7465
0.7500,0.7534
0.7600,0.7489
0.7700,0.7361
0.7800,0.7361
0.7900,0.7267
0.8000,0.7298
0.8100,0.7301
0.8200,0.7159
0.8300,0.7269
0.8400,0.7218
0.8500,0.7081
0.8600,0.6936
0.8700,0.6787
0.8800,0.6400
0.8900,0.6302
0.9000,0.6018
0.9100,0.5700
0.9200,0.5332
0.9300,0.4483
0.9400,0.3428
0.9500,0.2360
0.9600,0.1339
0.9700,0.0763
0.9800,0.0381
0.9900,0.0000
1.0000,0.0000
