threshold,iou
0.0000,0.2381
0.0100,0.0995
0.0200,0.0991
0.0300,0.2731
0.0400,0.4346
0.0500,0.5669
0.0600,0.6179
0.0700,0.6430
0.0800,0.6581
0.0900,0.6926
0.1000,0.6975
0.1100,0.7061
0.1200,0.7207
0.1300,0.7255
0.1400,0.7221
0.1500,0.7208
0.1600,0.7182
0.1700,0.7136
0.1800,0.7145
0.1900,0.7209
0.2000,0.7233
0.2100,0.7139
0.2200,0.7124
0.2300,0.7108
0.2400,0.7094
0.2500,0.7053
0.2600,0.7018
0.2700,0.7018
0.2800,0.7028
0.2900,0.7035
0.3000,0.7035
0.3100,0.7035
0.3200,0.7028
0.3300,0.7038
0.3400,0.6996
0.3500,0.6991
0.3600,0.6982
0.3700,0.6996
0.3800,0.7001
0.3900,0.7007
0.4000,0.6991
0.4100,0.6954
0.4200,0.6942
0.4300,0.6913
0.4400,0.6899
0.4500,0.6888
0.4600,0.6834
0.4700,0.6853
0.4800,0.6853
0.4900,0.6846
0.5000,0.6854
0.5100,0.6854
0.5200,0.6764
0.5300,0.6747
0.5400,0.6707
0.5500,0.6707
0.5600,0.6712
0.5700,0.6723
0.5800,0.6673
0.5900,0.6637
0.6000,0.6653
0.6100,0.6642
0.6200,0.6642
0.6300,0.6598
0.6400,0.6554
0.6500,0.6553
0.6600,0.6496
0.6700,0.6474
0.6800,0.6428
0.6900,0.6415
0.7000,0.6393
0.7100,0.6319
0.7200,0.6265
0.7300,0.6127
0.7400,0.6037
0.7500,0.6006
0.7600,0.5859
0.7700,0.5612
0.7800,0.5132
0.7900,0.4854
0.8000,0.4628
0.8100,0.4472
0.8200,0.4421
0.8300,0.4319
0.8400,0.4205
0.8500,0.4183
0.8600,0.4093
0.8700,0.3986
0.8800,0.3936
0.8900,0.3825
0.9000,0.3688
0.9100,0.3510
0.9200,0.3392
0.9300,0.3070
0.9400,0.2618
0.9500,0.1994
0.9600,0.1035
0.9700,0.0254
0.9800,0.0000
0.9900,0.0000
1.0000,0.0000
