threshold,iou
0.0000,0.2381
0.0100,0.2381
0.0200,0.2363
0.0300,0.1943
0.0400,0.2653
0.0500,0.2725
0.0600,0.2679
0.0700,0.2852
0.0800,0.2895
0.0900,0.2906
0.1000,0.2917
0.1100,0.2865
0.1200,0.2881
0.1300,0.2960
0.1400,0.3016
0.1500,0.3035
0.1600,0.3054
0.1700,0.3034
0.1800,0.3042
0.1900,0.3110
0.2000,0.3165
0.2100,0.3205
0.2200,0.3223
0.2300,0.3276
0.2400,0.3381
0.2500,0.3454
0.2600,0.3478
0.2700,0.3446
0.2800,0.3514
0.2900,0.3524
0.3000,0.3526
0.3100,0.3506
0.3200,0.3520
0.3300,0.3536
0.3400,0.3542
0.3500,0.3545
0.3600,0.3575
0.3700,0.3574
0.3800,0.3525
0.3900,0.3625
0.4000,0.3725
0.4100,0.3931
0.4200,0.4031
0.4300,0.4067
0.4400,0.3944
0.4500,0.4012
0.4600,0.4026
0.4700,0.4045
0.4800,0.3965
0.4900,0.4090
0.5000,0.4049
0.5100,0.4091
0.5200,0.4102
0.5300,0.4087
0.5400,0.4117
0.5500,0.4164
0.5600,0.4266
0.5700,0.3958
0.5800,0.4394
0.5900,0.4701
0.6000,0.4902
0.6100,0.5058
0.6200,0.5071
0.6300,0.5038
0.6400,0.5109
0.6500,0.5116
0.6600,0.5170
0.6700,0.5200
0.6800,0.5220
0.6900,0.5198
0.7000,0.5216
0.7100,0.5011
0.7200,0.5129
0.7300,0.5016
0.7400,0.4980
0.7500,0.4989
0.7600,0.5149
0.7700,0.5746
0.7800,0.6007
0.7900,0.6312
0.8000,0.6377
0.8100,0.6435
0.8200,0.6321
0.8300,0.6161
0.8400,0.6026
0.8500,0.5838
0.8600,0.5585
0.8700,0.5511
0.8800,0.5086
0.8900,0.4495
0.9000,0.3870
0.9100,0.3332
0.9200,0.2579
0.9300,0.2074
0.9400,0.1668
0.9500,0.1013
0.9600,0.0560
0.9700,0.0199
0.9800,0.0029
0.9900,0.0000
1.0000,0.0000
