precision,recall
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.026,1.000
0.027,1.000
0.028,1.000
0.029,1.000
0.031,1.000
0.033,1.000
0.036,1.000
0.040,0.999
0.043,0.998
0.048,0.997
0.052,0.997
0.058,0.997
0.063,0.994
0.069,0.994
0.074,0.992
0.080,0.991
0.086,0.991
0.092,0.991
0.098,0.991
0.104,0.991
0.110,0.991
0.116,0.991
0.122,0.989
0.128,0.989
0.133,0.987
0.139,0.987
0.145,0.987
0.151,0.987
0.156,0.987
0.162,0.987
0.167,0.986
0.173,0.986
0.178,0.985
0.183,0.985
0.187,0.985
0.192,0.985
0.198,0.984
0.202,0.984
0.208,0.984
0.212,0.984
0.217,0.983
0.221,0.983
0.226,0.983
0.230,0.982
0.234,0.982
0.240,0.980
0.244,0.979
0.249,0.979
0.253,0.979
0.258,0.979
0.261,0.979
0.265,0.978
0.269,0.978
0.274,0.978
0.278,0.978
0.283,0.978
0.285,0.977
0.290,0.975
0.293,0.974
0.297,0.972
0.301,0.971
0.304,0.970
0.308,0.970
0.312,0.969
0.316,0.969
0.318,0.969
0.321,0.969
0.324,0.969
0.328,0.969
0.330,0.967
0.333,0.966
0.336,0.963
0.339,0.963
0.342,0.963
0.345,0.963
0.348,0.963
0.351,0.963
0.353,0.962
0.356,0.962
0.359,0.961
0.363,0.961
0.366,0.960
0.368,0.959
0.371,0.958
0.374,0.958
0.376,0.958
0.378,0.958
0.380,0.958
0.385,0.958
0.388,0.958
0.391,0.958
0.394,0.956
0.396,0.956
0.400,0.956
0.402,0.956
0.405,0.956
0.408,0.956
0.412,0.956
0.413,0.955
0.416,0.955
0.418,0.955
0.422,0.955
0.423,0.955
0.426,0.955
0.427,0.954
0.429,0.954
0.432,0.954
0.434,0.953
0.435,0.952
0.437,0.951
0.439,0.951
0.441,0.951
0.442,0.949
0.445,0.949
0.449,0.949
0.452,0.949
0.454,0.949
0.457,0.949
0.458,0.948
0.461,0.948
0.464,0.948
0.466,0.948
0.469,0.948
0.473,0.948
0.474,0.947
0.476,0.947
0.479,0.947
0.482,0.946
0.484,0.946
0.486,0.945
0.489,0.945
0.492,0.944
0.494,0.944
0.496,0.944
0.498,0.944
0.500,0.944
0.502,0.944
0.504,0.944
0.507,0.944
0.509,0.944
0.512,0.944
0.513,0.944
0.517,0.944
0.518,0.944
0.520,0.944
0.521,0.943
0.522,0.943
0.523,0.943
0.525,0.943
0.525,0.941
0.528,0.941
0.529,0.940
0.530,0.940
0.533,0.940
0.535,0.940
0.538,0.940
0.540,0.940
0.541,0.940
0.543,0.940
0.544,0.940
0.545,0.940
0.547,0.940
0.548,0.940
0.550,0.940
0.551,0.940
0.554,0.940
0.556,0.940
0.558,0.940
0.561,0.940
0.563,0.940
0.565,0.940
0.567,0.940
0.568,0.940
0.569,0.939
0.570,0.939
0.571,0.939
0.573,0.939
0.574,0.939
0.576,0.939
0.579,0.939
0.581,0.937
0.583,0.937
0.585,0.937
0.585,0.936
0.588,0.936
