threshold,precision,recall
0.017,0.025,1.000
0.018,0.025,1.000
0.019,0.025,1.000
0.020,0.025,1.000
0.021,0.025,1.000
0.022,0.025,1.000
0.023,0.025,1.000
0.024,0.025,1.000
0.025,0.025,1.000
0.026,0.025,1.000
0.027,0.026,1.000
0.028,0.027,1.000
0.029,0.028,1.000
0.030,0.029,1.000
0.031,0.031,1.000
0.032,0.033,1.000
0.033,0.036,1.000
0.034,0.040,0.999
0.035,0.043,0.998
0.036,0.048,0.997
0.037,0.052,0.997
0.038,0.058,0.997
0.039,0.063,0.994
0.040,0.069,0.994
0.041,0.074,0.992
0.042,0.080,0.991
0.043,0.086,0.991
0.044,0.092,0.991
0.045,0.098,0.991
0.046,0.104,0.991
0.047,0.110,0.991
0.048,0.116,0.991
0.049,0.122,0.989
0.050,0.128,0.989
0.051,0.133,0.987
0.052,0.139,0.987
0.053,0.145,0.987
0.054,0.151,0.987
0.055,0.156,0.987
0.056,0.162,0.987
0.057,0.167,0.986
0.058,0.173,0.986
0.059,0.178,0.985
0.060,0.183,0.985
0.061,0.187,0.985
0.062,0.192,0.985
0.063,0.198,0.984
0.064,0.202,0.984
0.065,0.208,0.984
0.066,0.212,0.984
0.067,0.217,0.983
0.068,0.221,0.983
0.069,0.226,0.983
0.070,0.230,0.982
0.071,0.234,0.982
0.072,0.240,0.980
0.073,0.244,0.979
0.074,0.249,0.979
0.075,0.253,0.979
0.076,0.258,0.979
0.077,0.261,0.979
0.078,0.265,0.978
0.079,0.269,0.978
0.080,0.274,0.978
0.081,0.278,0.978
0.082,0.283,0.978
0.083,0.285,0.977
0.084,0.290,0.975
0.085,0.293,0.974
0.086,0.297,0.972
0.087,0.301,0.971
0.088,0.304,0.970
0.089,0.308,0.970
0.090,0.312,0.969
0.091,0.316,0.969
0.092,0.318,0.969
0.093,0.321,0.969
0.094,0.324,0.969
0.095,0.328,0.969
0.096,0.330,0.967
0.097,0.333,0.966
0.098,0.336,0.963
0.099,0.339,0.963
0.100,0.342,0.963
0.101,0.345,0.963
0.102,0.348,0.963
0.103,0.351,0.963
0.104,0.353,0.962
0.105,0.356,0.962
0.106,0.359,0.961
0.107,0.363,0.961
0.108,0.366,0.960
0.109,0.368,0.959
0.110,0.371,0.958
0.111,0.374,0.958
0.112,0.376,0.958
0.113,0.378,0.958
0.114,0.380,0.958
0.115,0.385,0.958
0.116,0.388,0.958
0.117,0.391,0.958
0.118,0.394,0.956
0.119,0.396,0.956
0.120,0.400,0.956
0.121,0.402,0.956
0.122,0.405,0.956
0.123,0.408,0.956
0.124,0.412,0.956
0.125,0.413,0.955
0.126,0.416,0.955
0.127,0.418,0.955
0.128,0.422,0.955
0.129,0.423,0.955
0.130,0.426,0.955
0.131,0.427,0.954
0.132,0.429,0.954
0.133,0.432,0.954
0.134,0.434,0.953
0.135,0.435,0.952
0.136,0.437,0.951
0.137,0.439,0.951
0.138,0.441,0.951
0.139,0.442,0.949
0.140,0.445,0.949
0.141,0.449,0.949
0.142,0.452,0.949
0.143,0.454,0.949
0.144,0.457,0.949
0.145,0.458,0.948
0.146,0.461,0.948
0.147,0.464,0.948
0.148,0.466,0.948
0.149,0.469,0.948
0.150,0.473,0.948
0.151,0.474,0.947
0.152,0.476,0.947
0.153,0.479,0.947
0.154,0.482,0.946
0.155,0.484,0.946
0.156,0.486,0.945
0.157,0.489,0.945
0.158,0.492,0.944
0.159,0.494,0.944
0.160,0.496,0.944
0.161,0.498,0.944
0.162,0.500,0.944
0.163,0.502,0.944
0.164,0.504,0.944
0.165,0.507,0.944
0.166,0.509,0.944
0.167,0.512,0.944
0.168,0.513,0.944
0.169,0.517,0.944
0.170,0.518,0.944
0.171,0.520,0.944
0.172,0.521,0.943
0.173,0.522,0.943
0.174,0.523,0.943
0.175,0.525,0.943
0.176,0.525,0.941
0.177,0.528,0.941
