threshold,true positive rate,false positive rate
0.017,1.000,1.000
0.019,1.000,1.000
0.020,1.000,1.000
0.021,1.000,0.999
0.022,1.000,0.998
0.023,1.000,0.997
0.024,1.000,0.994
0.025,1.000,0.987
0.026,1.000,0.975
0.027,1.000,0.957
0.028,1.000,0.931
0.029,1.000,0.895
0.030,1.000,0.851
0.031,1.000,0.800
0.032,1.000,0.741
0.033,1.000,0.678
0.034,0.999,0.616
0.035,0.998,0.559
0.036,0.997,0.507
0.037,0.997,0.457
0.038,0.997,0.414
0.039,0.994,0.374
0.040,0.994,0.342
0.041,0.992,0.314
0.042,0.991,0.288
0.043,0.991,0.268
0.044,0.991,0.249
0.045,0.991,0.232
0.046,0.991,0.218
0.047,0.991,0.204
0.048,0.991,0.192
0.049,0.989,0.181
0.050,0.989,0.171
0.051,0.987,0.163
0.052,0.987,0.155
0.053,0.987,0.148
0.054,0.987,0.141
0.055,0.987,0.135
0.056,0.987,0.130
0.057,0.986,0.125
0.058,0.986,0.120
0.059,0.985,0.116
0.060,0.985,0.112
0.061,0.985,0.108
0.062,0.985,0.105
0.063,0.984,0.101
0.064,0.984,0.098
0.065,0.984,0.095
0.066,0.984,0.093
0.067,0.983,0.090
0.068,0.983,0.088
0.069,0.983,0.086
0.070,0.982,0.083
0.071,0.982,0.081
0.072,0.980,0.079
0.073,0.979,0.077
0.074,0.979,0.075
0.075,0.979,0.073
0.076,0.979,0.072
0.077,0.979,0.071
0.078,0.978,0.069
0.079,0.978,0.067
0.080,0.978,0.066
0.081,0.978,0.065
0.082,0.978,0.063
0.083,0.977,0.062
0.084,0.975,0.061
0.085,0.974,0.060
0.086,0.972,0.058
0.087,0.971,0.057
0.088,0.970,0.056
0.089,0.970,0.055
0.090,0.969,0.054
0.091,0.969,0.053
0.092,0.969,0.053
0.094,0.969,0.051
0.095,0.969,0.050
0.096,0.967,0.050
0.097,0.966,0.049
0.098,0.963,0.048
0.099,0.963,0.048
0.100,0.963,0.047
0.101,0.963,0.046
0.103,0.963,0.045
0.104,0.962,0.045
0.105,0.962,0.044
0.106,0.961,0.044
0.107,0.961,0.043
0.108,0.960,0.042
0.109,0.959,0.042
0.110,0.958,0.041
0.111,0.958,0.041
0.112,0.958,0.040
0.113,0.958,0.040
0.114,0.958,0.040
0.115,0.958,0.039
0.116,0.958,0.038
0.117,0.958,0.038
0.118,0.956,0.037
0.119,0.956,0.037
0.120,0.956,0.036
0.121,0.956,0.036
0.123,0.956,0.035
0.124,0.956,0.035
0.125,0.955,0.034
0.126,0.955,0.034
0.127,0.955,0.034
0.128,0.955,0.033
0.129,0.955,0.033
0.130,0.955,0.033
0.131,0.954,0.032
0.132,0.954,0.032
0.133,0.954,0.032
0.134,0.953,0.032
0.135,0.952,0.031
0.136,0.951,0.031
0.137,0.951,0.031
0.138,0.951,0.031
0.139,0.949,0.030
0.140,0.949,0.030
0.141,0.949,0.030
0.142,0.949,0.029
0.143,0.949,0.029
0.144,0.949,0.029
0.145,0.948,0.029
0.146,0.948,0.028
0.147,0.948,0.028
0.148,0.948,0.028
0.149,0.948,0.027
0.150,0.948,0.027
0.151,0.947,0.027
0.152,0.947,0.026
0.153,0.947,0.026
0.154,0.946,0.026
0.155,0.946,0.026
0.156,0.945,0.025
0.157,0.945,0.025
0.158,0.944,0.025
0.160,0.944,0.024
0.161,0.944,0.024
0.162,0.944,0.024
0.163,0.944,0.024
0.164,0.944,0.024
0.165,0.944,0.023
0.166,0.944,0.023
0.167,0.944,0.023
0.168,0.944,0.023
0.169,0.944,0.022
0.170,0.944,0.022
0.171,0.944,0.022
0.172,0.943,0.022
0.173,0.943,0.022
0.174,0.943,0.022
0.175,0.943,0.022
0.176,0.941,0.022
0.177,0.941,0.021
0.178,0.940,0.021
0.179,0.940,0.021
0.180,0.940,0.021
0.181,0.940,0.021
0.182,0.940,0.020
0.183,0.940,0.020
0.184,0.940,0.020
0.185,0.940,0.020
0.186,0.940,0.020
0.189,0.940,0.020
0.190,0.940,0.020
0.191,0.940,0.019
0.192,0.940,0.019
0.193,0.940,0.019
0.194,0.940,0.019
0.195,0.940,0.019
0.196,0.940,0.019
0.198,0.940,0.018
0.199,0.940,0.018
0.200,0.939,0.018
0.201,0.939,0.018
0.204,0.939,0.018
0.205,0.939,0.018
0.206,0.939,0.017
0.207,0.937,0.017
0.208,0.937,0.017
0.209,0.937,0.017
0.210,0.936,0.017
0.211,0.936,0.017
0.212,0.935,0.017
0.213,0.935,0.016
0.214,0.935,0.016
