threshold,iou
0.0000,0.2381
0.0100,0.2381
0.0200,0.2382
0.0300,0.2234
0.0400,0.2633
0.0500,0.2894
0.0600,0.2915
0.0700,0.3186
0.0800,0.3483
0.0900,0.3709
0.1000,0.4147
0.1100,0.4003
0.1200,0.4079
0.1300,0.4461
0.1400,0.4769
0.1500,0.4723
0.1600,0.4804
0.1700,0.4835
0.1800,0.4829
0.1900,0.5039
0.2000,0.5097
0.2100,0.5260
0.2200,0.5380
0.2300,0.5443
0.2400,0.5553
0.2500,0.5514
0.2600,0.5745
0.2700,0.5863
0.2800,0.5985
0.2900,0.5999
0.3000,0.6087
0.3100,0.6021
0.3200,0.6185
0.3300,0.6163
0.3400,0.6359
0.3500,0.6554
0.3600,0.6682
0.3700,0.6643
0.3800,0.6693
0.3900,0.6725
0.4000,0.6653
0.4100,0.6785
0.4200,0.6916
0.4300,0.6841
0.4400,0.7065
0.4500,0.7293
0.4600,0.7319
0.4700,0.7360
0.4800,0.7356
0.4900,0.7323
0.5000,0.7419
0.5100,0.7464
0.5200,0.7488
0.5300,0.7520
0.5400,0.7596
0.5500,0.7732
0.5600,0.7804
0.5700,0.7814
0.5800,0.7897
0.5900,0.7965
0.6000,0.7932
0.6100,0.7985
0.6200,0.7912
0.6300,0.7847
0.6400,0.7909
0.6500,0.7774
0.6600,0.7720
0.6700,0.7705
0.6800,0.7663
0.6900,0.7714
0.7000,0.7564
0.7100,0.7530
0.7200,0.7470
0.7300,0.7430
0.7400,0.7466
0.7500,0.7261
0.7600,0.7265
0.7700,0.7108
0.7800,0.7058
0.7900,0.6932
0.8000,0.6899
0.8100,0.6900
0.8200,0.6845
0.8300,0.6763
0.8400,0.6695
0.8500,0.6553
0.8600,0.6427
0.8700,0.6308
0.8800,0.6080
0.8900,0.5962
0.9000,0.5809
0.9100,0.5356
0.9200,0.5019
0.9300,0.4230
0.9400,0.3364
0.9500,0.2427
0.9600,0.1393
0.9700,0.0568
0.9800,0.0246
0.9900,0.0017
1.0000,0.0000
