precision,recall
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,0.999
0.025,0.998
0.026,0.998
0.026,0.998
0.026,0.998
0.027,0.998
0.028,0.997
0.029,0.995
0.031,0.992
0.033,0.992
0.035,0.990
0.037,0.989
0.040,0.987
0.044,0.986
0.048,0.986
0.053,0.986
0.058,0.985
0.063,0.985
0.068,0.984
0.074,0.982
0.080,0.982
0.087,0.982
0.093,0.982
0.099,0.982
0.106,0.979
0.112,0.979
0.119,0.979
0.125,0.978
0.131,0.977
0.137,0.976
0.143,0.976
0.148,0.972
0.154,0.971
0.160,0.970
0.165,0.970
0.171,0.970
0.177,0.969
0.181,0.968
0.187,0.968
0.191,0.967
0.197,0.967
0.201,0.966
0.206,0.966
0.211,0.966
0.214,0.966
0.219,0.964
0.223,0.963
0.228,0.963
0.232,0.963
0.235,0.963
0.239,0.962
0.244,0.961
0.247,0.960
0.252,0.959
0.256,0.958
0.260,0.956
0.264,0.956
0.268,0.955
0.271,0.953
0.274,0.953
0.277,0.953
0.279,0.952
0.283,0.952
0.287,0.952
0.290,0.951
0.294,0.949
0.297,0.949
0.301,0.949
0.304,0.949
0.308,0.949
0.311,0.949
0.314,0.949
0.316,0.949
0.320,0.948
0.325,0.948
0.328,0.948
0.331,0.948
0.336,0.946
0.339,0.946
0.341,0.946
0.345,0.945
0.347,0.944
0.350,0.944
0.352,0.944
0.355,0.944
0.358,0.943
0.362,0.943
0.364,0.941
0.368,0.941
0.370,0.941
0.375,0.941
0.378,0.941
0.379,0.941
0.383,0.941
0.385,0.941
0.387,0.939
0.389,0.939
0.392,0.939
0.395,0.939
0.397,0.939
0.400,0.938
0.402,0.937
0.405,0.937
0.408,0.937
0.410,0.935
0.413,0.935
0.416,0.935
0.418,0.933
0.419,0.931
0.422,0.931
0.424,0.929
0.426,0.929
0.428,0.929
0.430,0.929
0.432,0.928
0.433,0.928
0.437,0.928
0.439,0.928
0.441,0.927
0.445,0.927
0.448,0.927
0.451,0.925
0.453,0.925
0.456,0.925
0.458,0.923
0.460,0.922
0.461,0.922
0.463,0.922
0.465,0.922
0.467,0.922
0.470,0.922
0.474,0.922
0.475,0.922
0.478,0.918
0.480,0.917
0.482,0.916
0.484,0.916
0.485,0.915
0.488,0.915
0.489,0.914
0.491,0.912
0.493,0.912
0.497,0.912
0.499,0.910
0.502,0.910
0.504,0.909
0.505,0.909
0.507,0.909
0.509,0.909
0.511,0.909
0.512,0.908
0.514,0.907
0.515,0.906
0.516,0.906
0.517,0.905
0.519,0.905
0.521,0.905
0.523,0.905
0.523,0.904
0.525,0.904
0.527,0.904
0.529,0.902
0.531,0.902
0.533,0.902
0.534,0.901
0.535,0.900
0.536,0.900
0.537,0.900
0.540,0.899
0.542,0.898
0.543,0.897
0.544,0.897
0.545,0.897
0.546,0.897
0.547,0.897
0.548,0.897
0.550,0.897
0.552,0.897
0.552,0.896
0.553,0.896
0.554,0.896
0.556,0.893
0.558,0.893
0.561,0.892
0.562,0.891
