threshold,true positive rate,false positive rate
0.016,1.000,1.000
0.017,1.000,1.000
0.018,1.000,1.000
0.019,1.000,1.000
0.020,1.000,0.999
0.021,1.000,0.999
0.022,1.000,0.998
0.023,1.000,0.996
0.024,1.000,0.993
0.025,1.000,0.990
0.026,0.999,0.984
0.027,0.998,0.977
0.028,0.998,0.966
0.029,0.998,0.953
0.030,0.998,0.933
0.031,0.998,0.908
0.032,0.997,0.877
0.033,0.995,0.838
0.034,0.992,0.797
0.035,0.992,0.747
0.036,0.990,0.695
0.037,0.989,0.644
0.038,0.987,0.594
0.039,0.986,0.543
0.040,0.986,0.494
0.041,0.986,0.451
0.042,0.985,0.408
0.043,0.985,0.374
0.044,0.984,0.342
0.045,0.982,0.313
0.046,0.982,0.286
0.047,0.982,0.263
0.048,0.982,0.244
0.049,0.982,0.226
0.050,0.979,0.211
0.051,0.979,0.197
0.052,0.979,0.185
0.053,0.978,0.174
0.054,0.977,0.164
0.055,0.976,0.156
0.056,0.976,0.148
0.057,0.972,0.142
0.058,0.971,0.135
0.059,0.970,0.129
0.060,0.970,0.125
0.061,0.970,0.120
0.062,0.969,0.115
0.063,0.968,0.111
0.064,0.968,0.107
0.065,0.967,0.104
0.066,0.967,0.100
0.067,0.966,0.097
0.068,0.966,0.094
0.069,0.966,0.092
0.070,0.966,0.090
0.071,0.964,0.088
0.072,0.963,0.085
0.073,0.963,0.083
0.074,0.963,0.081
0.075,0.963,0.079
0.076,0.962,0.078
0.077,0.961,0.076
0.078,0.960,0.074
0.079,0.959,0.072
0.080,0.958,0.071
0.081,0.956,0.069
0.082,0.956,0.068
0.083,0.955,0.066
0.084,0.953,0.065
0.085,0.953,0.064
0.086,0.953,0.063
0.087,0.952,0.062
0.088,0.952,0.061
0.089,0.952,0.060
0.090,0.951,0.059
0.091,0.949,0.058
0.092,0.949,0.057
0.093,0.949,0.056
0.095,0.949,0.054
0.096,0.949,0.053
0.097,0.949,0.053
0.098,0.949,0.052
0.099,0.948,0.051
0.100,0.948,0.050
0.101,0.948,0.049
0.102,0.948,0.049
0.103,0.946,0.048
0.104,0.946,0.047
0.105,0.946,0.046
0.106,0.945,0.046
0.107,0.944,0.045
0.108,0.944,0.045
0.109,0.944,0.044
0.110,0.944,0.043
0.111,0.943,0.043
0.112,0.943,0.042
0.113,0.941,0.042
0.114,0.941,0.041
0.115,0.941,0.041
0.116,0.941,0.040
0.117,0.941,0.039
0.118,0.941,0.039
0.119,0.941,0.038
0.120,0.941,0.038
0.121,0.939,0.038
0.122,0.939,0.037
0.123,0.939,0.037
0.124,0.939,0.037
0.125,0.939,0.036
0.126,0.938,0.036
0.127,0.937,0.035
0.128,0.937,0.035
0.129,0.937,0.035
0.130,0.935,0.034
0.132,0.935,0.033
0.133,0.933,0.033
0.134,0.931,0.033
0.135,0.931,0.032
0.136,0.929,0.032
0.137,0.929,0.032
0.138,0.929,0.032
0.139,0.929,0.031
0.140,0.928,0.031
0.141,0.928,0.031
0.142,0.928,0.030
0.143,0.928,0.030
0.144,0.927,0.030
0.145,0.927,0.029
0.146,0.927,0.029
0.147,0.925,0.029
0.148,0.925,0.028
0.149,0.925,0.028
0.150,0.923,0.028
0.151,0.922,0.027
0.152,0.922,0.027
0.154,0.922,0.027
0.155,0.922,0.027
0.156,0.922,0.026
0.157,0.922,0.026
0.158,0.922,0.026
0.159,0.918,0.025
0.160,0.917,0.025
0.161,0.916,0.025
0.162,0.916,0.025
0.163,0.915,0.025
0.164,0.915,0.024
0.165,0.914,0.024
0.166,0.912,0.024
0.167,0.912,0.024
0.168,0.912,0.023
0.169,0.910,0.023
0.170,0.910,0.023
0.171,0.909,0.023
0.172,0.909,0.023
0.174,0.909,0.022
0.175,0.909,0.022
0.176,0.908,0.022
0.177,0.907,0.022
0.178,0.906,0.022
