threshold,precision,recall
0.014,0.025,1.000
0.015,0.025,1.000
0.016,0.025,1.000
0.017,0.025,1.000
0.018,0.025,1.000
0.019,0.025,1.000
0.020,0.025,1.000
0.021,0.025,1.000
0.022,0.025,1.000
0.023,0.025,1.000
0.024,0.025,1.000
0.025,0.025,1.000
0.026,0.026,1.000
0.027,0.026,0.999
0.028,0.027,0.999
0.029,0.028,0.999
0.030,0.029,0.999
0.031,0.030,0.998
0.032,0.032,0.997
0.033,0.034,0.995
0.034,0.037,0.995
0.035,0.040,0.994
0.036,0.043,0.994
0.037,0.047,0.994
0.038,0.051,0.993
0.039,0.056,0.993
0.040,0.061,0.992
0.041,0.065,0.989
0.042,0.071,0.987
0.043,0.076,0.985
0.044,0.082,0.985
0.045,0.087,0.984
0.046,0.093,0.984
0.047,0.099,0.983
0.048,0.106,0.983
0.049,0.112,0.982
0.050,0.118,0.980
0.051,0.124,0.979
0.052,0.130,0.979
0.053,0.136,0.977
0.054,0.142,0.977
0.055,0.148,0.976
0.056,0.154,0.976
0.057,0.159,0.975
0.058,0.165,0.974
0.059,0.170,0.974
0.060,0.175,0.974
0.061,0.181,0.972
0.062,0.188,0.972
0.063,0.192,0.971
0.064,0.198,0.971
0.065,0.203,0.970
0.066,0.209,0.970
0.067,0.214,0.970
0.068,0.219,0.969
0.069,0.224,0.969
0.070,0.229,0.969
0.071,0.234,0.968
0.072,0.240,0.968
0.073,0.245,0.968
0.074,0.249,0.967
0.075,0.253,0.966
0.076,0.259,0.966
0.077,0.263,0.964
0.078,0.267,0.964
0.079,0.272,0.963
0.080,0.277,0.963
0.081,0.282,0.963
0.082,0.286,0.962
0.083,0.290,0.962
0.084,0.293,0.962
0.085,0.297,0.961
0.086,0.301,0.961
0.087,0.306,0.961
0.088,0.310,0.961
0.089,0.316,0.961
0.090,0.319,0.961
0.091,0.322,0.960
0.092,0.325,0.960
0.093,0.328,0.960
0.094,0.331,0.959
0.095,0.335,0.959
0.096,0.337,0.958
0.097,0.340,0.958
0.098,0.343,0.956
0.099,0.346,0.955
0.100,0.350,0.955
0.101,0.353,0.955
0.102,0.356,0.955
0.103,0.358,0.955
0.104,0.362,0.955
0.105,0.365,0.955
0.106,0.367,0.954
0.107,0.370,0.954
0.108,0.373,0.954
0.109,0.376,0.954
0.110,0.380,0.954
0.111,0.382,0.953
0.112,0.385,0.953
0.113,0.387,0.952
0.114,0.391,0.952
0.115,0.394,0.952
0.116,0.397,0.952
0.117,0.400,0.952
0.118,0.405,0.952
0.119,0.408,0.952
0.120,0.411,0.952
0.121,0.413,0.951
0.122,0.416,0.951
0.123,0.420,0.951
0.124,0.424,0.951
0.125,0.427,0.949
0.126,0.429,0.949
0.127,0.432,0.949
0.128,0.434,0.949
0.129,0.437,0.948
0.130,0.440,0.947
0.131,0.442,0.947
0.132,0.443,0.947
0.133,0.446,0.947
0.134,0.448,0.946
0.135,0.451,0.946
0.136,0.453,0.946
0.137,0.455,0.946
0.138,0.458,0.946
0.139,0.462,0.946
0.140,0.464,0.946
0.141,0.466,0.946
0.142,0.468,0.945
0.143,0.469,0.945
0.144,0.472,0.945
0.145,0.474,0.945
0.146,0.478,0.944
0.147,0.480,0.943
0.148,0.483,0.943
0.149,0.485,0.943
0.150,0.486,0.941
0.151,0.487,0.939
0.152,0.490,0.939
0.153,0.492,0.939
0.154,0.495,0.938
0.155,0.495,0.937
0.156,0.497,0.937
0.157,0.499,0.937
0.158,0.502,0.937
0.159,0.503,0.937
0.160,0.504,0.937
0.161,0.506,0.937
0.162,0.508,0.937
0.163,0.509,0.936
0.164,0.512,0.936
0.165,0.515,0.935
0.166,0.517,0.935
0.167,0.518,0.935
0.168,0.519,0.935
0.169,0.521,0.935
0.170,0.524,0.935
0.171,0.526,0.932
0.172,0.529,0.932
0.173,0.531,0.931
0.174,0.533,0.931
0.175,0.535,0.930
0.176,0.538,0.930
0.177,0.539,0.930
0.178,0.541,0.929
0.179,0.544,0.928
0.180,0.545,0.927
0.181,0.547,0.925
0.182,0.548,0.924
0.183,0.550,0.924
0.184,0.552,0.924
0.185,0.554,0.924
0.186,0.555,0.924
0.187,0.557,0.924
0.188,0.558,0.924
0.189,0.562,0.924
0.190,0.563,0.924
0.191,0.565,0.924
0.192,0.567,0.924
