threshold,precision,recall
0.013,0.025,1.000
0.014,0.025,1.000
0.015,0.025,1.000
0.016,0.025,1.000
0.017,0.025,1.000
0.018,0.025,1.000
0.019,0.025,1.000
0.020,0.025,1.000
0.021,0.025,1.000
0.022,0.025,1.000
0.023,0.025,1.000
0.024,0.025,1.000
0.025,0.025,1.000
0.026,0.026,1.000
0.027,0.027,1.000
0.028,0.028,1.000
0.029,0.030,0.999
0.030,0.032,0.999
0.031,0.035,0.999
0.032,0.038,0.998
0.033,0.043,0.997
0.034,0.048,0.995
0.035,0.054,0.994
0.036,0.060,0.994
0.037,0.066,0.992
0.038,0.074,0.992
0.039,0.081,0.991
0.040,0.090,0.991
0.041,0.097,0.989
0.042,0.105,0.989
0.043,0.112,0.989
0.044,0.121,0.987
0.045,0.128,0.986
0.046,0.136,0.986
0.047,0.143,0.984
0.048,0.150,0.983
0.049,0.157,0.980
0.050,0.164,0.979
0.051,0.171,0.979
0.052,0.178,0.979
0.053,0.184,0.977
0.054,0.190,0.976
0.055,0.196,0.975
0.056,0.203,0.975
0.057,0.209,0.974
0.058,0.215,0.974
0.059,0.220,0.974
0.060,0.225,0.974
0.061,0.232,0.974
0.062,0.238,0.972
0.063,0.244,0.971
0.064,0.249,0.971
0.065,0.253,0.971
0.066,0.258,0.971
0.067,0.262,0.971
0.068,0.267,0.970
0.069,0.270,0.969
0.070,0.275,0.969
0.071,0.279,0.969
0.072,0.284,0.969
0.073,0.289,0.969
0.074,0.293,0.968
0.075,0.298,0.968
0.076,0.302,0.968
0.077,0.306,0.968
0.078,0.311,0.968
0.079,0.314,0.967
0.080,0.318,0.967
0.081,0.322,0.967
0.082,0.325,0.964
0.083,0.329,0.964
0.084,0.333,0.963
0.085,0.338,0.962
0.086,0.343,0.962
0.087,0.346,0.962
0.088,0.348,0.962
0.089,0.350,0.962
0.090,0.353,0.962
0.091,0.356,0.962
0.092,0.360,0.962
0.093,0.362,0.962
0.094,0.364,0.962
0.095,0.367,0.962
0.096,0.369,0.961
0.097,0.372,0.961
0.098,0.376,0.960
0.099,0.377,0.960
0.100,0.380,0.960
0.101,0.382,0.960
0.102,0.384,0.959
0.103,0.387,0.958
0.104,0.390,0.956
0.105,0.392,0.956
0.106,0.394,0.956
0.107,0.395,0.954
0.108,0.399,0.954
0.109,0.400,0.954
0.110,0.402,0.954
0.111,0.405,0.954
0.112,0.408,0.954
0.113,0.410,0.954
0.114,0.412,0.954
0.115,0.416,0.954
0.116,0.418,0.953
0.117,0.422,0.953
0.118,0.424,0.953
0.119,0.427,0.953
0.120,0.429,0.951
0.121,0.431,0.948
0.122,0.433,0.947
0.123,0.435,0.947
0.124,0.436,0.945
0.125,0.438,0.944
0.126,0.440,0.944
0.127,0.443,0.944
0.128,0.445,0.944
0.129,0.448,0.943
0.130,0.451,0.941
0.131,0.453,0.941
0.132,0.454,0.941
0.133,0.456,0.941
0.134,0.458,0.941
0.135,0.460,0.941
0.136,0.462,0.940
0.137,0.463,0.940
0.138,0.465,0.940
0.139,0.468,0.940
0.140,0.468,0.939
0.141,0.470,0.939
0.142,0.471,0.937
0.143,0.472,0.936
0.144,0.475,0.936
0.145,0.478,0.936
0.146,0.479,0.936
0.147,0.482,0.935
0.148,0.485,0.935
0.149,0.486,0.935
0.150,0.487,0.935
0.151,0.488,0.935
0.152,0.490,0.933
0.153,0.491,0.933
0.154,0.493,0.933
0.155,0.495,0.933
0.156,0.496,0.933
0.157,0.498,0.933
0.158,0.500,0.933
0.159,0.503,0.932
0.160,0.506,0.932
0.161,0.507,0.932
0.162,0.509,0.932
0.163,0.511,0.931
0.164,0.513,0.931
0.165,0.514,0.931
0.166,0.516,0.930
0.167,0.517,0.929
0.168,0.520,0.929
0.169,0.520,0.928
0.170,0.521,0.928
0.171,0.523,0.928
0.172,0.524,0.928
0.173,0.525,0.928
0.174,0.527,0.928
0.175,0.531,0.928
0.176,0.532,0.927
0.177,0.533,0.927
0.178,0.536,0.927
0.179,0.537,0.927
0.180,0.538,0.927
0.181,0.540,0.927
0.182,0.541,0.927
0.183,0.543,0.927
0.184,0.544,0.925
0.185,0.545,0.925
0.186,0.547,0.925
0.187,0.549,0.925
0.188,0.552,0.925
0.189,0.553,0.924
0.190,0.553,0.924
0.191,0.554,0.924
0.192,0.556,0.923
0.193,0.558,0.923
0.194,0.559,0.923
0.195,0.559,0.922
0.196,0.560,0.922
0.197,0.561,0.922
0.198,0.563,0.922
0.199,0.565,0.922
0.200,0.565,0.920
0.201,0.567,0.920
0.202,0.569,0.920
0.203,0.570,0.920
0.204,0.571,0.920
0.205,0.572,0.920
0.206,0.573,0.920
0.207,0.574,0.920
0.208,0.575,0.920
