roc_recall,one_minus_fpr,roc_precision
0.000,1.000,1.000
0.010,1.000,1.000
0.020,1.000,1.000
0.030,1.000,1.000
0.040,1.000,1.000
0.050,1.000,1.000
0.060,1.000,1.000
0.070,1.000,1.000
0.080,1.000,1.000
0.090,1.000,1.000
0.100,1.000,1.000
0.110,1.000,0.998
0.120,1.000,0.990
0.130,1.000,0.990
0.140,1.000,0.991
0.150,1.000,0.992
0.160,1.000,0.992
0.170,1.000,0.992
0.180,1.000,0.993
0.190,1.000,0.993
0.200,1.000,0.993
0.210,1.000,0.994
0.220,1.000,0.994
0.230,1.000,0.993
0.240,1.000,0.991
0.250,1.000,0.989
0.260,1.000,0.990
0.270,1.000,0.990
0.280,1.000,0.990
0.290,1.000,0.991
0.300,1.000,0.991
0.310,1.000,0.991
0.320,1.000,0.992
0.330,1.000,0.992
0.340,1.000,0.990
0.350,1.000,0.989
0.360,1.000,0.989
0.370,1.000,0.986
0.380,1.000,0.987
0.390,1.000,0.987
0.400,1.000,0.985
0.410,1.000,0.985
0.420,1.000,0.985
0.430,1.000,0.986
0.440,1.000,0.986
0.450,1.000,0.983
0.460,1.000,0.984
0.470,1.000,0.984
0.480,1.000,0.985
0.490,1.000,0.985
0.500,1.000,0.983
0.510,1.000,0.981
0.520,1.000,0.981
0.530,1.000,0.981
0.540,1.000,0.980
0.550,1.000,0.980
0.560,1.000,0.977
0.570,1.000,0.977
0.580,0.999,0.975
0.590,0.999,0.974
0.600,0.999,0.972
0.610,0.999,0.969
0.620,0.999,0.967
0.630,0.999,0.966
0.640,0.999,0.960
0.650,0.999,0.960
0.660,0.999,0.958
0.670,0.999,0.955
0.680,0.999,0.949
0.690,0.999,0.948
0.700,0.999,0.941
0.710,0.998,0.939
0.720,0.998,0.940
0.730,0.998,0.937
0.740,0.998,0.935
0.750,0.998,0.925
0.760,0.997,0.921
0.770,0.997,0.916
0.780,0.996,0.903
0.790,0.996,0.895
0.800,0.995,0.881
0.810,0.995,0.865
0.820,0.994,0.846
0.830,0.993,0.835
0.840,0.991,0.812
0.850,0.989,0.792
0.860,0.987,0.771
0.870,0.986,0.752
0.880,0.983,0.720
0.890,0.977,0.674
0.900,0.970,0.642
0.910,0.964,0.616
0.920,0.955,0.593
0.930,0.945,0.577
0.940,0.923,0.555
0.950,0.888,0.537
0.960,0.801,0.515
0.970,0.714,0.506
0.980,0.639,0.501
0.990,0.264,0.483
1.000,0.132,0.241
1.010,0.000,0.000
