precision,recall
0.025,1.000
0.025,1.000
0.025,1.000
0.026,1.000
0.028,0.999
0.031,0.992
0.033,0.990
0.037,0.989
0.040,0.986
0.044,0.985
0.047,0.984
0.051,0.984
0.054,0.982
0.058,0.982
0.062,0.982
0.066,0.979
0.070,0.977
0.074,0.975
0.079,0.970
0.084,0.968
0.089,0.967
0.095,0.967
0.100,0.964
0.105,0.963
0.111,0.959
0.117,0.958
0.123,0.958
0.129,0.956
0.136,0.955
0.143,0.954
0.150,0.954
0.157,0.953
0.165,0.953
0.171,0.952
0.178,0.949
0.186,0.948
0.192,0.947
0.198,0.947
0.203,0.945
0.210,0.945
0.217,0.944
0.223,0.943
0.228,0.941
0.235,0.940
0.240,0.938
0.244,0.938
0.249,0.937
0.255,0.936
0.260,0.933
0.264,0.933
0.267,0.932
0.271,0.932
0.276,0.932
0.279,0.932
0.283,0.932
0.287,0.932
0.290,0.931
0.294,0.930
0.297,0.930
0.300,0.930
0.303,0.929
0.306,0.925
0.309,0.925
0.312,0.924
0.316,0.924
0.320,0.924
0.323,0.922
0.325,0.921
0.328,0.921
0.332,0.921
0.334,0.921
0.337,0.921
0.339,0.921
0.341,0.917
0.346,0.917
0.348,0.916
0.350,0.916
0.353,0.915
0.355,0.915
0.358,0.915
0.362,0.915
0.364,0.915
0.367,0.915
0.371,0.914
0.373,0.914
0.376,0.914
0.378,0.914
0.381,0.912
0.386,0.912
0.389,0.910
0.391,0.910
0.393,0.909
0.396,0.909
0.398,0.908
0.400,0.908
0.402,0.908
0.403,0.908
0.404,0.907
0.407,0.906
0.410,0.906
0.411,0.905
0.414,0.905
0.415,0.904
0.417,0.902
0.420,0.902
0.423,0.902
0.425,0.902
0.426,0.901
0.428,0.901
0.430,0.901
0.432,0.901
0.433,0.900
0.435,0.899
0.435,0.899
0.439,0.899
0.441,0.898
0.443,0.898
0.445,0.898
0.447,0.898
0.450,0.897
0.451,0.896
0.453,0.896
0.456,0.896
0.459,0.896
0.461,0.896
0.462,0.894
0.465,0.894
0.466,0.894
0.468,0.893
0.470,0.893
0.472,0.892
0.475,0.892
0.477,0.892
0.478,0.891
0.481,0.891
0.483,0.891
0.484,0.891
0.488,0.891
0.489,0.889
0.492,0.889
0.495,0.889
0.496,0.887
0.499,0.887
0.500,0.887
0.502,0.887
0.503,0.886
0.504,0.884
0.506,0.884
0.507,0.884
0.509,0.883
0.511,0.883
0.513,0.883
0.515,0.883
0.516,0.883
0.518,0.883
0.519,0.883
0.521,0.882
0.521,0.882
0.524,0.882
0.527,0.882
0.531,0.882
0.533,0.882
0.535,0.882
0.538,0.882
0.540,0.882
0.541,0.881
0.544,0.881
0.545,0.881
0.547,0.881
0.549,0.881
0.550,0.881
0.553,0.881
0.555,0.881
0.556,0.881
0.557,0.881
0.558,0.881
0.560,0.881
0.561,0.881
0.561,0.879
0.562,0.879
0.565,0.879
0.567,0.879
0.569,0.879
0.570,0.879
0.572,0.879
0.572,0.878
0.575,0.877
0.576,0.877
0.577,0.877
0.577,0.875
0.579,0.874
0.580,0.874
0.581,0.874
0.582,0.874
0.584,0.874
