threshold,precision,recall
0.018,0.025,1.000
0.019,0.025,1.000
0.020,0.025,1.000
0.021,0.026,1.000
0.022,0.028,0.999
0.023,0.031,0.992
0.024,0.033,0.990
0.025,0.037,0.989
0.026,0.040,0.986
0.027,0.044,0.985
0.028,0.047,0.984
0.029,0.051,0.984
0.030,0.054,0.982
0.031,0.058,0.982
0.032,0.062,0.982
0.033,0.066,0.979
0.034,0.070,0.977
0.035,0.074,0.975
0.036,0.079,0.970
0.037,0.084,0.968
0.038,0.089,0.967
0.039,0.095,0.967
0.040,0.100,0.964
0.041,0.105,0.963
0.042,0.111,0.959
0.043,0.117,0.958
0.044,0.123,0.958
0.045,0.129,0.956
0.046,0.136,0.955
0.047,0.143,0.954
0.048,0.150,0.954
0.049,0.157,0.953
0.050,0.165,0.953
0.051,0.171,0.952
0.052,0.178,0.949
0.053,0.186,0.948
0.054,0.192,0.947
0.055,0.198,0.947
0.056,0.203,0.945
0.057,0.210,0.945
0.058,0.217,0.944
0.059,0.223,0.943
0.060,0.228,0.941
0.061,0.235,0.940
0.062,0.240,0.938
0.063,0.244,0.938
0.064,0.249,0.937
0.065,0.255,0.936
0.066,0.260,0.933
0.067,0.264,0.933
0.068,0.267,0.932
0.069,0.271,0.932
0.070,0.276,0.932
0.071,0.279,0.932
0.072,0.283,0.932
0.073,0.287,0.932
0.074,0.290,0.931
0.075,0.294,0.930
0.076,0.297,0.930
0.077,0.300,0.930
0.078,0.303,0.929
0.079,0.306,0.925
0.080,0.309,0.925
0.081,0.312,0.924
0.082,0.316,0.924
0.083,0.320,0.924
0.084,0.323,0.922
0.085,0.325,0.921
0.086,0.328,0.921
0.087,0.332,0.921
0.088,0.334,0.921
0.089,0.337,0.921
0.090,0.339,0.921
0.091,0.341,0.917
0.092,0.346,0.917
0.093,0.348,0.916
0.094,0.350,0.916
0.095,0.353,0.915
0.096,0.355,0.915
0.097,0.358,0.915
0.098,0.362,0.915
0.099,0.364,0.915
0.100,0.367,0.915
0.101,0.371,0.914
0.102,0.373,0.914
0.103,0.376,0.914
0.104,0.378,0.914
0.105,0.381,0.912
0.106,0.386,0.912
0.107,0.389,0.910
0.108,0.391,0.910
0.109,0.393,0.909
0.110,0.396,0.909
0.111,0.398,0.908
0.112,0.400,0.908
0.113,0.402,0.908
0.114,0.403,0.908
0.115,0.404,0.907
0.116,0.407,0.906
0.117,0.410,0.906
0.118,0.411,0.905
0.119,0.414,0.905
0.120,0.415,0.904
0.121,0.417,0.902
0.122,0.420,0.902
0.123,0.423,0.902
0.124,0.425,0.902
0.125,0.426,0.901
0.126,0.428,0.901
0.127,0.430,0.901
0.128,0.432,0.901
0.129,0.433,0.900
0.130,0.435,0.899
0.131,0.435,0.899
0.132,0.439,0.899
0.133,0.441,0.898
0.134,0.443,0.898
0.135,0.445,0.898
0.136,0.447,0.898
0.137,0.450,0.897
0.138,0.451,0.896
0.139,0.453,0.896
0.140,0.456,0.896
0.141,0.459,0.896
0.142,0.461,0.896
0.143,0.462,0.894
0.144,0.465,0.894
0.145,0.466,0.894
0.146,0.468,0.893
0.147,0.470,0.893
0.148,0.472,0.892
0.149,0.475,0.892
0.150,0.477,0.892
0.151,0.478,0.891
0.152,0.481,0.891
0.153,0.483,0.891
0.154,0.484,0.891
0.155,0.488,0.891
0.156,0.489,0.889
0.157,0.492,0.889
0.158,0.495,0.889
0.159,0.496,0.887
0.160,0.499,0.887
0.161,0.500,0.887
0.162,0.502,0.887
0.163,0.503,0.886
0.164,0.504,0.884
0.165,0.506,0.884
0.166,0.507,0.884
0.167,0.509,0.883
0.168,0.511,0.883
0.169,0.513,0.883
0.170,0.515,0.883
0.171,0.516,0.883
0.172,0.518,0.883
0.173,0.519,0.883
0.174,0.521,0.882
0.175,0.521,0.882
0.176,0.524,0.882
0.177,0.527,0.882
0.178,0.531,0.882
0.179,0.533,0.882
0.180,0.535,0.882
0.181,0.538,0.882
0.182,0.540,0.882
0.183,0.541,0.881
0.184,0.544,0.881
0.185,0.545,0.881
0.186,0.547,0.881
0.187,0.549,0.881
0.188,0.550,0.881
0.189,0.553,0.881
0.190,0.555,0.881
0.191,0.556,0.881
0.192,0.557,0.881
0.193,0.558,0.881
0.194,0.560,0.881
0.195,0.561,0.881
0.196,0.561,0.879
0.197,0.562,0.879
0.198,0.565,0.879
0.199,0.567,0.879
0.200,0.569,0.879
0.201,0.570,0.879
0.202,0.572,0.879
0.203,0.572,0.878
0.204,0.575,0.877
0.205,0.576,0.877
0.206,0.577,0.877
0.207,0.577,0.875
0.208,0.579,0.874
0.209,0.580,0.874
0.210,0.581,0.874
0.211,0.582,0.874
0.212,0.584,0.874
0.213,0.584,0.874
0.214,0.586,0.873
0.215,0.587,0.873
0.216,0.587,0.871
0.217,0.588,0.871
0.218,0.589,0.871
0.219,0.592,0.871
0.220,0.595,0.871
0.221,0.596,0.870
0.222,0.596,0.870
0.223,0.599,0.870
0.224,0.602,0.870
0.225,0.604,0.870
0.226,0.604,0.870
0.227,0.604,0.868
0.228,0.607,0.867
0.229,0.608,0.867
0.230,0.609,0.867
0.231,0.610,0.866
0.232,0.611,0.866
0.233,0.612,0.865
0.236,0.613,0.865
0.238,0.614,0.865
0.239,0.615,0.865
0.240,0.615,0.863
0.241,0.616,0.863
0.242,0.617,0.862
0.243,0.618,0.862
0.244,0.619,0.862
0.245,0.621,0.862
0.246,0.622,0.862
0.247,0.623,0.862
0.249,0.623,0.860
0.250,0.624,0.860
0.251,0.625,0.860
0.252,0.627,0.860
0.253,0.629,0.860
0.254,0.632,0.859
0.256,0.632,0.858
0.257,0.633,0.858
0.258,0.634,0.856
0.259,0.635,0.856
0.260,0.638,0.856
0.261,0.640,0.856
0.262,0.641,0.855
0.263,0.642,0.855
0.264,0.644,0.855
0.265,0.646,0.855
0.268,0.648,0.855
0.269,0.649,0.855
0.270,0.650,0.855
0.271,0.651,0.852
0.272,0.653,0.852
0.273,0.654,0.852
0.274,0.654,0.851
0.275,0.657,0.851
