threshold,iou
0.0000,0.2381
0.0100,0.2381
0.0200,0.2381
0.0300,0.2210
0.0400,0.2506
0.0500,0.2779
0.0600,0.2776
0.0700,0.3009
0.0800,0.3267
0.0900,0.3442
0.1000,0.3424
0.1100,0.3510
0.1200,0.3641
0.1300,0.3786
0.1400,0.3727
0.1500,0.3754
0.1600,0.3976
0.1700,0.4233
0.1800,0.4339
0.1900,0.4319
0.2000,0.4525
0.2100,0.4564
0.2200,0.4528
0.2300,0.4515
0.2400,0.4723
0.2500,0.4899
0.2600,0.5023
0.2700,0.5081
0.2800,0.5293
0.2900,0.5435
0.3000,0.5438
0.3100,0.5709
0.3200,0.5748
0.3300,0.6145
0.3400,0.6176
0.3500,0.6209
0.3600,0.6258
0.3700,0.6452
0.3800,0.6509
0.3900,0.6525
0.4000,0.6600
0.4100,0.6571
0.4200,0.6600
0.4300,0.6604
0.4400,0.6584
0.4500,0.6713
0.4600,0.6749
0.4700,0.6769
0.4800,0.6710
0.4900,0.6871
0.5000,0.6913
0.5100,0.6823
0.5200,0.6726
0.5300,0.6904
0.5400,0.7020
0.5500,0.7273
0.5600,0.7367
0.5700,0.7368
0.5800,0.7484
0.5900,0.7412
0.6000,0.7510
0.6100,0.7531
0.6200,0.7505
0.6300,0.7575
0.6400,0.7585
0.6500,0.7656
0.6600,0.7708
0.6700,0.7653
0.6800,0.7578
0.6900,0.7588
0.7000,0.7543
0.7100,0.7455
0.7200,0.7348
0.7300,0.7434
0.7400,0.7276
0.7500,0.7294
0.7600,0.7337
0.7700,0.7308
0.7800,0.7182
0.7900,0.7047
0.8000,0.7082
0.8100,0.7012
0.8200,0.6972
0.8300,0.6870
0.8400,0.6883
0.8500,0.6782
0.8600,0.6650
0.8700,0.6585
0.8800,0.6447
0.8900,0.6387
0.9000,0.6192
0.9100,0.5956
0.9200,0.5459
0.9300,0.4807
0.9400,0.4144
0.9500,0.2923
0.9600,0.1943
0.9700,0.1090
0.9800,0.0557
0.9900,0.0000
1.0000,0.0000
