threshold,iou
0.0000,0.2381
0.0100,0.2381
0.0200,0.2334
0.0300,0.2160
0.0400,0.2820
0.0500,0.2776
0.0600,0.2792
0.0700,0.2927
0.0800,0.3010
0.0900,0.3020
0.1000,0.3025
0.1100,0.3038
0.1200,0.2913
0.1300,0.3033
0.1400,0.3038
0.1500,0.3086
0.1600,0.3096
0.1700,0.3088
0.1800,0.3108
0.1900,0.3149
0.2000,0.3142
0.2100,0.3149
0.2200,0.3203
0.2300,0.3330
0.2400,0.3417
0.2500,0.3435
0.2600,0.3467
0.2700,0.3450
0.2800,0.3498
0.2900,0.3470
0.3000,0.3485
0.3100,0.3504
0.3200,0.3557
0.3300,0.3525
0.3400,0.3579
0.3500,0.3586
0.3600,0.3565
0.3700,0.3532
0.3800,0.3547
0.3900,0.3621
0.4000,0.3789
0.4100,0.3852
0.4200,0.4033
0.4300,0.4042
0.4400,0.4084
0.4500,0.4106
0.4600,0.4072
0.4700,0.4061
0.4800,0.4125
0.4900,0.4144
0.5000,0.4170
0.5100,0.4114
0.5200,0.4165
0.5300,0.4176
0.5400,0.4164
0.5500,0.4167
0.5600,0.4086
0.5700,0.4256
0.5800,0.4242
0.5900,0.4673
0.6000,0.4947
0.6100,0.5081
0.6200,0.5141
0.6300,0.5226
0.6400,0.5214
0.6500,0.5288
0.6600,0.5357
0.6700,0.5373
0.6800,0.5356
0.6900,0.5389
0.7000,0.5465
0.7100,0.5505
0.7200,0.5280
0.7300,0.5293
0.7400,0.5341
0.7500,0.5004
0.7600,0.5132
0.7700,0.5298
0.7800,0.6005
0.7900,0.6490
0.8000,0.6549
0.8100,0.6348
0.8200,0.6371
0.8300,0.6346
0.8400,0.6139
0.8500,0.6152
0.8600,0.6165
0.8700,0.6073
0.8800,0.5754
0.8900,0.5310
0.9000,0.4878
0.9100,0.4338
0.9200,0.3368
0.9300,0.2555
0.9400,0.1989
0.9500,0.1554
0.9600,0.1017
0.9700,0.0592
0.9800,0.0132
0.9900,0.0017
1.0000,0.0000
