threshold,true positive rate,false positive rate
0.009,1.000,1.000
0.012,1.000,1.000
0.013,1.000,1.000
0.014,1.000,1.000
0.015,1.000,0.999
0.016,1.000,0.999
0.017,1.000,0.998
0.018,1.000,0.997
0.019,1.000,0.995
0.020,1.000,0.992
0.021,0.999,0.988
0.022,0.999,0.982
0.023,0.999,0.972
0.024,0.999,0.958
0.025,0.999,0.939
0.026,0.999,0.914
0.027,0.999,0.880
0.028,0.998,0.837
0.029,0.998,0.786
0.030,0.993,0.727
0.031,0.986,0.665
0.032,0.983,0.602
0.033,0.982,0.541
0.034,0.975,0.484
0.035,0.971,0.434
0.036,0.969,0.386
0.037,0.964,0.345
0.038,0.963,0.307
0.039,0.962,0.276
0.040,0.961,0.248
0.041,0.956,0.224
0.042,0.953,0.203
0.043,0.948,0.186
0.044,0.946,0.170
0.045,0.941,0.156
0.046,0.941,0.143
0.047,0.938,0.134
0.048,0.935,0.124
0.049,0.932,0.116
0.050,0.932,0.109
0.051,0.932,0.102
0.052,0.930,0.096
0.053,0.929,0.091
0.054,0.928,0.086
0.055,0.925,0.082
0.056,0.924,0.078
0.057,0.922,0.074
0.058,0.922,0.071
0.059,0.917,0.068
0.060,0.916,0.066
0.061,0.915,0.064
0.062,0.914,0.061
0.063,0.914,0.059
0.064,0.913,0.057
0.065,0.912,0.055
0.066,0.910,0.053
0.067,0.910,0.051
0.068,0.910,0.050
0.069,0.910,0.048
0.070,0.908,0.047
0.071,0.908,0.046
0.072,0.907,0.045
0.073,0.907,0.044
0.074,0.906,0.043
0.075,0.905,0.041
0.076,0.905,0.040
0.077,0.904,0.040
0.078,0.902,0.039
0.079,0.901,0.038
0.080,0.900,0.037
0.081,0.900,0.037
0.082,0.899,0.036
0.083,0.898,0.035
0.084,0.897,0.035
0.085,0.896,0.034
0.086,0.894,0.033
0.087,0.892,0.032
0.088,0.892,0.032
0.089,0.891,0.031
0.090,0.891,0.031
0.091,0.890,0.030
0.092,0.890,0.030
0.093,0.890,0.029
0.094,0.887,0.029
0.095,0.886,0.028
0.096,0.886,0.027
0.097,0.884,0.027
0.098,0.882,0.027
0.099,0.882,0.026
0.100,0.882,0.026
0.101,0.881,0.026
0.102,0.881,0.025
0.103,0.881,0.025
0.104,0.878,0.025
0.105,0.875,0.024
0.106,0.874,0.024
0.107,0.871,0.023
0.108,0.871,0.023
0.109,0.871,0.023
0.110,0.870,0.022
0.111,0.869,0.022
0.112,0.869,0.022
0.113,0.868,0.022
0.114,0.868,0.021
0.115,0.868,0.021
0.116,0.868,0.021
0.117,0.867,0.021
0.118,0.867,0.021
0.119,0.866,0.020
0.120,0.866,0.020
0.121,0.866,0.020
0.122,0.866,0.019
0.123,0.866,0.019
0.124,0.866,0.019
0.125,0.865,0.019
