threshold,precision,recall
0.009,0.025,1.000
0.010,0.025,1.000
0.011,0.025,1.000
0.012,0.025,1.000
0.013,0.025,1.000
0.014,0.025,1.000
0.015,0.025,1.000
0.016,0.025,1.000
0.017,0.025,1.000
0.018,0.025,1.000
0.019,0.025,1.000
0.020,0.025,1.000
0.021,0.025,0.999
0.022,0.025,0.999
0.023,0.025,0.999
0.024,0.026,0.999
0.025,0.026,0.999
0.026,0.027,0.999
0.027,0.028,0.999
0.028,0.029,0.998
0.029,0.031,0.998
0.030,0.034,0.993
0.031,0.036,0.986
0.032,0.040,0.983
0.033,0.044,0.982
0.034,0.049,0.975
0.035,0.054,0.971
0.036,0.060,0.969
0.037,0.066,0.964
0.038,0.074,0.963
0.039,0.081,0.962
0.040,0.089,0.961
0.041,0.098,0.956
0.042,0.106,0.953
0.043,0.114,0.948
0.044,0.123,0.946
0.045,0.133,0.941
0.046,0.143,0.941
0.047,0.151,0.938
0.048,0.160,0.935
0.049,0.169,0.932
0.050,0.179,0.932
0.051,0.188,0.932
0.052,0.197,0.930
0.053,0.206,0.929
0.054,0.214,0.928
0.055,0.223,0.925
0.056,0.230,0.924
0.057,0.239,0.922
0.058,0.247,0.922
0.059,0.254,0.917
0.060,0.261,0.916
0.061,0.267,0.915
0.062,0.275,0.914
0.063,0.283,0.914
0.064,0.290,0.913
0.065,0.296,0.912
0.066,0.303,0.910
0.067,0.310,0.910
0.068,0.317,0.910
0.069,0.323,0.910
0.070,0.328,0.908
0.071,0.334,0.908
0.072,0.340,0.907
0.073,0.346,0.907
0.074,0.351,0.906
0.075,0.356,0.905
0.076,0.362,0.905
0.077,0.367,0.904
0.078,0.370,0.902
0.079,0.375,0.901
0.080,0.379,0.900
0.081,0.383,0.900
0.082,0.387,0.899
0.083,0.392,0.898
0.084,0.397,0.897
0.085,0.402,0.896
0.086,0.407,0.894
0.087,0.411,0.892
0.088,0.415,0.892
0.089,0.420,0.891
0.090,0.425,0.891
0.091,0.431,0.890
0.092,0.433,0.890
0.093,0.438,0.890
0.094,0.441,0.887
0.095,0.446,0.886
0.096,0.451,0.886
0.097,0.453,0.884
0.098,0.456,0.882
0.099,0.460,0.882
0.100,0.465,0.882
0.101,0.466,0.881
0.102,0.469,0.881
0.103,0.473,0.881
0.104,0.475,0.878
0.105,0.478,0.875
0.106,0.480,0.874
0.107,0.485,0.871
0.108,0.488,0.871
0.109,0.493,0.871
0.110,0.495,0.870
0.111,0.498,0.869
0.112,0.500,0.869
0.113,0.504,0.868
0.114,0.506,0.868
0.115,0.510,0.868
0.116,0.511,0.868
0.117,0.514,0.867
0.118,0.516,0.867
0.119,0.519,0.866
0.120,0.522,0.866
0.121,0.527,0.866
0.122,0.531,0.866
0.123,0.536,0.866
0.124,0.537,0.866
0.125,0.539,0.865
0.126,0.540,0.865
0.127,0.542,0.865
0.128,0.542,0.863
0.129,0.545,0.863
0.130,0.547,0.863
0.131,0.549,0.862
0.132,0.555,0.862
0.133,0.556,0.862
0.134,0.559,0.862
0.135,0.560,0.861
0.136,0.562,0.861
0.137,0.563,0.859
0.138,0.566,0.858
0.139,0.568,0.858
0.140,0.572,0.856
0.141,0.573,0.856
0.142,0.575,0.855
0.143,0.578,0.855
0.144,0.579,0.855
0.145,0.583,0.854
0.146,0.585,0.854
0.147,0.588,0.854
0.148,0.590,0.854
0.149,0.589,0.852
0.150,0.591,0.852
0.151,0.594,0.852
0.152,0.595,0.852
0.153,0.596,0.852
0.154,0.596,0.852
0.155,0.598,0.852
0.156,0.600,0.851
0.157,0.604,0.850
0.159,0.606,0.850
0.160,0.606,0.848
0.161,0.606,0.847
0.162,0.608,0.847
0.163,0.609,0.847
0.164,0.610,0.847
0.165,0.613,0.847
0.166,0.614,0.844
0.167,0.616,0.844
0.168,0.621,0.844
0.169,0.622,0.844
0.170,0.623,0.844
0.171,0.624,0.844
0.173,0.626,0.843
0.174,0.627,0.843
0.175,0.630,0.843
0.176,0.630,0.842
0.177,0.631,0.842
0.178,0.632,0.840
0.179,0.633,0.839
0.180,0.635,0.839
0.181,0.637,0.839
0.182,0.638,0.839
0.183,0.639,0.837
0.184,0.640,0.837
0.185,0.641,0.837
0.186,0.642,0.837
0.187,0.644,0.837
0.188,0.647,0.837
0.189,0.650,0.836
0.190,0.651,0.836
0.191,0.654,0.836
0.192,0.656,0.836
0.193,0.659,0.836
0.194,0.659,0.836
0.195,0.662,0.836
0.196,0.662,0.835
0.197,0.664,0.835
0.198,0.664,0.832
0.199,0.666,0.832
0.201,0.667,0.832
0.202,0.668,0.831
0.203,0.669,0.831
0.204,0.670,0.831
0.205,0.673,0.831
0.206,0.675,0.831
0.207,0.676,0.831
0.208,0.677,0.831
0.209,0.679,0.831
0.210,0.680,0.831
0.211,0.682,0.831
0.212,0.683,0.830
0.213,0.684,0.829
0.214,0.683,0.828
0.215,0.684,0.828
0.216,0.686,0.828
0.217,0.687,0.828
0.219,0.688,0.827
0.220,0.690,0.827
0.221,0.691,0.827
0.222,0.691,0.825
0.223,0.692,0.825
0.224,0.693,0.825
0.226,0.694,0.823
0.227,0.695,0.823
0.228,0.697,0.823
0.229,0.698,0.823
0.230,0.700,0.823
0.231,0.700,0.822
0.233,0.701,0.822
0.234,0.702,0.822
0.235,0.705,0.822
0.236,0.705,0.822
0.237,0.708,0.822
0.238,0.709,0.822
0.239,0.709,0.821
0.240,0.709,0.821
0.242,0.709,0.820
0.243,0.710,0.820
0.244,0.711,0.820
0.246,0.712,0.819
0.247,0.712,0.817
0.248,0.714,0.817
0.249,0.717,0.817
0.250,0.717,0.816
0.252,0.719,0.816
0.253,0.721,0.815
0.254,0.721,0.814
0.255,0.722,0.814
0.256,0.724,0.814
0.259,0.725,0.814
0.260,0.726,0.814
0.261,0.728,0.814
0.263,0.729,0.814
0.265,0.731,0.813
0.266,0.733,0.813
0.268,0.734,0.813
0.269,0.734,0.813
0.270,0.735,0.813
0.272,0.736,0.813
0.278,0.738,0.813
0.279,0.739,0.813
0.280,0.741,0.813
0.281,0.742,0.813
0.284,0.744,0.813
0.286,0.746,0.811
0.287,0.746,0.808
0.288,0.747,0.807
0.290,0.750,0.807
0.293,0.752,0.807
0.295,0.753,0.807
0.296,0.754,0.807
0.297,0.756,0.807
0.298,0.757,0.807
0.302,0.758,0.807
0.304,0.759,0.807
0.305,0.760,0.807
0.306,0.761,0.806
0.308,0.762,0.805
0.309,0.763,0.805
0.310,0.763,0.804
0.312,0.763,0.803
0.314,0.764,0.801
0.315,0.766,0.801
0.322,0.767,0.800
0.324,0.768,0.799
0.327,0.768,0.798
0.328,0.769,0.797
0.329,0.770,0.797
0.330,0.771,0.797
0.331,0.772,0.797
0.332,0.773,0.797
0.334,0.774,0.797
0.340,0.775,0.797
0.342,0.775,0.797
0.343,0.776,0.797
0.344,0.778,0.796
0.345,0.779,0.796
0.347,0.780,0.796
0.351,0.781,0.796
0.353,0.782,0.796
0.354,0.782,0.794
0.356,0.783,0.793
0.358,0.783,0.793
0.359,0.784,0.793
0.360,0.785,0.792
0.362,0.787,0.792
0.363,0.787,0.791
0.364,0.788,0.791
0.365,0.790,0.791
0.368,0.792,0.791
0.369,0.794,0.791
0.370,0.796,0.791
0.372,0.797,0.791
0.375,0.798,0.791
0.376,0.800,0.791
0.377,0.800,0.790
0.378,0.800,0.788
0.382,0.800,0.788
0.383,0.802,0.788
0.384,0.803,0.786
0.385,0.803,0.785
0.386,0.805,0.785
0.387,0.806,0.785
0.388,0.807,0.785
0.389,0.808,0.785
0.390,0.809,0.785
0.391,0.810,0.784
0.393,0.810,0.783
0.394,0.810,0.782
0.395,0.810,0.781
0.397,0.809,0.780
0.399,0.810,0.780
0.400,0.812,0.780
0.405,0.813,0.780
0.408,0.814,0.780
0.410,0.815,0.780
0.411,0.815,0.778
0.413,0.816,0.778
0.414,0.817,0.777
0.417,0.820,0.777
0.418,0.821,0.777
0.419,0.822,0.776
0.420,0.823,0.775
0.421,0.823,0.773
0.422,0.824,0.773
0.423,0.824,0.772
0.425,0.823,0.769
0.430,0.824,0.768
0.431,0.825,0.768
0.432,0.826,0.768
0.433,0.827,0.768
0.435,0.828,0.768
0.436,0.830,0.768
0.442,0.831,0.768
0.444,0.831,0.767
0.445,0.831,0.765
0.446,0.831,0.763
0.447,0.831,0.762
0.448,0.832,0.761
0.449,0.833,0.761
0.450,0.834,0.761
0.452,0.835,0.760
0.454,0.836,0.759
0.455,0.838,0.759
0.458,0.839,0.759
0.459,0.839,0.758
0.467,0.840,0.758
0.468,0.839,0.757
0.469,0.842,0.757
0.473,0.843,0.755
0.481,0.842,0.754
0.482,0.844,0.754
0.487,0.846,0.754
0.489,0.847,0.754
0.490,0.848,0.754
0.495,0.849,0.754
0.497,0.850,0.754
0.499,0.851,0.754
0.500,0.851,0.753
0.504,0.852,0.753
0.505,0.853,0.753
0.506,0.854,0.753
0.508,0.855,0.753
0.511,0.855,0.752
0.515,0.855,0.750
0.516,0.856,0.750
0.519,0.855,0.747
0.521,0.856,0.746
0.523,0.856,0.745
0.524,0.857,0.743
0.526,0.858,0.743
0.527,0.860,0.743
0.528,0.862,0.743
0.529,0.863,0.743
0.530,0.862,0.742
0.533,0.864,0.742
0.534,0.866,0.742
0.535,0.868,0.742
0.537,0.869,0.742
0.542,0.871,0.742
0.543,0.872,0.742
0.544,0.872,0.741
0.548,0.871,0.739
0.552,0.871,0.738
0.554,0.872,0.738
0.564,0.873,0.736
0.565,0.876,0.736
0.568,0.877,0.735
0.571,0.879,0.735
0.572,0.879,0.734
0.577,0.882,0.732
0.584,0.882,0.730
0.585,0.883,0.730
0.586,0.886,0.730
0.588,0.887,0.730
0.594,0.887,0.729
0.596,0.888,0.728
0.600,0.888,0.726
0.601,0.887,0.724
0.602,0.889,0.724
0.604,0.890,0.724
0.606,0.891,0.723
0.616,0.892,0.723
0.617,0.892,0.722
0.618,0.895,0.722
0.619,0.897,0.722
0.623,0.899,0.722
0.624,0.900,0.722
0.625,0.900,0.721
0.630,0.901,0.721
0.631,0.902,0.721
0.634,0.902,0.720
0.636,0.902,0.719
0.638,0.903,0.719
0.640,0.905,0.719
0.643,0.906,0.719
0.646,0.907,0.719
0.647,0.907,0.718
0.650,0.907,0.715
0.651,0.908,0.714
0.653,0.908,0.712
0.655,0.909,0.712
0.656,0.910,0.712
0.661,0.913,0.711
0.662,0.913,0.708
0.667,0.912,0.706
0.669,0.912,0.701
0.670,0.913,0.700
0.674,0.913,0.699
0.675,0.913,0.697
0.678,0.913,0.696
0.679,0.914,0.695
0.680,0.914,0.693
0.691,0.914,0.692
0.692,0.914,0.691
0.695,0.913,0.690
0.698,0.915,0.690
0.700,0.916,0.690
0.702,0.918,0.690
0.703,0.919,0.689
0.705,0.920,0.689
0.708,0.923,0.688
0.709,0.924,0.687
0.711,0.924,0.685
0.712,0.924,0.684
0.715,0.924,0.683
0.716,0.924,0.682
0.719,0.924,0.681
0.721,0.924,0.680
0.723,0.923,0.679
0.725,0.925,0.677
0.726,0.925,0.675
0.728,0.926,0.674
0.729,0.926,0.672
0.731,0.926,0.670
0.732,0.927,0.668
0.734,0.927,0.667
0.738,0.927,0.666
0.739,0.926,0.665
0.740,0.926,0.664
0.741,0.926,0.662
0.742,0.928,0.662
0.743,0.929,0.662
0.750,0.929,0.661
0.751,0.931,0.661
0.756,0.930,0.659
0.759,0.932,0.659
0.765,0.933,0.659
0.767,0.933,0.658
0.770,0.935,0.658
0.772,0.935,0.657
0.775,0.936,0.657
0.776,0.938,0.656
0.780,0.937,0.653
0.781,0.937,0.651
0.782,0.939,0.651
0.784,0.939,0.650
0.786,0.939,0.649
0.788,0.938,0.648
0.789,0.938,0.645
0.790,0.938,0.644
0.791,0.939,0.642
0.793,0.939,0.641
0.795,0.939,0.639
0.796,0.939,0.638
0.799,0.942,0.638
0.801,0.942,0.637
0.803,0.944,0.636
0.806,0.944,0.635
0.809,0.943,0.633
0.810,0.943,0.631
0.811,0.943,0.630
0.812,0.943,0.629
0.813,0.945,0.629
0.815,0.945,0.628
0.816,0.948,0.628
0.817,0.948,0.626
0.819,0.948,0.623
0.820,0.948,0.622
0.822,0.949,0.620
0.824,0.951,0.620
0.826,0.952,0.620
0.827,0.952,0.619
0.829,0.952,0.618
0.830,0.952,0.617
0.831,0.954,0.617
0.833,0.954,0.615
0.838,0.955,0.615
0.839,0.955,0.612
0.840,0.955,0.611
0.841,0.955,0.607
0.842,0.955,0.606
0.843,0.955,0.605
0.844,0.958,0.605
0.845,0.958,0.602
0.846,0.958,0.600
0.847,0.958,0.596
0.848,0.957,0.595
0.849,0.957,0.594
0.850,0.957,0.590
0.851,0.957,0.588
0.853,0.957,0.587
0.855,0.959,0.586
0.858,0.960,0.586
0.859,0.960,0.583
