roc_recall,one_minus_fpr,roc_precision
0.000,1.000,1.000
0.010,1.000,1.000
0.020,1.000,1.000
0.030,1.000,1.000
0.040,1.000,1.000
0.050,1.000,0.982
0.060,1.000,0.979
0.070,1.000,0.982
0.080,1.000,0.984
0.090,1.000,0.987
0.100,1.000,0.988
0.110,1.000,0.989
0.120,1.000,0.990
0.130,1.000,0.990
0.140,1.000,0.991
0.150,1.000,0.990
0.160,1.000,0.985
0.170,1.000,0.986
0.180,1.000,0.986
0.190,1.000,0.987
0.200,1.000,0.987
0.210,1.000,0.988
0.220,1.000,0.989
0.230,1.000,0.989
0.240,1.000,0.989
0.250,1.000,0.989
0.260,1.000,0.990
0.270,1.000,0.990
0.280,1.000,0.991
0.290,1.000,0.992
0.300,1.000,0.992
0.310,1.000,0.992
0.320,1.000,0.992
0.330,1.000,0.991
0.340,1.000,0.989
0.350,1.000,0.986
0.360,1.000,0.987
0.370,1.000,0.987
0.380,1.000,0.988
0.390,1.000,0.985
0.400,1.000,0.985
0.410,1.000,0.985
0.420,1.000,0.983
0.430,1.000,0.984
0.440,1.000,0.984
0.450,1.000,0.984
0.460,1.000,0.983
0.470,1.000,0.982
0.480,1.000,0.983
0.490,1.000,0.981
0.500,1.000,0.981
0.510,1.000,0.979
0.520,1.000,0.979
0.530,1.000,0.975
0.540,1.000,0.976
0.550,1.000,0.974
0.560,0.999,0.971
0.570,0.999,0.969
0.580,0.999,0.964
0.590,0.999,0.965
0.600,0.999,0.961
0.610,0.999,0.962
0.620,0.999,0.957
0.630,0.999,0.957
0.640,0.999,0.954
0.650,0.999,0.952
0.660,0.999,0.947
0.670,0.999,0.944
0.680,0.999,0.939
0.690,0.998,0.938
0.700,0.998,0.938
0.710,0.998,0.935
0.720,0.998,0.928
0.730,0.998,0.924
0.740,0.997,0.917
0.750,0.997,0.912
0.760,0.996,0.903
0.770,0.996,0.891
0.780,0.995,0.882
0.790,0.995,0.868
0.800,0.994,0.851
0.810,0.993,0.836
0.820,0.992,0.822
0.830,0.990,0.801
0.840,0.988,0.772
0.850,0.986,0.755
0.860,0.983,0.727
0.870,0.978,0.697
0.880,0.975,0.690
0.890,0.971,0.678
0.900,0.963,0.662
0.910,0.952,0.640
0.920,0.930,0.626
0.930,0.904,0.614
0.940,0.860,0.606
0.950,0.808,0.600
0.960,0.757,0.596
0.970,0.593,0.590
0.980,0.472,0.586
0.990,0.301,0.578
1.000,0.151,0.289
1.010,0.000,0.000
