threshold,iou
0.0000,0.2381
0.0100,0.2381
0.0200,0.2164
0.0300,0.1853
0.0400,0.2523
0.0500,0.3012
0.0600,0.3343
0.0700,0.3706
0.0800,0.3903
0.0900,0.3792
0.1000,0.3908
0.1100,0.4013
0.1200,0.4099
0.1300,0.4261
0.1400,0.4239
0.1500,0.4288
0.1600,0.4420
0.1700,0.4545
0.1800,0.4787
0.1900,0.4862
0.2000,0.4950
0.2100,0.5125
0.2200,0.5258
0.2300,0.5347
0.2400,0.5522
0.2500,0.5525
0.2600,0.5681
0.2700,0.5658
0.2800,0.5782
0.2900,0.5844
0.3000,0.5875
0.3100,0.6040
0.3200,0.6259
0.3300,0.6339
0.3400,0.6424
0.3500,0.6571
0.3600,0.6569
0.3700,0.6588
0.3800,0.6672
0.3900,0.6691
0.4000,0.6837
0.4100,0.6788
0.4200,0.6927
0.4300,0.7053
0.4400,0.7072
0.4500,0.7079
0.4600,0.7087
0.4700,0.7079
0.4800,0.7198
0.4900,0.7313
0.5000,0.7274
0.5100,0.7321
0.5200,0.7330
0.5300,0.7432
0.5400,0.7519
0.5500,0.7495
0.5600,0.7609
0.5700,0.7657
0.5800,0.7800
0.5900,0.7752
0.6000,0.7819
0.6100,0.7886
0.6200,0.7859
0.6300,0.7871
0.6400,0.7884
0.6500,0.7913
0.6600,0.7912
0.6700,0.7981
0.6800,0.7931
0.6900,0.7891
0.7000,0.7738
0.7100,0.7661
0.7200,0.7603
0.7300,0.7426
0.7400,0.7471
0.7500,0.7442
0.7600,0.7415
0.7700,0.7399
0.7800,0.7394
0.7900,0.7328
0.8000,0.7325
0.8100,0.7279
0.8200,0.7269
0.8300,0.7165
0.8400,0.7077
0.8500,0.7081
0.8600,0.6855
0.8700,0.6843
0.8800,0.6625
0.8900,0.6328
0.9000,0.6043
0.9100,0.5711
0.9200,0.5275
0.9300,0.4738
0.9400,0.3768
0.9500,0.2699
0.9600,0.1861
0.9700,0.1184
0.9800,0.0487
0.9900,0.0000
1.0000,0.0000
