threshold,precision,recall
0.007,0.025,1.000
0.008,0.025,1.000
0.009,0.025,1.000
0.010,0.025,1.000
0.012,0.025,1.000
0.013,0.025,1.000
0.014,0.025,1.000
0.015,0.025,1.000
0.016,0.025,1.000
0.017,0.025,1.000
0.018,0.025,1.000
0.019,0.025,1.000
0.020,0.025,1.000
0.021,0.025,1.000
0.022,0.025,1.000
0.023,0.025,1.000
0.024,0.025,1.000
0.025,0.026,0.999
0.026,0.027,0.999
0.027,0.028,0.999
0.028,0.030,0.998
0.029,0.034,0.993
0.030,0.039,0.993
0.031,0.046,0.993
0.032,0.055,0.987
0.033,0.067,0.983
0.034,0.080,0.978
0.035,0.095,0.970
0.036,0.110,0.966
0.037,0.126,0.962
0.038,0.142,0.954
0.039,0.160,0.951
0.040,0.177,0.948
0.041,0.192,0.945
0.042,0.207,0.941
0.043,0.221,0.932
0.044,0.235,0.930
0.045,0.248,0.929
0.046,0.261,0.928
0.047,0.275,0.927
0.048,0.289,0.927
0.049,0.301,0.925
0.050,0.312,0.923
0.051,0.322,0.922
0.052,0.331,0.918
0.053,0.339,0.916
0.054,0.348,0.913
0.055,0.358,0.910
0.056,0.368,0.910
0.057,0.377,0.907
0.058,0.384,0.905
0.059,0.393,0.901
0.060,0.401,0.900
0.061,0.408,0.898
0.062,0.415,0.897
0.063,0.421,0.896
0.064,0.429,0.896
0.065,0.435,0.896
0.066,0.441,0.896
0.067,0.446,0.893
0.068,0.452,0.893
0.069,0.457,0.892
0.070,0.462,0.890
0.071,0.469,0.885
0.072,0.473,0.884
0.073,0.480,0.883
0.074,0.484,0.883
0.075,0.489,0.882
0.076,0.494,0.882
0.077,0.499,0.879
0.078,0.502,0.878
0.079,0.506,0.876
0.080,0.509,0.875
0.081,0.512,0.875
0.082,0.516,0.875
0.083,0.522,0.874
0.084,0.528,0.874
0.085,0.532,0.871
0.086,0.537,0.871
0.087,0.539,0.867
0.088,0.542,0.867
0.089,0.546,0.867
0.090,0.548,0.867
0.091,0.551,0.867
0.092,0.554,0.867
0.093,0.556,0.867
0.094,0.559,0.866
0.095,0.564,0.865
0.096,0.570,0.865
0.097,0.573,0.863
0.098,0.575,0.862
0.099,0.578,0.862
0.100,0.579,0.862
0.101,0.583,0.862
0.102,0.585,0.862
0.103,0.588,0.862
0.104,0.589,0.861
0.105,0.594,0.860
0.106,0.597,0.860
0.107,0.602,0.859
0.108,0.605,0.858
0.109,0.608,0.856
0.110,0.611,0.855
0.111,0.613,0.853
0.112,0.615,0.852
0.113,0.618,0.851
0.114,0.621,0.850
0.115,0.623,0.850
0.116,0.626,0.850
0.117,0.628,0.848
0.118,0.630,0.847
0.119,0.636,0.846
0.120,0.639,0.846
0.121,0.641,0.845
0.122,0.643,0.845
0.123,0.647,0.845
0.124,0.648,0.845
0.125,0.651,0.845
0.126,0.654,0.844
0.127,0.656,0.844
0.128,0.657,0.844
0.129,0.659,0.842
0.130,0.660,0.842
0.131,0.663,0.842
0.132,0.664,0.840
0.133,0.665,0.839
0.134,0.666,0.839
0.135,0.666,0.839
0.136,0.671,0.839
0.137,0.673,0.839
0.138,0.674,0.837
0.139,0.676,0.837
0.140,0.678,0.837
0.141,0.679,0.837
0.142,0.680,0.837
0.143,0.682,0.837
0.144,0.682,0.836
0.145,0.684,0.836
0.146,0.686,0.834
0.147,0.688,0.834
0.148,0.689,0.834
0.149,0.689,0.832
0.150,0.690,0.832
0.151,0.694,0.832
0.152,0.696,0.832
0.153,0.697,0.831
0.154,0.698,0.829
0.155,0.700,0.829
0.156,0.702,0.828
0.157,0.704,0.828
0.158,0.705,0.828
0.159,0.707,0.827
0.160,0.708,0.825
0.161,0.710,0.825
0.163,0.711,0.825
0.164,0.712,0.824
0.165,0.714,0.824
0.166,0.715,0.824
0.167,0.717,0.824
0.169,0.719,0.824
0.170,0.719,0.824
0.171,0.721,0.824
0.172,0.721,0.823
0.173,0.721,0.823
0.174,0.722,0.823
0.175,0.724,0.823
0.176,0.725,0.823
0.177,0.726,0.823
0.178,0.729,0.823
0.180,0.730,0.823
0.182,0.730,0.822
0.183,0.731,0.822
0.184,0.732,0.822
0.185,0.734,0.822
0.186,0.734,0.821
0.187,0.735,0.821
0.188,0.737,0.821
0.189,0.738,0.821
0.190,0.740,0.821
0.191,0.742,0.821
