precision,recall
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.026,0.999
0.027,0.999
0.028,0.999
0.030,0.998
0.034,0.993
0.039,0.993
0.046,0.993
0.055,0.987
0.067,0.983
0.080,0.978
0.095,0.970
0.110,0.966
0.126,0.962
0.142,0.954
0.160,0.951
0.177,0.948
0.192,0.945
0.207,0.941
0.221,0.932
0.235,0.930
0.248,0.929
0.261,0.928
0.275,0.927
0.289,0.927
0.301,0.925
0.312,0.923
0.322,0.922
0.331,0.918
0.339,0.916
0.348,0.913
0.358,0.910
0.368,0.910
0.377,0.907
0.384,0.905
0.393,0.901
0.401,0.900
0.408,0.898
0.415,0.897
0.421,0.896
0.429,0.896
0.435,0.896
0.441,0.896
0.446,0.893
0.452,0.893
0.457,0.892
0.462,0.890
0.469,0.885
0.473,0.884
0.480,0.883
0.484,0.883
0.489,0.882
0.494,0.882
0.499,0.879
0.502,0.878
0.506,0.876
0.509,0.875
0.512,0.875
0.516,0.875
0.522,0.874
0.528,0.874
0.532,0.871
0.537,0.871
0.539,0.867
0.542,0.867
0.546,0.867
0.548,0.867
0.551,0.867
0.554,0.867
0.556,0.867
0.559,0.866
0.564,0.865
0.570,0.865
0.573,0.863
0.575,0.862
0.578,0.862
0.579,0.862
0.583,0.862
0.585,0.862
0.588,0.862
0.589,0.861
0.594,0.860
0.597,0.860
0.602,0.859
0.605,0.858
0.608,0.856
0.611,0.855
0.613,0.853
0.615,0.852
0.618,0.851
0.621,0.850
0.623,0.850
0.626,0.850
0.628,0.848
0.630,0.847
0.636,0.846
0.639,0.846
0.641,0.845
0.643,0.845
0.647,0.845
0.648,0.845
0.651,0.845
0.654,0.844
0.656,0.844
0.657,0.844
0.659,0.842
0.660,0.842
0.663,0.842
0.664,0.840
0.665,0.839
0.666,0.839
0.666,0.839
0.671,0.839
0.673,0.839
0.674,0.837
0.676,0.837
0.678,0.837
0.679,0.837
0.680,0.837
0.682,0.837
0.682,0.836
0.684,0.836
0.686,0.834
0.688,0.834
0.689,0.834
0.689,0.832
0.690,0.832
0.694,0.832
0.696,0.832
0.697,0.831
0.698,0.829
0.700,0.829
0.702,0.828
0.704,0.828
0.705,0.828
0.707,0.827
0.708,0.825
0.710,0.825
0.711,0.825
0.712,0.824
0.714,0.824
0.715,0.824
0.717,0.824
0.719,0.824
0.719,0.824
0.721,0.824
0.721,0.823
0.721,0.823
0.722,0.823
0.724,0.823
0.725,0.823
0.726,0.823
0.729,0.823
0.730,0.823
0.730,0.822
0.731,0.822
0.732,0.822
0.734,0.822
0.734,0.821
0.735,0.821
0.737,0.821
0.738,0.821
0.740,0.821
0.742,0.821
0.742,0.821
0.743,0.820
0.743,0.819
0.747,0.816
0.747,0.815
0.747,0.814
0.752,0.814
0.753,0.814
0.757,0.814
0.757,0.814
0.758,0.814
0.761,0.813
0.764,0.813
0.765,0.813
0.766,0.813
