threshold,iou
0.0000,0.2381
0.0100,0.2381
0.0200,0.2298
0.0300,0.2072
0.0400,0.2548
0.0500,0.2820
0.0600,0.3032
0.0700,0.3359
0.0800,0.3421
0.0900,0.3478
0.1000,0.3498
0.1100,0.3623
0.1200,0.3854
0.1300,0.3920
0.1400,0.4071
0.1500,0.4176
0.1600,0.4493
0.1700,0.4557
0.1800,0.4552
0.1900,0.4612
0.2000,0.4677
0.2100,0.4768
0.2200,0.4934
0.2300,0.5121
0.2400,0.5303
0.2500,0.5299
0.2600,0.5421
0.2700,0.5447
0.2800,0.5470
0.2900,0.5406
0.3000,0.5567
0.3100,0.5576
0.3200,0.5549
0.3300,0.5754
0.3400,0.5784
0.3500,0.5931
0.3600,0.6004
0.3700,0.5996
0.3800,0.6113
0.3900,0.6077
0.4000,0.6285
0.4100,0.6322
0.4200,0.6423
0.4300,0.6543
0.4400,0.6566
0.4500,0.6825
0.4600,0.6937
0.4700,0.6996
0.4800,0.6873
0.4900,0.7173
0.5000,0.7270
0.5100,0.7383
0.5200,0.7492
0.5300,0.7616
0.5400,0.7632
0.5500,0.7671
0.5600,0.7713
0.5700,0.7757
0.5800,0.7722
0.5900,0.7728
0.6000,0.7811
0.6100,0.7727
0.6200,0.7726
0.6300,0.7841
0.6400,0.7844
0.6500,0.7945
0.6600,0.7870
0.6700,0.7809
0.6800,0.7683
0.6900,0.7609
0.7000,0.7524
0.7100,0.7496
0.7200,0.7445
0.7300,0.7475
0.7400,0.7335
0.7500,0.7298
0.7600,0.7394
0.7700,0.7328
0.7800,0.7248
0.7900,0.7220
0.8000,0.7172
0.8100,0.7203
0.8200,0.7142
0.8300,0.7039
0.8400,0.7072
0.8500,0.7062
0.8600,0.7054
0.8700,0.7025
0.8800,0.6950
0.8900,0.6859
0.9000,0.6771
0.9100,0.6384
0.9200,0.5858
0.9300,0.5292
0.9400,0.4418
0.9500,0.3473
0.9600,0.2471
0.9700,0.1549
0.9800,0.0429
0.9900,0.0000
1.0000,0.0000
