threshold,true positive rate,false positive rate
0.011,1.000,1.000
0.013,1.000,1.000
0.015,1.000,1.000
0.016,1.000,1.000
0.017,1.000,1.000
0.018,1.000,0.999
0.019,1.000,0.999
0.020,1.000,0.998
0.021,1.000,0.997
0.022,1.000,0.995
0.023,1.000,0.993
0.024,1.000,0.990
0.025,1.000,0.984
0.026,1.000,0.977
0.027,1.000,0.965
0.028,1.000,0.950
0.029,1.000,0.929
0.030,1.000,0.901
0.031,0.999,0.865
0.032,0.999,0.821
0.033,0.997,0.773
0.034,0.994,0.719
0.035,0.990,0.660
0.036,0.990,0.603
0.037,0.985,0.549
0.038,0.984,0.497
0.039,0.983,0.451
0.040,0.982,0.407
0.041,0.978,0.370
0.042,0.972,0.337
0.043,0.971,0.308
0.044,0.968,0.283
0.045,0.967,0.261
0.046,0.966,0.241
0.047,0.966,0.226
0.048,0.964,0.210
0.049,0.964,0.195
0.050,0.961,0.184
0.051,0.956,0.174
0.052,0.956,0.164
0.053,0.956,0.156
0.054,0.956,0.149
0.055,0.954,0.142
0.056,0.951,0.135
0.057,0.949,0.129
0.058,0.949,0.123
0.059,0.947,0.118
0.060,0.945,0.114
0.061,0.945,0.109
0.062,0.943,0.105
0.063,0.943,0.102
0.064,0.940,0.099
0.065,0.936,0.096
0.066,0.933,0.092
0.067,0.933,0.089
0.068,0.932,0.086
0.069,0.931,0.084
0.070,0.929,0.081
0.071,0.928,0.079
0.072,0.928,0.077
0.073,0.928,0.074
0.074,0.928,0.072
0.075,0.928,0.071
0.076,0.928,0.069
0.077,0.925,0.067
0.078,0.923,0.066
0.079,0.922,0.064
0.080,0.922,0.063
0.081,0.921,0.061
0.082,0.920,0.060
0.083,0.918,0.059
0.084,0.918,0.057
0.085,0.917,0.056
0.086,0.917,0.055
0.087,0.917,0.054
0.088,0.916,0.053
0.089,0.916,0.052
0.090,0.915,0.050
0.091,0.915,0.049
0.092,0.914,0.048
0.093,0.913,0.047
0.094,0.910,0.046
0.095,0.909,0.046
0.096,0.908,0.045
0.097,0.908,0.044
0.098,0.906,0.044
0.099,0.905,0.043
0.100,0.904,0.042
0.101,0.904,0.042
0.102,0.904,0.041
0.103,0.904,0.040
0.104,0.902,0.040
0.105,0.902,0.039
0.106,0.902,0.039
0.107,0.901,0.038
0.108,0.901,0.037
0.109,0.901,0.037
0.110,0.901,0.036
0.111,0.901,0.036
0.113,0.901,0.035
0.114,0.901,0.035
0.115,0.900,0.034
0.116,0.899,0.034
0.117,0.899,0.033
0.118,0.899,0.033
0.119,0.899,0.032
0.120,0.898,0.032
0.121,0.898,0.032
0.122,0.898,0.031
0.123,0.898,0.031
0.124,0.898,0.031
0.125,0.898,0.030
0.126,0.897,0.030
0.128,0.894,0.029
0.129,0.893,0.029
0.130,0.891,0.029
0.131,0.891,0.029
0.132,0.890,0.028
0.133,0.889,0.028
0.134,0.889,0.027
0.135,0.887,0.027
0.136,0.887,0.027
0.137,0.886,0.027
0.138,0.886,0.026
0.139,0.886,0.026
0.140,0.885,0.026
0.141,0.882,0.026
0.142,0.882,0.025
0.143,0.881,0.025
0.144,0.881,0.025
0.145,0.878,0.024
0.146,0.878,0.024
0.147,0.878,0.024
0.148,0.878,0.024
0.149,0.878,0.023
0.150,0.878,0.023
0.151,0.878,0.023
0.152,0.878,0.023
0.153,0.877,0.022
0.154,0.877,0.022
0.155,0.875,0.022
0.156,0.875,0.022
0.157,0.875,0.022
0.158,0.875,0.022
