threshold,precision,recall
0.011,0.025,1.000
0.013,0.025,1.000
0.014,0.025,1.000
0.015,0.025,1.000
0.016,0.025,1.000
0.017,0.025,1.000
0.018,0.025,1.000
0.019,0.025,1.000
0.020,0.025,1.000
0.021,0.025,1.000
0.022,0.025,1.000
0.023,0.025,1.000
0.024,0.025,1.000
0.025,0.025,1.000
0.026,0.025,1.000
0.027,0.026,1.000
0.028,0.026,1.000
0.029,0.027,1.000
0.030,0.027,1.000
0.031,0.028,0.999
0.032,0.030,0.999
0.033,0.032,0.997
0.034,0.034,0.994
0.035,0.037,0.990
0.036,0.040,0.990
0.037,0.044,0.985
0.038,0.048,0.984
0.039,0.052,0.983
0.040,0.058,0.982
0.041,0.063,0.978
0.042,0.068,0.972
0.043,0.074,0.971
0.044,0.080,0.968
0.045,0.086,0.967
0.046,0.092,0.966
0.047,0.098,0.966
0.048,0.104,0.964
0.049,0.111,0.964
0.050,0.117,0.961
0.051,0.123,0.956
0.052,0.129,0.956
0.053,0.134,0.956
0.054,0.140,0.956
0.055,0.146,0.954
0.056,0.151,0.951
0.057,0.158,0.949
0.058,0.164,0.949
0.059,0.169,0.947
0.060,0.174,0.945
0.061,0.180,0.945
0.062,0.185,0.943
0.063,0.189,0.943
0.064,0.195,0.940
0.065,0.199,0.936
0.066,0.204,0.933
0.067,0.210,0.933
0.068,0.215,0.932
0.069,0.220,0.931
0.070,0.225,0.929
0.071,0.230,0.928
0.072,0.235,0.928
0.073,0.240,0.928
0.074,0.246,0.928
0.075,0.250,0.928
0.076,0.255,0.928
0.077,0.259,0.925
0.078,0.263,0.923
0.079,0.268,0.922
0.080,0.272,0.922
0.081,0.276,0.921
0.082,0.280,0.920
0.083,0.284,0.918
0.084,0.288,0.918
0.085,0.292,0.917
0.086,0.297,0.917
0.087,0.303,0.917
0.088,0.307,0.916
0.089,0.311,0.916
0.090,0.316,0.915
0.091,0.320,0.915
0.092,0.325,0.914
0.093,0.329,0.913
0.094,0.332,0.910
0.095,0.335,0.909
0.096,0.338,0.908
0.097,0.342,0.908
0.098,0.345,0.906
0.099,0.348,0.905
0.100,0.351,0.904
0.101,0.355,0.904
0.102,0.359,0.904
0.103,0.362,0.904
0.104,0.365,0.902
0.105,0.368,0.902
0.106,0.371,0.902
0.107,0.376,0.901
0.108,0.379,0.901
0.109,0.383,0.901
0.110,0.387,0.901
0.111,0.390,0.901
0.112,0.393,0.901
0.113,0.396,0.901
0.114,0.398,0.901
0.115,0.401,0.900
0.116,0.404,0.899
0.117,0.407,0.899
0.118,0.411,0.899
0.119,0.413,0.899
0.120,0.416,0.898
0.121,0.418,0.898
0.122,0.420,0.898
0.123,0.424,0.898
0.124,0.427,0.898
0.125,0.429,0.898
0.126,0.431,0.897
0.127,0.433,0.896
0.128,0.435,0.894
0.129,0.435,0.893
0.130,0.438,0.891
0.131,0.441,0.891
0.132,0.443,0.890
0.133,0.447,0.889
0.134,0.451,0.889
0.135,0.452,0.887
0.136,0.454,0.887
0.137,0.457,0.886
0.138,0.460,0.886
0.139,0.465,0.886
0.140,0.466,0.885
0.141,0.467,0.882
0.142,0.469,0.882
0.143,0.472,0.881
0.144,0.475,0.881
0.145,0.477,0.878
0.146,0.479,0.878
0.147,0.482,0.878
0.148,0.485,0.878
0.149,0.487,0.878
0.150,0.490,0.878
0.151,0.492,0.878
0.152,0.496,0.878
0.153,0.498,0.877
0.154,0.499,0.877
0.155,0.501,0.875
0.156,0.504,0.875
0.157,0.506,0.875
0.158,0.507,0.875
0.159,0.510,0.875
0.160,0.511,0.875
0.161,0.512,0.875
0.162,0.515,0.875
0.163,0.518,0.875
0.164,0.520,0.874
0.165,0.521,0.874
0.166,0.522,0.873
0.167,0.526,0.873
0.168,0.528,0.873
0.169,0.530,0.873
0.170,0.531,0.873
0.171,0.534,0.873
0.172,0.536,0.873
0.173,0.537,0.873
0.174,0.539,0.873
0.175,0.541,0.873
0.176,0.543,0.873
0.177,0.547,0.873
0.178,0.549,0.873
0.179,0.551,0.873
0.180,0.552,0.871
0.181,0.554,0.870
0.182,0.556,0.869
0.183,0.559,0.869
0.184,0.560,0.869
0.185,0.562,0.869
0.186,0.565,0.869
0.187,0.566,0.869
0.188,0.568,0.869
0.189,0.570,0.869
0.190,0.572,0.869
0.191,0.572,0.868
0.192,0.574,0.868
0.193,0.574,0.866
0.194,0.576,0.866
0.196,0.579,0.866
0.197,0.580,0.865
0.198,0.581,0.862
0.199,0.583,0.862
0.200,0.584,0.862
0.201,0.587,0.862
0.202,0.588,0.861
0.203,0.589,0.859
0.204,0.591,0.858
0.205,0.592,0.856
0.206,0.594,0.856
0.207,0.595,0.856
0.208,0.596,0.856
0.209,0.600,0.856
0.210,0.601,0.856
0.211,0.603,0.856
0.213,0.605,0.856
0.214,0.607,0.855
0.215,0.607,0.855
0.216,0.607,0.854
0.217,0.609,0.854
0.218,0.612,0.853
0.219,0.613,0.853
0.220,0.614,0.853
0.221,0.616,0.853
0.222,0.618,0.853
0.223,0.621,0.853
0.224,0.622,0.853
0.225,0.623,0.853
0.226,0.624,0.853
0.227,0.625,0.852
0.228,0.626,0.852
0.229,0.628,0.851
0.230,0.630,0.850
0.231,0.631,0.850
0.232,0.633,0.850
0.233,0.635,0.850
0.234,0.636,0.848
0.235,0.638,0.847
0.236,0.640,0.847
0.237,0.641,0.847
0.238,0.642,0.846
0.239,0.644,0.846
0.240,0.646,0.846
0.241,0.646,0.844
0.242,0.648,0.844
0.243,0.649,0.844
0.244,0.650,0.843
0.246,0.651,0.843
0.247,0.652,0.843
0.248,0.654,0.842
0.249,0.654,0.839
0.250,0.654,0.837
0.251,0.654,0.837
0.252,0.656,0.837
0.253,0.657,0.837
0.254,0.658,0.837
0.255,0.660,0.837
0.256,0.663,0.837
0.257,0.664,0.837
0.259,0.666,0.837
0.260,0.669,0.836
0.262,0.670,0.836
0.263,0.672,0.836
0.264,0.673,0.836
0.265,0.673,0.835
0.266,0.674,0.835
0.267,0.678,0.835
0.268,0.678,0.835
0.269,0.678,0.832
0.270,0.680,0.832
0.271,0.680,0.831
0.272,0.681,0.831
0.273,0.682,0.831
0.274,0.684,0.831
0.275,0.684,0.831
0.276,0.686,0.831
0.277,0.687,0.831
0.278,0.688,0.831
0.279,0.688,0.831
0.280,0.688,0.830
0.283,0.690,0.829
0.284,0.692,0.829
0.285,0.693,0.829
0.286,0.696,0.829
0.287,0.696,0.828
0.288,0.697,0.828
0.289,0.699,0.828
0.290,0.701,0.828
0.292,0.701,0.827
0.293,0.703,0.827
0.294,0.705,0.827
0.296,0.705,0.827
0.298,0.706,0.827
0.299,0.707,0.827
0.301,0.708,0.827
0.302,0.708,0.825
0.303,0.710,0.825
0.304,0.713,0.825
0.305,0.713,0.825
0.307,0.714,0.824
0.308,0.716,0.824
0.309,0.716,0.823
0.311,0.718,0.823
0.312,0.718,0.823
0.313,0.719,0.823
0.315,0.719,0.822
0.316,0.720,0.822
0.317,0.720,0.821
0.318,0.721,0.821
0.319,0.722,0.821
0.320,0.722,0.820
0.321,0.723,0.820
0.323,0.726,0.820
0.325,0.726,0.820
0.327,0.727,0.820
0.328,0.727,0.819
0.329,0.727,0.816
0.330,0.728,0.816
0.331,0.731,0.815
0.332,0.732,0.815
0.335,0.732,0.814
0.336,0.734,0.814
0.337,0.735,0.814
0.338,0.736,0.814
0.340,0.737,0.814
0.342,0.740,0.814
0.343,0.741,0.813
0.347,0.744,0.813
0.348,0.745,0.813
0.349,0.746,0.813
0.350,0.747,0.813
0.352,0.748,0.813
0.353,0.747,0.812
0.354,0.748,0.812
0.355,0.750,0.812
0.356,0.751,0.812
0.357,0.753,0.811
0.359,0.753,0.809
0.360,0.754,0.809
0.361,0.755,0.809
0.362,0.756,0.809
0.367,0.758,0.808
0.368,0.759,0.808
0.371,0.761,0.808
0.373,0.762,0.808
0.374,0.762,0.807
0.376,0.763,0.805
0.378,0.764,0.805
0.379,0.764,0.805
0.380,0.765,0.804
0.384,0.766,0.804
0.385,0.766,0.803
0.386,0.766,0.801
0.388,0.767,0.801
0.389,0.767,0.800
0.390,0.768,0.800
0.392,0.769,0.800
0.393,0.771,0.800
0.395,0.772,0.799
0.397,0.772,0.799
0.398,0.773,0.799
0.399,0.774,0.799
0.400,0.776,0.798
0.401,0.777,0.798
0.402,0.778,0.797
0.403,0.779,0.797
0.406,0.780,0.797
0.409,0.781,0.797
0.410,0.782,0.797
0.411,0.783,0.797
0.412,0.784,0.796
0.413,0.785,0.796
0.414,0.786,0.796
0.415,0.787,0.796
0.416,0.788,0.794
0.419,0.788,0.793
0.420,0.789,0.793
0.427,0.790,0.793
0.429,0.791,0.793
0.430,0.792,0.793
0.431,0.791,0.789
0.434,0.792,0.789
0.435,0.794,0.789
0.437,0.794,0.788
0.438,0.795,0.788
0.440,0.797,0.788
0.442,0.798,0.788
0.447,0.800,0.788
0.448,0.800,0.786
0.450,0.800,0.784
0.453,0.800,0.783
0.454,0.800,0.783
0.455,0.801,0.783
0.456,0.802,0.783
0.457,0.802,0.782
0.458,0.802,0.781
0.461,0.803,0.780
