threshold,iou
0.0000,0.2381
0.0100,0.2381
0.0200,0.2382
0.0300,0.1910
0.0400,0.2448
0.0500,0.2826
0.0600,0.3159
0.0700,0.3321
0.0800,0.3527
0.0900,0.3722
0.1000,0.3692
0.1100,0.3854
0.1200,0.4016
0.1300,0.4162
0.1400,0.4154
0.1500,0.4166
0.1600,0.4344
0.1700,0.4342
0.1800,0.4419
0.1900,0.4406
0.2000,0.4544
0.2100,0.4755
0.2200,0.4908
0.2300,0.5074
0.2400,0.4973
0.2500,0.5073
0.2600,0.5152
0.2700,0.5253
0.2800,0.5271
0.2900,0.5345
0.3000,0.5547
0.3100,0.5837
0.3200,0.5900
0.3300,0.5956
0.3400,0.5965
0.3500,0.5923
0.3600,0.5875
0.3700,0.5979
0.3800,0.6249
0.3900,0.6306
0.4000,0.6411
0.4100,0.6656
0.4200,0.6616
0.4300,0.6656
0.4400,0.6783
0.4500,0.6810
0.4600,0.6776
0.4700,0.7038
0.4800,0.6996
0.4900,0.7064
0.5000,0.7246
0.5100,0.7289
0.5200,0.7376
0.5300,0.7369
0.5400,0.7441
0.5500,0.7556
0.5600,0.7729
0.5700,0.7788
0.5800,0.7721
0.5900,0.7742
0.6000,0.7740
0.6100,0.7646
0.6200,0.7685
0.6300,0.7816
0.6400,0.7780
0.6500,0.7643
0.6600,0.7669
0.6700,0.7628
0.6800,0.7699
0.6900,0.7794
0.7000,0.7695
0.7100,0.7725
0.7200,0.7583
0.7300,0.7543
0.7400,0.7374
0.7500,0.7556
0.7600,0.7661
0.7700,0.7588
0.7800,0.7591
0.7900,0.7461
0.8000,0.7343
0.8100,0.7236
0.8200,0.7203
0.8300,0.7114
0.8400,0.7129
0.8500,0.6977
0.8600,0.6821
0.8700,0.6652
0.8800,0.6452
0.8900,0.6255
0.9000,0.5912
0.9100,0.5519
0.9200,0.4984
0.9300,0.4388
0.9400,0.3588
0.9500,0.2860
0.9600,0.2204
0.9700,0.1608
0.9800,0.0921
0.9900,0.0136
1.0000,0.0000
