threshold,iou
0.0000,0.2381
0.0100,0.2381
0.0200,0.2383
0.0300,0.2016
0.0400,0.2430
0.0500,0.2789
0.0600,0.3096
0.0700,0.3303
0.0800,0.3492
0.0900,0.3593
0.1000,0.3691
0.1100,0.3697
0.1200,0.3603
0.1300,0.3920
0.1400,0.4024
0.1500,0.4249
0.1600,0.4371
0.1700,0.4520
0.1800,0.4481
0.1900,0.4630
0.2000,0.4642
0.2100,0.4755
0.2200,0.4980
0.2300,0.5061
0.2400,0.5208
0.2500,0.5515
0.2600,0.5549
0.2700,0.5656
0.2800,0.5645
0.2900,0.5640
0.3000,0.5730
0.3100,0.5798
0.3200,0.5820
0.3300,0.6004
0.3400,0.6092
0.3500,0.6046
0.3600,0.6104
0.3700,0.6171
0.3800,0.6397
0.3900,0.6558
0.4000,0.6612
0.4100,0.6702
0.4200,0.6766
0.4300,0.6806
0.4400,0.6910
0.4500,0.7003
0.4600,0.7150
0.4700,0.7433
0.4800,0.7615
0.4900,0.7691
0.5000,0.7712
0.5100,0.7756
0.5200,0.7757
0.5300,0.7892
0.5400,0.7845
0.5500,0.7824
0.5600,0.7873
0.5700,0.7824
0.5800,0.7846
0.5900,0.7821
0.6000,0.7877
0.6100,0.7896
0.6200,0.7837
0.6300,0.7794
0.6400,0.7879
0.6500,0.7747
0.6600,0.7736
0.6700,0.7640
0.6800,0.7751
0.6900,0.7621
0.7000,0.7571
0.7100,0.7577
0.7200,0.7573
0.7300,0.7527
0.7400,0.7582
0.7500,0.7651
0.7600,0.7626
0.7700,0.7622
0.7800,0.7549
0.7900,0.7527
0.8000,0.7496
0.8100,0.7406
0.8200,0.7350
0.8300,0.7313
0.8400,0.7154
0.8500,0.7037
0.8600,0.6940
0.8700,0.6864
0.8800,0.6722
0.8900,0.6666
0.9000,0.6420
0.9100,0.6143
0.9200,0.5791
0.9300,0.5299
0.9400,0.4636
0.9500,0.3517
0.9600,0.2105
0.9700,0.0989
0.9800,0.0280
0.9900,0.0000
1.0000,0.0000
