recording,iou_max,iou_0.60,iou_0.80
N100056,0.9167,0.9167,0.5833
N106834-edited,0.8810,0.8810,0.8250
N128080,0.5000,0.5000,0.6914
N16767-edited,0.6944,0.6944,0.8519
N22158-edited,0.8851,0.8631,0.9228
N22971-edited,0.6992,0.6992,0.6520
N23417-edited,0.8326,0.8326,0.8778
N23493-edited,0.8133,0.8133,0.7133
N250512,0.5694,0.5556,0.5556
N3568,0.9615,0.9615,0.9583
N37429,0.7333,0.7333,0.6250
N38268,0.9250,0.9250,0.9213
N38516,0.8740,0.8740,0.8861
N39306,0.8860,0.8860,0.9538
N41312-edited,0.8333,0.8333,0.7500
N41564,1.0000,1.0000,0.3333
N44587-edited,0.6667,0.6667,0.4444
N460551,0.7000,0.7000,0.8750
N488610,0.7708,0.8542,0.6250
N500951,0.8333,0.8333,0.6667
N6682-edited,0.9722,0.9722,0.8125
N737290,0.3667,0.3143,0.6667
N98507,0.7778,0.8889,0.6667
XC109766,0.9583,0.9583,0.9167
XC109767,0.9237,0.9237,0.9427
XC109769,0.9777,0.9777,0.9431
XC114554,1.0000,1.0000,0.8750
XC134014-edited,0.5286,0.5286,0.3968
XC144024,0.7500,0.7500,0.6667
XC159959,0.8929,0.8929,0.7595
XC172881,0.6667,0.6667,0.7143
XC215372,0.8889,0.8889,0.6111
XC271361,0.2000,0.2000,0.1667
XC801172-edited,0.9583,0.9583,0.9583
XC812929,0.7996,0.7996,0.7058
