threshold,iou
0.0000,0.2381
0.0100,0.2381
0.0200,0.2273
0.0300,0.1959
0.0400,0.2640
0.0500,0.3243
0.0600,0.3420
0.0700,0.3575
0.0800,0.3745
0.0900,0.3848
0.1000,0.3867
0.1100,0.3799
0.1200,0.3851
0.1300,0.4003
0.1400,0.4270
0.1500,0.4468
0.1600,0.4468
0.1700,0.4582
0.1800,0.4842
0.1900,0.4847
0.2000,0.4981
0.2100,0.5070
0.2200,0.5126
0.2300,0.5311
0.2400,0.5254
0.2500,0.5499
0.2600,0.5534
0.2700,0.5700
0.2800,0.5812
0.2900,0.5827
0.3000,0.6027
0.3100,0.5988
0.3200,0.5848
0.3300,0.5984
0.3400,0.6043
0.3500,0.6281
0.3600,0.6438
0.3700,0.6399
0.3800,0.6355
0.3900,0.6265
0.4000,0.6256
0.4100,0.6371
0.4200,0.6397
0.4300,0.6462
0.4400,0.6596
0.4500,0.6766
0.4600,0.6684
0.4700,0.6907
0.4800,0.6869
0.4900,0.6959
0.5000,0.6988
0.5100,0.6942
0.5200,0.7034
0.5300,0.6981
0.5400,0.7026
0.5500,0.6989
0.5600,0.6771
0.5700,0.6807
0.5800,0.6879
0.5900,0.6812
0.6000,0.6884
0.6100,0.7020
0.6200,0.7096
0.6300,0.7220
0.6400,0.7181
0.6500,0.7280
0.6600,0.7247
0.6700,0.7275
0.6800,0.7295
0.6900,0.7344
0.7000,0.7312
0.7100,0.7247
0.7200,0.7231
0.7300,0.7405
0.7400,0.7403
0.7500,0.7354
0.7600,0.7232
0.7700,0.7143
0.7800,0.7178
0.7900,0.7078
0.8000,0.7047
0.8100,0.6940
0.8200,0.6888
0.8300,0.6683
0.8400,0.6583
0.8500,0.6521
0.8600,0.6470
0.8700,0.6466
0.8800,0.6282
0.8900,0.6113
0.9000,0.5951
0.9100,0.5735
0.9200,0.5365
0.9300,0.4534
0.9400,0.3724
0.9500,0.2822
0.9600,0.1738
0.9700,0.1061
0.9800,0.0366
0.9900,0.0000
1.0000,0.0000
