class,PR-AUC,ROC-AUC,precision,recall,annotated segments,TP segments,FP segments
AGOL,0.975,0.999,0.962,0.781,32,25.0,1.0
ALFL,0.981,0.998,1.000,0.761,46,35.0,0.0
AMBI,0.725,0.984,1.000,0.556,9,5.0,0.0
AMCR,0.882,0.990,1.000,0.520,25,13.0,0.0
AMRO,0.937,0.999,1.000,0.417,12,5.0,0.0
BADO,0.996,1.000,1.000,0.909,22,20.0,0.0
BBWA,1.000,1.000,1.000,0.500,6,3.0,0.0
BCCH,0.820,0.997,0.778,0.700,10,7.0,2.0
BEKI,0.887,0.988,1.000,0.625,8,5.0,0.0
BLJA,0.967,0.998,1.000,0.600,20,12.0,0.0
BRCR,0.836,0.996,1.000,0.071,14,1.0,0.0
BTNW,0.967,0.999,1.000,0.842,19,16.0,0.0
CANG,0.873,0.999,0.833,0.833,6,5.0,1.0
CEDW,0.757,0.991,0.875,0.304,23,7.0,1.0
CHSP,0.939,0.990,1.000,0.593,54,32.0,0.0
CMWA,1.000,1.000,1.000,1.000,6,6.0,0.0
CORA,1.000,1.000,1.000,1.000,6,6.0,0.0
COYE,0.952,0.998,1.000,0.818,22,18.0,0.0
DEJU,0.805,0.989,0.875,0.636,11,7.0,1.0
EAKI,1.000,1.000,1.000,1.000,7,7.0,0.0
EATO,0.944,0.998,1.000,0.545,11,6.0,0.0
EAWP,0.992,1.000,1.000,0.867,30,26.0,0.0
FISP,0.974,1.000,1.000,0.500,12,6.0,0.0
GCKI,0.961,0.999,1.000,0.500,12,6.0,0.0
GHOW,0.859,0.990,1.000,0.214,28,6.0,0.0
HETH,0.638,0.942,1.000,0.116,43,5.0,0.0
NHWR,1.000,1.000,1.000,1.000,9,9.0,0.0
NOCA,0.998,1.000,1.000,0.739,23,17.0,0.0
NOFL,1.000,1.000,1.000,0.900,10,9.0,0.0
OVEN,1.000,1.000,1.000,0.800,10,8.0,0.0
PISI,1.000,1.000,1.000,1.000,11,11.0,0.0
RBNU,0.960,0.999,1.000,0.538,13,7.0,0.0
RWBL,0.966,0.998,1.000,0.568,37,21.0,0.0
SWSP,0.859,0.986,1.000,0.436,39,17.0,0.0
SWTH,0.926,0.999,0.833,1.000,10,10.0,2.0
TEWA,0.919,0.981,1.000,0.500,46,23.0,0.0
TRUS,1.000,1.000,1.000,0.125,8,1.0,0.0
VEER,0.887,0.999,1.000,0.250,4,1.0,0.0
WAVI,0.963,0.999,1.000,0.700,10,7.0,0.0
WETA,1.000,1.000,1.000,1.000,11,11.0,0.0
WISN,0.946,0.983,1.000,0.645,31,20.0,0.0
WIWA,0.919,0.999,0.800,0.889,9,8.0,2.0
WIWR,1.000,1.000,1.000,1.000,33,33.0,0.0
WOTH,0.821,0.997,1.000,0.500,4,2.0,0.0
WTSP,0.881,0.988,1.000,0.349,43,15.0,0.0
YEWA,0.826,0.995,1.000,0.438,16,7.0,0.0
