precision,recall
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.026,1.000
0.026,1.000
0.027,1.000
0.029,1.000
0.031,1.000
0.033,1.000
0.036,1.000
0.039,0.999
0.043,0.998
0.048,0.997
0.053,0.997
0.058,0.997
0.064,0.995
0.070,0.995
0.076,0.995
0.082,0.995
0.089,0.995
0.095,0.994
0.101,0.994
0.107,0.994
0.113,0.993
0.119,0.993
0.125,0.993
0.131,0.993
0.136,0.993
0.142,0.993
0.147,0.991
0.153,0.991
0.159,0.991
0.165,0.991
0.171,0.989
0.176,0.984
0.181,0.984
0.186,0.982
0.191,0.979
0.196,0.979
0.202,0.979
0.207,0.977
0.211,0.977
0.216,0.977
0.221,0.976
0.225,0.976
0.229,0.972
0.233,0.972
0.238,0.972
0.242,0.972
0.247,0.972
0.251,0.972
0.255,0.972
0.259,0.970
0.263,0.970
0.268,0.969
0.272,0.969
0.276,0.969
0.280,0.969
0.285,0.969
0.288,0.969
0.292,0.969
0.296,0.968
0.299,0.967
0.302,0.966
0.306,0.966
0.309,0.966
0.312,0.964
0.317,0.964
0.320,0.963
0.323,0.963
0.326,0.962
0.328,0.962
0.332,0.962
0.336,0.962
0.339,0.961
0.343,0.959
0.346,0.959
0.351,0.959
0.354,0.959
0.357,0.959
0.361,0.958
0.364,0.958
0.367,0.956
0.371,0.956
0.374,0.956
0.376,0.956
0.379,0.956
0.382,0.956
0.385,0.956
0.388,0.956
0.390,0.955
0.393,0.955
0.396,0.955
0.400,0.955
0.404,0.955
0.407,0.955
0.409,0.953
0.414,0.953
0.417,0.953
0.420,0.952
0.422,0.951
0.423,0.951
0.426,0.951
0.429,0.951
0.432,0.951
0.435,0.951
0.438,0.951
0.440,0.951
0.443,0.951
0.446,0.951
0.448,0.949
0.450,0.949
0.452,0.949
0.453,0.949
0.456,0.949
0.458,0.948
0.460,0.947
0.462,0.947
0.464,0.946
0.466,0.944
0.469,0.944
0.471,0.944
0.473,0.944
0.475,0.944
0.476,0.944
0.479,0.944
0.481,0.944
0.483,0.941
0.485,0.941
0.487,0.941
0.489,0.940
0.491,0.940
0.494,0.940
0.497,0.939
0.498,0.939
0.500,0.939
0.501,0.939
0.501,0.938
0.502,0.938
0.503,0.938
0.506,0.938
0.508,0.937
0.508,0.936
0.511,0.936
0.512,0.936
0.515,0.936
0.517,0.936
0.520,0.936
0.522,0.936
0.523,0.933
0.524,0.933
0.529,0.933
0.530,0.933
0.532,0.933
0.535,0.933
0.538,0.932
0.541,0.932
0.542,0.932
0.544,0.932
0.545,0.931
0.546,0.931
0.547,0.931
0.550,0.931
0.552,0.931
0.553,0.931
0.556,0.930
0.557,0.929
0.558,0.927
0.559,0.927
0.560,0.927
0.561,0.925
0.561,0.923
0.562,0.922
0.563,0.922
0.567,0.922
0.570,0.922
0.573,0.922
0.574,0.921
0.578,0.921
0.579,0.920
0.580,0.920
0.580,0.920
0.581,0.920
0.583,0.920
0.586,0.920
