threshold,iou
0.0000,0.2381
0.0100,0.2381
0.0200,0.2331
0.0300,0.2138
0.0400,0.2552
0.0500,0.3051
0.0600,0.3277
0.0700,0.3621
0.0800,0.3832
0.0900,0.4089
0.1000,0.4180
0.1100,0.4425
0.1200,0.4609
0.1300,0.4584
0.1400,0.4881
0.1500,0.4916
0.1600,0.4869
0.1700,0.4899
0.1800,0.4931
0.1900,0.4951
0.2000,0.5266
0.2100,0.5400
0.2200,0.5615
0.2300,0.5810
0.2400,0.5777
0.2500,0.5962
0.2600,0.6079
0.2700,0.6226
0.2800,0.6288
0.2900,0.6381
0.3000,0.6483
0.3100,0.6499
0.3200,0.6583
0.3300,0.6402
0.3400,0.6518
0.3500,0.6684
0.3600,0.6961
0.3700,0.6888
0.3800,0.6870
0.3900,0.7185
0.4000,0.7358
0.4100,0.7404
0.4200,0.7405
0.4300,0.7549
0.4400,0.7586
0.4500,0.7584
0.4600,0.7494
0.4700,0.7272
0.4800,0.7325
0.4900,0.7515
0.5000,0.7479
0.5100,0.7517
0.5200,0.7776
0.5300,0.7840
0.5400,0.7878
0.5500,0.7821
0.5600,0.7899
0.5700,0.7879
0.5800,0.7824
0.5900,0.7866
0.6000,0.7848
0.6100,0.7840
0.6200,0.7896
0.6300,0.7982
0.6400,0.8013
0.6500,0.7983
0.6600,0.7931
0.6700,0.7875
0.6800,0.7863
0.6900,0.7839
0.7000,0.7712
0.7100,0.7537
0.7200,0.7486
0.7300,0.7427
0.7400,0.7420
0.7500,0.7300
0.7600,0.7294
0.7700,0.7123
0.7800,0.7156
0.7900,0.7076
0.8000,0.6934
0.8100,0.6767
0.8200,0.6658
0.8300,0.6465
0.8400,0.6322
0.8500,0.6241
0.8600,0.6089
0.8700,0.6033
0.8800,0.5768
0.8900,0.5378
0.9000,0.4925
0.9100,0.4129
0.9200,0.3207
0.9300,0.2365
0.9400,0.1661
0.9500,0.0954
0.9600,0.0439
0.9700,0.0362
0.9800,0.0225
0.9900,0.0161
1.0000,0.0000
