threshold,true positive rate,false positive rate
0.005,1.000,1.000
0.007,1.000,1.000
0.008,1.000,1.000
0.011,1.000,1.000
0.012,1.000,1.000
0.013,1.000,1.000
0.014,1.000,0.999
0.015,1.000,0.999
0.016,1.000,0.999
0.017,1.000,0.998
0.018,1.000,0.997
0.019,1.000,0.995
0.020,1.000,0.992
0.021,1.000,0.988
0.022,1.000,0.984
0.023,1.000,0.974
0.024,1.000,0.961
0.025,0.999,0.939
0.026,0.999,0.906
0.027,0.998,0.854
0.028,0.993,0.786
0.029,0.990,0.705
0.030,0.987,0.610
0.031,0.984,0.516
0.032,0.983,0.428
0.033,0.980,0.353
0.034,0.975,0.292
0.035,0.970,0.242
0.036,0.963,0.203
0.037,0.961,0.171
0.038,0.959,0.148
0.039,0.956,0.129
0.040,0.954,0.114
0.041,0.949,0.102
0.042,0.948,0.093
0.043,0.945,0.085
0.044,0.941,0.078
0.045,0.938,0.072
0.046,0.932,0.067
0.047,0.931,0.063
0.048,0.930,0.059
0.049,0.927,0.056
0.050,0.924,0.053
0.051,0.921,0.050
0.052,0.917,0.048
0.053,0.915,0.045
0.054,0.914,0.043
0.055,0.913,0.042
0.056,0.910,0.040
0.057,0.910,0.038
0.058,0.906,0.037
0.059,0.905,0.036
0.060,0.905,0.034
0.061,0.905,0.033
0.062,0.904,0.033
0.063,0.902,0.032
0.064,0.901,0.031
0.065,0.900,0.030
0.066,0.900,0.029
0.067,0.899,0.028
0.068,0.898,0.028
0.069,0.897,0.027
0.070,0.896,0.026
0.071,0.894,0.026
0.072,0.893,0.025
0.073,0.893,0.025
0.074,0.892,0.025
0.075,0.892,0.024
0.076,0.892,0.024
0.077,0.891,0.023
0.078,0.889,0.023
0.079,0.886,0.022
0.080,0.884,0.022
0.081,0.882,0.021
0.082,0.882,0.021
0.083,0.878,0.021
0.084,0.877,0.020
0.086,0.877,0.020
0.087,0.875,0.019
0.088,0.874,0.019
0.089,0.874,0.019
0.090,0.874,0.019
0.091,0.873,0.018
0.092,0.873,0.018
0.093,0.870,0.018
0.094,0.870,0.018
0.095,0.870,0.017
0.096,0.868,0.017
0.097,0.868,0.017
0.098,0.868,0.017
0.099,0.868,0.017
0.100,0.868,0.016
0.101,0.867,0.016
0.102,0.865,0.016
0.103,0.865,0.016
0.104,0.865,0.016
0.105,0.865,0.016
0.106,0.863,0.015
0.107,0.863,0.015
0.108,0.863,0.015
0.109,0.863,0.015
0.110,0.863,0.015
0.111,0.863,0.015
0.112,0.862,0.014
0.113,0.861,0.014
0.114,0.861,0.014
0.115,0.861,0.014
0.116,0.860,0.014
0.117,0.860,0.014
0.118,0.860,0.013
0.119,0.860,0.013
0.121,0.860,0.013
0.123,0.860,0.013
0.124,0.859,0.013
0.125,0.859,0.013
0.126,0.858,0.013
0.127,0.858,0.013
0.128,0.856,0.012
0.130,0.856,0.012
0.131,0.856,0.012
0.132,0.855,0.012
0.133,0.855,0.012
0.134,0.855,0.012
0.135,0.855,0.012
0.136,0.854,0.012
0.137,0.854,0.012
0.138,0.853,0.011
0.139,0.853,0.011
0.140,0.853,0.011
0.141,0.853,0.011
0.142,0.852,0.011
0.143,0.852,0.011
0.145,0.850,0.011
0.146,0.850,0.011
0.147,0.850,0.011
0.149,0.847,0.010
0.150,0.847,0.010
0.151,0.847,0.010
0.152,0.847,0.010
0.154,0.847,0.010
0.155,0.846,0.010
0.156,0.845,0.010
0.158,0.844,0.010
0.159,0.844,0.010
0.160,0.843,0.010
0.163,0.843,0.009
0.165,0.843,0.009
0.166,0.842,0.009
0.168,0.842,0.009
0.169,0.840,0.009
0.170,0.837,0.009
0.172,0.837,0.009
0.174,0.837,0.009
0.176,0.837,0.009
0.177,0.837,0.009
0.178,0.837,0.009
0.179,0.836,0.009
0.182,0.836,0.008
0.183,0.835,0.008
0.184,0.835,0.008
0.185,0.835,0.008
0.187,0.835,0.008
0.188,0.835,0.008
0.195,0.835,0.008
0.196,0.832,0.008
0.197,0.832,0.008
0.198,0.830,0.008
0.201,0.830,0.008
0.202,0.829,0.007
0.203,0.829,0.007
0.204,0.828,0.007
0.205,0.827,0.007
0.207,0.825,0.007
0.208,0.825,0.007
0.213,0.825,0.007
0.214,0.825,0.007
0.215,0.824,0.007
0.216,0.824,0.007
0.217,0.823,0.007
0.220,0.823,0.007
0.222,0.821,0.007
0.224,0.821,0.007
0.225,0.820,0.007
0.226,0.820,0.007
0.229,0.820,0.007
0.230,0.819,0.007
0.233,0.816,0.007
0.234,0.816,0.006
0.235,0.816,0.006
0.237,0.815,0.006
0.238,0.814,0.006
0.239,0.814,0.006
0.241,0.814,0.006
0.243,0.813,0.006
0.245,0.813,0.006
0.247,0.813,0.006
0.248,0.812,0.006
0.249,0.812,0.006
0.250,0.812,0.006
0.251,0.811,0.006
0.253,0.811,0.006
0.254,0.811,0.006
0.258,0.809,0.006
0.260,0.809,0.006
0.261,0.809,0.006
0.262,0.808,0.006
0.263,0.808,0.006
0.266,0.808,0.006
0.267,0.808,0.005
0.269,0.806,0.005
0.270,0.804,0.005
0.271,0.804,0.005
0.274,0.804,0.005
0.277,0.803,0.005
0.278,0.803,0.005
0.279,0.803,0.005
0.280,0.801,0.005
0.293,0.801,0.005
0.296,0.799,0.005
0.301,0.799,0.005
0.302,0.799,0.005
0.303,0.799,0.005
0.304,0.798,0.005
0.306,0.797,0.005
0.307,0.797,0.005
0.309,0.796,0.005
0.310,0.793,0.005
0.313,0.793,0.005
0.314,0.793,0.004
0.315,0.792,0.004
0.318,0.792,0.004
0.321,0.790,0.004
0.323,0.790,0.004
0.324,0.789,0.004
0.325,0.789,0.004
0.326,0.788,0.004
0.328,0.788,0.004
0.330,0.786,0.004
0.336,0.785,0.004
0.338,0.784,0.004
0.343,0.782,0.004
0.346,0.782,0.004
0.348,0.782,0.004
0.353,0.781,0.004
0.356,0.781,0.004
0.358,0.778,0.004
0.361,0.777,0.004
0.362,0.777,0.004
0.363,0.776,0.004
0.364,0.775,0.004
0.365,0.775,0.004
0.369,0.773,0.004
0.374,0.773,0.004
0.375,0.772,0.004
0.378,0.772,0.004
0.387,0.772,0.003
0.390,0.772,0.003
0.393,0.770,0.003
0.396,0.769,0.003
0.401,0.766,0.003
0.403,0.766,0.003
0.407,0.763,0.003
0.408,0.763,0.003
0.410,0.762,0.003
0.414,0.761,0.003
0.416,0.759,0.003
0.418,0.759,0.003
0.419,0.758,0.003
0.421,0.758,0.003
0.424,0.757,0.003
0.427,0.755,0.003
0.428,0.754,0.003
0.430,0.754,0.003
0.431,0.753,0.003
0.438,0.751,0.003
0.442,0.750,0.003
0.444,0.750,0.003
0.447,0.750,0.003
0.449,0.747,0.003
0.452,0.747,0.003
0.454,0.745,0.003
0.455,0.744,0.003
0.461,0.744,0.003
0.462,0.741,0.003
0.463,0.739,0.003
0.464,0.738,0.003
0.470,0.738,0.003
0.477,0.732,0.003
0.479,0.732,0.003
0.480,0.730,0.003
0.486,0.730,0.003
0.488,0.728,0.003
0.492,0.727,0.003
0.493,0.727,0.003
0.510,0.727,0.003
0.511,0.726,0.003
0.514,0.722,0.003
0.517,0.721,0.003
0.519,0.719,0.003
0.520,0.718,0.003
0.522,0.718,0.003
0.523,0.715,0.003
0.526,0.715,0.002
0.528,0.713,0.002
0.532,0.712,0.002
0.533,0.711,0.002
0.537,0.707,0.002
0.545,0.707,0.002
0.550,0.706,0.002
0.556,0.704,0.002
0.558,0.700,0.002
0.559,0.700,0.002
0.560,0.698,0.002
0.564,0.696,0.002
0.569,0.696,0.002
0.571,0.693,0.002
0.572,0.692,0.002
0.574,0.692,0.002
0.585,0.690,0.002
0.590,0.690,0.002
0.592,0.689,0.002
0.593,0.688,0.002
0.594,0.688,0.002
0.597,0.685,0.002
0.600,0.683,0.002
0.601,0.683,0.002
0.602,0.682,0.002
0.609,0.681,0.002
0.611,0.680,0.002
0.612,0.677,0.002
0.614,0.676,0.002
0.616,0.676,0.002
0.617,0.675,0.002
0.621,0.675,0.002
0.623,0.674,0.002
0.624,0.674,0.002
0.626,0.673,0.002
0.627,0.673,0.002
0.632,0.673,0.002
0.633,0.673,0.002
0.635,0.669,0.002
0.636,0.668,0.002
0.638,0.668,0.002
0.639,0.667,0.002
0.640,0.667,0.002
0.644,0.666,0.002
0.645,0.666,0.001
0.647,0.665,0.001
0.648,0.665,0.001
0.657,0.665,0.001
0.668,0.661,0.001
0.672,0.659,0.001
0.673,0.658,0.001
0.674,0.657,0.001
0.678,0.656,0.001
0.680,0.656,0.001
0.681,0.654,0.001
0.683,0.654,0.001
0.684,0.653,0.001
0.686,0.650,0.001
0.690,0.650,0.001
0.694,0.646,0.001
0.699,0.642,0.001
0.700,0.642,0.001
0.701,0.641,0.001
0.702,0.641,0.001
0.703,0.639,0.001
0.709,0.636,0.001
0.713,0.634,0.001
0.718,0.634,0.001
0.719,0.633,0.001
0.721,0.630,0.001
0.729,0.626,0.001
0.730,0.626,0.001
0.731,0.623,0.001
0.733,0.621,0.001
0.738,0.620,0.001
0.739,0.620,0.001
0.740,0.618,0.001
0.752,0.611,0.001
0.753,0.608,0.001
0.755,0.605,0.001
0.764,0.597,0.001
0.765,0.597,0.001
0.771,0.595,0.001
0.774,0.591,0.001
0.775,0.591,0.001
0.781,0.590,0.001
0.784,0.586,0.001
0.785,0.584,0.001
0.786,0.582,0.001
0.788,0.581,0.001
0.790,0.579,0.001
0.792,0.579,0.001
0.795,0.576,0.001
0.797,0.576,0.001
0.801,0.572,0.001
0.803,0.571,0.001
0.809,0.564,0.001
0.810,0.560,0.001
0.813,0.558,0.001
0.814,0.558,0.001
0.817,0.556,0.001
0.820,0.556,0.001
0.822,0.555,0.001
0.823,0.551,0.001
0.827,0.549,0.001
0.828,0.545,0.001
0.830,0.543,0.001
0.831,0.541,0.001
0.834,0.540,0.001
0.836,0.537,0.000
0.837,0.536,0.000
0.838,0.535,0.000
0.841,0.528,0.000
0.843,0.526,0.000
0.844,0.526,0.000
0.846,0.522,0.000
0.847,0.521,0.000
0.849,0.519,0.000
0.850,0.518,0.000
0.851,0.514,0.000
0.852,0.512,0.000
0.853,0.511,0.000
0.854,0.511,0.000
0.855,0.509,0.000
0.857,0.507,0.000
0.858,0.502,0.000
0.860,0.499,0.000
0.861,0.496,0.000
0.864,0.493,0.000
0.868,0.486,0.000
0.869,0.485,0.000
0.870,0.480,0.000
0.871,0.479,0.000
0.872,0.476,0.000
0.873,0.471,0.000
0.874,0.470,0.000
0.876,0.465,0.000
0.877,0.464,0.000
0.879,0.462,0.000
0.880,0.458,0.000
0.881,0.457,0.000
0.882,0.455,0.000
0.883,0.454,0.000
0.884,0.450,0.000
0.885,0.444,0.000
0.886,0.442,0.000
0.887,0.437,0.000
0.888,0.434,0.000
0.889,0.426,0.000
0.890,0.421,0.000
0.891,0.418,0.000
0.892,0.414,0.000
0.893,0.406,0.000
0.894,0.405,0.000
0.896,0.401,0.000
0.897,0.396,0.000
0.898,0.390,0.000
0.899,0.386,0.000
0.900,0.385,0.000
0.901,0.382,0.000
0.902,0.379,0.000
0.903,0.372,0.000
0.904,0.364,0.000
0.905,0.358,0.000
0.906,0.350,0.000
0.907,0.342,0.000
0.908,0.325,0.000
0.909,0.321,0.000
0.910,0.317,0.000
0.911,0.311,0.000
0.912,0.300,0.000
0.913,0.295,0.000
0.914,0.286,0.000
0.915,0.281,0.000
0.916,0.273,0.000
0.917,0.266,0.000
0.919,0.255,0.000
0.920,0.247,0.000
0.921,0.238,0.000
0.922,0.234,0.000
0.923,0.225,0.000
0.924,0.220,0.000
0.925,0.210,0.000
0.926,0.203,0.000
0.927,0.187,0.000
0.928,0.180,0.000
0.929,0.172,0.000
0.930,0.163,0.000
0.932,0.152,0.000
0.933,0.145,0.000
0.934,0.139,0.000
0.935,0.135,0.000
0.936,0.130,0.000
0.938,0.114,0.000
0.939,0.107,0.000
0.940,0.099,0.000
0.941,0.095,0.000
0.942,0.091,0.000
0.943,0.090,0.000
0.945,0.080,0.000
0.946,0.075,0.000
0.947,0.070,0.000
0.948,0.068,0.000
0.949,0.064,0.000
0.950,0.060,0.000
0.951,0.057,0.000
0.952,0.054,0.000
0.953,0.049,0.000
0.954,0.047,0.000
0.955,0.046,0.000
0.956,0.041,0.000
0.957,0.038,0.000
0.959,0.036,0.000
0.960,0.034,0.000
0.961,0.032,0.000
0.962,0.029,0.000
0.966,0.022,0.000
0.973,0.018,0.000
0.980,0.014,0.000
0.981,0.010,0.000
0.982,0.008,0.000
1.000,0.001,0.000
