precision,recall
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.026,1.000
0.026,0.999
0.027,0.999
0.029,0.998
0.031,0.993
0.034,0.990
0.039,0.987
0.046,0.984
0.055,0.983
0.066,0.980
0.078,0.975
0.092,0.970
0.107,0.963
0.125,0.961
0.142,0.959
0.158,0.956
0.175,0.954
0.191,0.949
0.206,0.948
0.220,0.945
0.235,0.941
0.248,0.938
0.260,0.932
0.273,0.931
0.285,0.930
0.296,0.927
0.308,0.924
0.319,0.921
0.329,0.917
0.339,0.915
0.348,0.914
0.356,0.913
0.366,0.910
0.377,0.910
0.384,0.906
0.392,0.905
0.400,0.905
0.407,0.905
0.414,0.904
0.419,0.902
0.427,0.901
0.432,0.900
0.439,0.900
0.446,0.899
0.451,0.898
0.458,0.897
0.463,0.896
0.466,0.894
0.471,0.893
0.476,0.893
0.480,0.892
0.487,0.892
0.491,0.892
0.495,0.891
0.498,0.889
0.502,0.886
0.506,0.884
0.510,0.882
0.515,0.882
0.519,0.878
0.522,0.877
0.526,0.877
0.530,0.877
0.535,0.875
0.537,0.874
0.540,0.874
0.545,0.874
0.548,0.873
0.552,0.873
0.555,0.870
0.558,0.870
0.561,0.870
0.562,0.868
0.565,0.868
0.568,0.868
0.571,0.868
0.574,0.868
0.577,0.867
0.577,0.865
0.581,0.865
0.582,0.865
0.584,0.865
0.590,0.863
0.594,0.863
0.595,0.863
0.596,0.863
0.598,0.863
0.601,0.863
0.605,0.862
0.607,0.861
0.610,0.861
0.612,0.861
0.614,0.860
0.616,0.860
0.620,0.860
0.623,0.860
0.624,0.860
0.625,0.860
0.627,0.860
0.629,0.860
0.631,0.859
0.633,0.859
0.634,0.858
0.635,0.858
0.638,0.856
0.640,0.856
0.643,0.856
0.644,0.856
0.645,0.855
0.648,0.855
0.648,0.855
0.650,0.855
0.651,0.854
0.653,0.854
0.656,0.853
0.658,0.853
0.660,0.853
0.661,0.853
0.662,0.852
0.665,0.852
0.666,0.851
0.667,0.850
0.668,0.850
0.672,0.850
0.673,0.848
0.675,0.847
0.678,0.847
0.678,0.847
0.680,0.847
0.683,0.847
0.684,0.846
0.685,0.845
0.686,0.844
0.689,0.844
0.690,0.843
0.691,0.843
0.692,0.843
0.692,0.843
0.694,0.843
0.695,0.842
0.697,0.842
0.698,0.842
0.700,0.840
0.700,0.837
0.700,0.837
0.701,0.837
0.705,0.837
0.708,0.837
0.711,0.837
0.711,0.837
0.713,0.837
0.714,0.836
0.715,0.836
0.717,0.836
0.718,0.835
0.719,0.835
0.720,0.835
0.721,0.835
0.723,0.835
0.725,0.835
0.726,0.835
0.728,0.835
0.729,0.835
0.731,0.835
0.731,0.832
0.734,0.832
0.734,0.830
0.735,0.830
0.736,0.830
0.736,0.830
0.738,0.829
0.739,0.829
0.739,0.828
0.742,0.827
0.741,0.825
0.743,0.825
0.744,0.825
0.744,0.825
0.745,0.825
