threshold,iou
0.0000,0.2381
0.0100,0.2381
0.0200,0.2198
0.0300,0.1955
0.0400,0.2419
0.0500,0.2653
0.0600,0.3065
0.0700,0.3278
0.0800,0.3408
0.0900,0.3522
0.1000,0.3537
0.1100,0.3624
0.1200,0.3803
0.1300,0.3919
0.1400,0.4293
0.1500,0.4044
0.1600,0.4267
0.1700,0.4384
0.1800,0.4532
0.1900,0.4704
0.2000,0.4795
0.2100,0.4852
0.2200,0.4797
0.2300,0.4868
0.2400,0.4962
0.2500,0.5024
0.2600,0.5252
0.2700,0.5336
0.2800,0.5392
0.2900,0.5526
0.3000,0.5516
0.3100,0.5541
0.3200,0.5596
0.3300,0.5563
0.3400,0.5687
0.3500,0.5660
0.3600,0.5664
0.3700,0.5740
0.3800,0.5808
0.3900,0.5961
0.4000,0.5938
0.4100,0.5980
0.4200,0.6186
0.4300,0.6356
0.4400,0.6234
0.4500,0.6377
0.4600,0.6515
0.4700,0.6383
0.4800,0.6558
0.4900,0.6522
0.5000,0.6548
0.5100,0.6792
0.5200,0.6804
0.5300,0.7103
0.5400,0.7251
0.5500,0.7195
0.5600,0.7223
0.5700,0.7112
0.5800,0.7195
0.5900,0.7143
0.6000,0.7364
0.6100,0.7265
0.6200,0.7402
0.6300,0.7417
0.6400,0.7429
0.6500,0.7430
0.6600,0.7397
0.6700,0.7421
0.6800,0.7455
0.6900,0.7500
0.7000,0.7356
0.7100,0.7292
0.7200,0.7387
0.7300,0.7372
0.7400,0.7497
0.7500,0.7513
0.7600,0.7424
0.7700,0.7344
0.7800,0.7194
0.7900,0.7128
0.8000,0.7113
0.8100,0.7008
0.8200,0.7028
0.8300,0.7044
0.8400,0.6930
0.8500,0.6728
0.8600,0.6492
0.8700,0.6328
0.8800,0.6346
0.8900,0.6082
0.9000,0.5695
0.9100,0.5338
0.9200,0.4612
0.9300,0.3567
0.9400,0.2668
0.9500,0.1721
0.9600,0.1065
0.9700,0.0545
0.9800,0.0169
0.9900,0.0000
1.0000,0.0000
