recording,iou_max,iou_0.60,iou_0.80
N100056,0.5000,0.7917,0.5000
N106834-edited,0.8250,0.7952,0.7417
N128080,0.6687,0.4896,0.7033
N16767-edited,0.8283,0.7722,0.9000
N22158-edited,0.9045,0.8063,0.9487
N22971-edited,0.6742,0.6992,0.6298
N23417-edited,0.8023,0.7906,0.8535
N23493-edited,0.5733,0.6733,0.5000
N250512,0.5778,0.5238,0.6667
N3568,0.9583,0.9615,0.9583
N37429,0.6667,0.5000,0.6250
N38268,0.9213,0.9280,0.9213
N38516,0.9133,0.8792,0.8711
N39306,0.8943,0.7609,0.8921
N41312-edited,0.7500,0.8333,0.7500
N41564,0.8750,0.5833,0.3750
N44587-edited,0.5556,0.6667,0.4444
N460551,0.7333,0.4667,0.8000
N488610,0.7917,0.7125,0.6250
N500951,0.5000,0.8333,0.5000
N6682-edited,0.8125,0.8205,0.7500
N737290,0.6667,0.4603,0.6667
N98507,0.6667,0.7778,0.5556
XC109766,0.9583,0.9583,0.9545
XC109767,0.9740,0.9305,0.9028
XC109769,0.9039,0.9006,0.9221
XC114554,1.0000,0.8889,0.7500
XC134014-edited,0.4683,0.5556,0.4683
XC144024,0.6667,1.0000,0.6667
XC159959,0.7714,0.7848,0.7714
XC172881,0.8333,0.8333,0.8333
XC215372,0.6111,0.7778,0.4444
XC271361,0.2500,0.4333,0.2500
XC801172-edited,0.9583,0.9107,0.9583
XC812929,0.6076,0.7639,0.3917
