threshold,true positive rate,false positive rate
0.014,1.000,1.000
0.015,1.000,1.000
0.016,1.000,1.000
0.017,1.000,1.000
0.018,1.000,1.000
0.019,1.000,0.999
0.020,1.000,0.998
0.021,1.000,0.996
0.022,1.000,0.993
0.023,1.000,0.989
0.024,1.000,0.982
0.025,1.000,0.973
0.026,1.000,0.958
0.027,1.000,0.938
0.028,1.000,0.908
0.029,0.999,0.869
0.030,0.998,0.819
0.031,0.995,0.761
0.032,0.992,0.693
0.033,0.992,0.622
0.034,0.992,0.556
0.035,0.990,0.494
0.036,0.990,0.436
0.037,0.990,0.385
0.038,0.990,0.344
0.039,0.987,0.307
0.040,0.984,0.278
0.041,0.984,0.252
0.042,0.984,0.230
0.043,0.982,0.211
0.044,0.982,0.194
0.045,0.980,0.179
0.046,0.979,0.166
0.047,0.979,0.155
0.048,0.977,0.145
0.049,0.975,0.137
0.050,0.975,0.129
0.051,0.974,0.122
0.052,0.972,0.116
0.053,0.971,0.110
0.054,0.971,0.106
0.055,0.971,0.101
0.056,0.971,0.097
0.057,0.971,0.093
0.058,0.970,0.089
0.059,0.969,0.085
0.060,0.969,0.083
0.061,0.969,0.080
0.062,0.969,0.077
0.063,0.969,0.075
0.064,0.968,0.072
0.065,0.967,0.070
0.066,0.967,0.068
0.067,0.967,0.066
0.068,0.966,0.064
0.069,0.966,0.062
0.070,0.966,0.061
0.071,0.964,0.059
0.072,0.964,0.057
0.073,0.964,0.056
0.074,0.963,0.054
0.075,0.963,0.053
0.076,0.963,0.052
0.077,0.963,0.052
0.078,0.963,0.051
0.079,0.962,0.050
0.080,0.961,0.049
0.081,0.961,0.048
0.083,0.961,0.046
0.084,0.961,0.045
0.085,0.961,0.045
0.086,0.960,0.044
0.087,0.960,0.043
0.088,0.958,0.042
0.089,0.958,0.041
0.090,0.958,0.041
0.091,0.958,0.040
0.092,0.958,0.039
0.093,0.956,0.039
0.094,0.954,0.038
0.095,0.954,0.038
0.096,0.954,0.037
0.098,0.954,0.036
0.099,0.953,0.035
0.100,0.953,0.035
0.101,0.953,0.034
0.102,0.951,0.034
0.103,0.951,0.033
0.104,0.951,0.033
0.105,0.951,0.033
0.106,0.951,0.032
0.107,0.951,0.032
0.108,0.949,0.031
0.109,0.948,0.031
0.110,0.948,0.031
0.111,0.948,0.030
0.112,0.948,0.030
0.113,0.948,0.030
0.114,0.948,0.029
0.115,0.946,0.029
0.116,0.946,0.029
0.117,0.945,0.028
0.118,0.945,0.028
0.119,0.944,0.028
0.120,0.944,0.028
0.121,0.943,0.027
0.122,0.943,0.027
0.123,0.943,0.027
0.124,0.943,0.027
0.125,0.941,0.027
0.126,0.940,0.026
0.127,0.940,0.026
0.128,0.939,0.026
0.129,0.938,0.025
0.130,0.938,0.025
0.131,0.938,0.025
0.132,0.938,0.025
0.133,0.937,0.025
0.134,0.935,0.024
0.135,0.935,0.024
0.136,0.935,0.024
0.137,0.935,0.024
0.138,0.932,0.024
0.139,0.932,0.024
0.140,0.931,0.023
0.141,0.931,0.023
0.142,0.931,0.023
0.143,0.931,0.023
0.145,0.931,0.022
0.146,0.930,0.022
0.147,0.930,0.022
0.148,0.929,0.022
0.149,0.928,0.022
0.150,0.928,0.021
0.151,0.927,0.021
0.152,0.927,0.021
0.153,0.925,0.021
0.154,0.925,0.021
0.155,0.925,0.020
0.156,0.924,0.020
0.159,0.924,0.020
0.160,0.924,0.020
0.161,0.923,0.020
0.162,0.923,0.020
0.163,0.923,0.020
0.164,0.923,0.019
0.165,0.923,0.019
0.166,0.923,0.019
0.167,0.923,0.019
0.168,0.923,0.019
0.169,0.922,0.019
0.170,0.921,0.019
0.171,0.921,0.018
0.172,0.921,0.018
0.173,0.921,0.018
0.174,0.921,0.018
0.175,0.921,0.018
0.177,0.921,0.018
0.178,0.921,0.017
0.179,0.921,0.017
0.180,0.920,0.017
0.181,0.918,0.017
0.182,0.918,0.017
0.183,0.918,0.017
0.184,0.917,0.017
0.185,0.917,0.017
0.186,0.916,0.016
0.188,0.916,0.016
0.189,0.915,0.016
0.190,0.915,0.016
0.191,0.915,0.016
0.192,0.915,0.016
