threshold,precision,recall
0.008,0.025,1.000
0.011,0.025,1.000
0.012,0.025,1.000
0.013,0.025,1.000
0.014,0.025,1.000
0.015,0.025,1.000
0.016,0.025,1.000
0.017,0.025,1.000
0.018,0.025,1.000
0.019,0.025,1.000
0.020,0.025,1.000
0.021,0.025,1.000
0.022,0.025,1.000
0.023,0.025,1.000
0.024,0.025,1.000
0.025,0.026,0.999
0.026,0.026,0.999
0.027,0.027,0.999
0.028,0.028,0.998
0.029,0.029,0.998
0.030,0.031,0.998
0.031,0.033,0.997
0.032,0.036,0.994
0.033,0.039,0.993
0.034,0.042,0.993
0.035,0.046,0.992
0.036,0.051,0.991
0.037,0.056,0.991
0.038,0.061,0.990
0.039,0.067,0.990
0.040,0.072,0.990
0.041,0.079,0.987
0.042,0.084,0.986
0.043,0.091,0.985
0.044,0.097,0.984
0.045,0.104,0.983
0.046,0.110,0.983
0.047,0.117,0.983
0.048,0.123,0.982
0.049,0.130,0.982
0.050,0.136,0.979
0.051,0.143,0.979
0.052,0.149,0.979
0.053,0.154,0.978
0.054,0.161,0.978
0.055,0.166,0.976
0.056,0.171,0.976
0.057,0.177,0.976
0.058,0.184,0.976
0.059,0.190,0.975
0.060,0.197,0.975
0.061,0.202,0.974
0.062,0.207,0.974
0.063,0.212,0.972
0.064,0.217,0.972
0.065,0.222,0.972
0.066,0.229,0.971
0.067,0.234,0.971
0.068,0.240,0.971
0.069,0.244,0.970
0.070,0.249,0.970
0.071,0.253,0.970
0.072,0.257,0.968
0.073,0.261,0.966
0.074,0.267,0.966
0.075,0.271,0.966
0.076,0.275,0.966
0.077,0.281,0.966
0.078,0.285,0.966
0.079,0.289,0.963
0.080,0.293,0.963
0.081,0.295,0.960
0.082,0.299,0.960
0.083,0.303,0.960
0.084,0.306,0.960
0.085,0.310,0.960
0.086,0.313,0.960
0.087,0.317,0.959
0.088,0.319,0.956
0.089,0.321,0.956
0.090,0.325,0.955
0.091,0.328,0.953
0.092,0.332,0.953
0.093,0.335,0.953
0.094,0.337,0.951
0.095,0.339,0.951
0.096,0.343,0.951
0.097,0.347,0.949
0.098,0.350,0.948
0.099,0.354,0.948
0.100,0.357,0.948
0.101,0.359,0.948
0.102,0.363,0.948
0.103,0.366,0.948
0.104,0.369,0.948
0.105,0.373,0.946
0.106,0.375,0.945
0.107,0.378,0.944
0.108,0.381,0.944
0.109,0.383,0.944
0.110,0.386,0.943
0.111,0.388,0.943
0.112,0.391,0.943
0.113,0.393,0.943
0.114,0.396,0.943
0.115,0.399,0.943
0.116,0.401,0.941
0.117,0.403,0.940
0.118,0.406,0.940
0.119,0.409,0.940
0.120,0.412,0.940
0.121,0.415,0.939
0.122,0.417,0.938
0.123,0.420,0.938
0.124,0.422,0.937
0.125,0.424,0.937
0.126,0.428,0.937
0.127,0.431,0.937
0.128,0.433,0.937
0.129,0.436,0.937
0.130,0.436,0.936
0.131,0.439,0.936
0.132,0.442,0.936
0.133,0.444,0.936
0.134,0.446,0.936
0.135,0.448,0.933
0.136,0.451,0.933
0.137,0.453,0.933
0.138,0.455,0.932
0.139,0.458,0.932
0.140,0.460,0.932
0.141,0.464,0.931
0.142,0.467,0.931
0.143,0.470,0.931
0.144,0.472,0.931
0.145,0.473,0.930
0.146,0.476,0.930
0.147,0.478,0.930
0.148,0.480,0.930
0.149,0.481,0.930
0.150,0.483,0.930
0.151,0.484,0.930
0.152,0.484,0.930
0.153,0.487,0.930
0.154,0.490,0.930
0.155,0.491,0.929
0.156,0.492,0.928
0.157,0.494,0.927
0.158,0.494,0.925
0.159,0.496,0.924
0.160,0.499,0.924
0.161,0.502,0.924
0.162,0.503,0.924
0.163,0.506,0.923
0.164,0.508,0.923
0.165,0.510,0.923
0.166,0.511,0.922
0.167,0.512,0.922
0.168,0.514,0.921
0.169,0.516,0.921
0.170,0.517,0.921
0.171,0.519,0.921
0.172,0.519,0.920
0.173,0.523,0.920
0.174,0.525,0.920
0.175,0.526,0.920
0.176,0.528,0.918
0.177,0.530,0.918
0.178,0.531,0.918
0.179,0.534,0.918
0.180,0.537,0.918
0.181,0.538,0.918
0.182,0.541,0.918
0.183,0.543,0.918
0.184,0.546,0.918
0.185,0.547,0.918
0.186,0.548,0.918
0.187,0.552,0.918
0.188,0.554,0.918
0.189,0.555,0.918
0.190,0.556,0.917
0.191,0.556,0.916
0.192,0.559,0.916
0.193,0.560,0.915
0.194,0.562,0.915
0.195,0.563,0.914
0.196,0.562,0.913
0.197,0.563,0.913
0.198,0.564,0.913
0.199,0.567,0.913
0.200,0.567,0.913
0.201,0.569,0.913
0.202,0.570,0.913
0.203,0.571,0.913
0.204,0.571,0.913
0.205,0.573,0.912
0.206,0.573,0.912
0.207,0.574,0.912
0.209,0.575,0.912
0.210,0.577,0.912
0.211,0.579,0.912
0.212,0.580,0.912
0.213,0.582,0.912
0.214,0.584,0.912
0.215,0.587,0.912
0.216,0.588,0.912
0.217,0.591,0.912
0.218,0.593,0.912
0.219,0.594,0.912
0.220,0.595,0.912
0.221,0.597,0.912
0.222,0.597,0.912
0.223,0.599,0.912
0.224,0.602,0.910
0.225,0.602,0.910
0.226,0.604,0.910
0.227,0.606,0.910
0.228,0.607,0.910
0.229,0.607,0.910
0.230,0.608,0.910
0.231,0.610,0.910
