threshold,iou
0.0000,0.2381
0.0100,0.2381
0.0200,0.2424
0.0300,0.1796
0.0400,0.2017
0.0500,0.2614
0.0600,0.2993
0.0700,0.3291
0.0800,0.3461
0.0900,0.3643
0.1000,0.3871
0.1100,0.4003
0.1200,0.4096
0.1300,0.4359
0.1400,0.4460
0.1500,0.4572
0.1600,0.4739
0.1700,0.4850
0.1800,0.5062
0.1900,0.5083
0.2000,0.5120
0.2100,0.5249
0.2200,0.5281
0.2300,0.5428
0.2400,0.5478
0.2500,0.5621
0.2600,0.5685
0.2700,0.5696
0.2800,0.5827
0.2900,0.5938
0.3000,0.6024
0.3100,0.6158
0.3200,0.6217
0.3300,0.6260
0.3400,0.6527
0.3500,0.6574
0.3600,0.6597
0.3700,0.6633
0.3800,0.6708
0.3900,0.6809
0.4000,0.6873
0.4100,0.6926
0.4200,0.6952
0.4300,0.7111
0.4400,0.7105
0.4500,0.7108
0.4600,0.7163
0.4700,0.7177
0.4800,0.7253
0.4900,0.7273
0.5000,0.7500
0.5100,0.7571
0.5200,0.7570
0.5300,0.7734
0.5400,0.7747
0.5500,0.7758
0.5600,0.7829
0.5700,0.7872
0.5800,0.7856
0.5900,0.7895
0.6000,0.7869
0.6100,0.7808
0.6200,0.7812
0.6300,0.7863
0.6400,0.7809
0.6500,0.7828
0.6600,0.7805
0.6700,0.7838
0.6800,0.7917
0.6900,0.7922
0.7000,0.8047
0.7100,0.8020
0.7200,0.7903
0.7300,0.7890
0.7400,0.7808
0.7500,0.7815
0.7600,0.7861
0.7700,0.7660
0.7800,0.7609
0.7900,0.7589
0.8000,0.7569
0.8100,0.7302
0.8200,0.7248
0.8300,0.7223
0.8400,0.7136
0.8500,0.7060
0.8600,0.6995
0.8700,0.6770
0.8800,0.6622
0.8900,0.6332
0.9000,0.5956
0.9100,0.5626
0.9200,0.5113
0.9300,0.4408
0.9400,0.3657
0.9500,0.2710
0.9600,0.1687
0.9700,0.0836
0.9800,0.0198
0.9900,0.0000
1.0000,0.0000
