precision,recall
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.026,1.000
0.027,1.000
0.028,1.000
0.029,1.000
0.031,1.000
0.034,0.999
0.037,0.997
0.041,0.995
0.046,0.995
0.052,0.994
0.058,0.994
0.065,0.993
0.072,0.992
0.080,0.991
0.088,0.990
0.096,0.989
0.104,0.987
0.113,0.987
0.121,0.986
0.130,0.986
0.137,0.983
0.146,0.983
0.153,0.978
0.160,0.975
0.167,0.974
0.174,0.972
0.182,0.970
0.188,0.968
0.195,0.967
0.201,0.966
0.206,0.963
0.212,0.962
0.219,0.962
0.225,0.962
0.230,0.962
0.236,0.962
0.240,0.960
0.246,0.959
0.251,0.959
0.257,0.959
0.262,0.959
0.267,0.959
0.271,0.958
0.276,0.958
0.281,0.958
0.286,0.958
0.291,0.958
0.296,0.958
0.301,0.958
0.306,0.958
0.311,0.956
0.314,0.956
0.318,0.956
0.323,0.956
0.327,0.955
0.330,0.955
0.335,0.955
0.340,0.955
0.344,0.955
0.348,0.955
0.350,0.955
0.354,0.955
0.357,0.955
0.359,0.954
0.362,0.953
0.365,0.953
0.367,0.953
0.370,0.951
0.374,0.951
0.377,0.951
0.380,0.951
0.384,0.949
0.386,0.949
0.390,0.949
0.393,0.949
0.396,0.948
0.400,0.948
0.402,0.947
0.405,0.947
0.407,0.946
0.410,0.946
0.413,0.946
0.416,0.946
0.420,0.946
0.423,0.945
0.426,0.945
0.429,0.945
0.431,0.944
0.434,0.944
0.435,0.944
0.439,0.943
0.442,0.940
0.444,0.939
0.447,0.939
0.448,0.938
0.448,0.936
0.452,0.936
0.454,0.936
0.457,0.936
0.459,0.936
0.463,0.936
0.464,0.936
0.465,0.936
0.468,0.936
0.471,0.936
0.471,0.935
0.474,0.933
0.477,0.933
0.480,0.932
0.484,0.932
0.484,0.932
0.487,0.932
0.489,0.932
0.490,0.930
0.491,0.930
0.492,0.930
0.493,0.929
0.494,0.929
0.495,0.929
0.496,0.929
0.498,0.929
0.500,0.929
0.502,0.929
0.505,0.929
0.507,0.928
0.509,0.928
0.512,0.927
0.513,0.927
0.514,0.925
0.515,0.925
0.516,0.925
0.519,0.924
0.521,0.923
0.522,0.923
0.523,0.922
0.524,0.921
0.525,0.921
0.527,0.921
0.528,0.921
0.530,0.920
0.531,0.918
0.532,0.918
0.533,0.917
0.534,0.917
0.536,0.917
0.538,0.917
0.539,0.916
0.541,0.916
0.543,0.916
0.545,0.916
0.546,0.916
0.548,0.915
0.549,0.915
0.551,0.914
0.552,0.913
0.554,0.912
0.555,0.912
0.556,0.912
0.559,0.912
0.561,0.912
0.564,0.912
0.566,0.912
0.566,0.912
0.568,0.910
0.569,0.910
0.570,0.910
0.571,0.910
0.573,0.910
0.573,0.908
0.574,0.908
0.577,0.908
0.579,0.908
0.580,0.907
0.581,0.907
0.581,0.907
0.585,0.907
0.587,0.907
0.589,0.906
0.591,0.906
0.591,0.906
0.593,0.906
0.595,0.906
0.594,0.905
0.595,0.905
