threshold,iou
0.0000,0.2381
0.0100,0.2381
0.0200,0.2382
0.0300,0.1933
0.0400,0.2560
0.0500,0.2788
0.0600,0.3092
0.0700,0.3255
0.0800,0.3262
0.0900,0.3536
0.1000,0.3519
0.1100,0.3733
0.1200,0.3785
0.1300,0.3700
0.1400,0.3811
0.1500,0.3830
0.1600,0.4074
0.1700,0.4223
0.1800,0.4438
0.1900,0.4429
0.2000,0.4538
0.2100,0.4524
0.2200,0.4612
0.2300,0.4812
0.2400,0.4936
0.2500,0.4844
0.2600,0.4920
0.2700,0.5032
0.2800,0.5101
0.2900,0.5150
0.3000,0.5427
0.3100,0.5519
0.3200,0.5556
0.3300,0.5618
0.3400,0.5770
0.3500,0.5774
0.3600,0.6125
0.3700,0.6151
0.3800,0.6115
0.3900,0.6045
0.4000,0.6114
0.4100,0.6232
0.4200,0.6329
0.4300,0.6365
0.4400,0.6487
0.4500,0.6615
0.4600,0.6807
0.4700,0.6982
0.4800,0.6964
0.4900,0.7157
0.5000,0.7295
0.5100,0.7422
0.5200,0.7430
0.5300,0.7416
0.5400,0.7654
0.5500,0.7674
0.5600,0.7713
0.5700,0.7748
0.5800,0.7897
0.5900,0.7932
0.6000,0.8048
0.6100,0.8086
0.6200,0.7921
0.6300,0.7954
0.6400,0.7936
0.6500,0.8010
0.6600,0.8083
0.6700,0.7976
0.6800,0.7839
0.6900,0.7766
0.7000,0.7646
0.7100,0.7692
0.7200,0.7674
0.7300,0.7712
0.7400,0.7803
0.7500,0.7659
0.7600,0.7640
0.7700,0.7558
0.7800,0.7603
0.7900,0.7512
0.8000,0.7390
0.8100,0.7345
0.8200,0.7281
0.8300,0.7236
0.8400,0.7248
0.8500,0.7139
0.8600,0.7037
0.8700,0.6949
0.8800,0.6845
0.8900,0.6745
0.9000,0.6626
0.9100,0.6269
0.9200,0.5928
0.9300,0.5215
0.9400,0.4169
0.9500,0.3141
0.9600,0.1871
0.9700,0.1175
0.9800,0.0442
0.9900,0.0017
1.0000,0.0000
