threshold,true positive rate,false positive rate
0.010,1.000,1.000
0.013,1.000,1.000
0.016,1.000,1.000
0.017,1.000,1.000
0.018,1.000,1.000
0.019,1.000,0.999
0.020,1.000,0.999
0.021,1.000,0.998
0.022,1.000,0.995
0.023,1.000,0.990
0.024,1.000,0.984
0.025,1.000,0.977
0.026,1.000,0.963
0.027,1.000,0.948
0.028,1.000,0.926
0.029,1.000,0.898
0.030,1.000,0.858
0.031,0.999,0.813
0.032,0.999,0.765
0.033,0.999,0.712
0.034,0.999,0.655
0.035,0.999,0.603
0.036,0.999,0.549
0.037,0.998,0.501
0.038,0.997,0.455
0.039,0.995,0.415
0.040,0.994,0.381
0.041,0.993,0.349
0.042,0.991,0.321
0.043,0.991,0.295
0.044,0.991,0.272
0.045,0.990,0.253
0.046,0.987,0.237
0.047,0.986,0.222
0.048,0.985,0.209
0.049,0.984,0.196
0.050,0.983,0.185
0.051,0.982,0.174
0.052,0.982,0.165
0.053,0.980,0.157
0.054,0.980,0.151
0.055,0.978,0.144
0.056,0.977,0.138
0.057,0.976,0.132
0.058,0.976,0.127
0.059,0.976,0.122
0.060,0.976,0.118
0.061,0.976,0.114
0.062,0.975,0.111
0.063,0.974,0.107
0.064,0.970,0.104
0.065,0.970,0.101
0.066,0.970,0.098
0.067,0.970,0.095
0.068,0.970,0.092
0.069,0.970,0.090
0.070,0.970,0.087
0.071,0.970,0.085
0.072,0.970,0.083
0.073,0.970,0.081
0.074,0.970,0.080
0.075,0.969,0.078
0.076,0.968,0.076
0.077,0.968,0.075
0.078,0.967,0.073
0.079,0.966,0.071
0.080,0.966,0.069
0.081,0.964,0.068
0.082,0.964,0.067
0.083,0.963,0.065
0.084,0.963,0.064
0.085,0.961,0.063
0.086,0.961,0.061
0.087,0.961,0.060
0.088,0.961,0.059
0.089,0.961,0.058
0.090,0.961,0.057
0.091,0.961,0.056
0.092,0.960,0.055
0.093,0.959,0.054
0.094,0.959,0.053
0.095,0.959,0.052
0.096,0.959,0.052
0.097,0.959,0.051
0.098,0.959,0.050
0.099,0.959,0.049
0.100,0.958,0.048
0.101,0.958,0.047
0.102,0.956,0.047
0.103,0.956,0.046
0.104,0.955,0.046
0.105,0.955,0.045
0.106,0.954,0.044
0.107,0.952,0.044
0.108,0.952,0.043
0.109,0.952,0.043
0.110,0.952,0.042
0.111,0.952,0.042
0.112,0.951,0.041
0.113,0.951,0.041
0.115,0.948,0.039
0.116,0.948,0.039
0.117,0.948,0.038
0.118,0.947,0.038
0.119,0.946,0.037
0.120,0.946,0.037
0.121,0.945,0.036
0.122,0.945,0.036
0.123,0.945,0.035
0.124,0.945,0.035
0.125,0.945,0.035
0.126,0.945,0.035
0.127,0.945,0.034
0.128,0.944,0.034
0.129,0.944,0.034
0.130,0.943,0.033
0.131,0.943,0.033
0.132,0.943,0.033
0.133,0.941,0.032
0.134,0.941,0.032
0.135,0.941,0.032
0.136,0.941,0.031
0.137,0.940,0.031
0.138,0.940,0.031
0.139,0.940,0.030
0.140,0.939,0.030
0.141,0.938,0.030
0.142,0.938,0.030
0.143,0.938,0.030
0.145,0.938,0.029
0.146,0.937,0.029
0.147,0.937,0.029
0.148,0.937,0.028
0.149,0.937,0.028
0.151,0.937,0.028
0.152,0.935,0.027
0.153,0.935,0.027
0.154,0.935,0.027
0.155,0.935,0.027
0.157,0.935,0.026
0.158,0.935,0.026
0.159,0.935,0.026
0.160,0.935,0.026
0.161,0.935,0.025
0.162,0.933,0.025
0.163,0.933,0.025
0.164,0.933,0.025
0.165,0.933,0.025
0.166,0.933,0.024
0.167,0.933,0.024
0.168,0.932,0.024
0.169,0.932,0.024
0.170,0.932,0.023
0.171,0.932,0.023
0.173,0.932,0.023
0.174,0.931,0.023
0.175,0.931,0.023
0.176,0.931,0.022
0.177,0.930,0.022
0.178,0.930,0.022
0.179,0.930,0.022
0.180,0.930,0.022
0.181,0.930,0.022
0.182,0.929,0.022
0.183,0.929,0.021
0.184,0.929,0.021
0.185,0.928,0.021
0.186,0.928,0.021
0.187,0.928,0.021
0.188,0.928,0.021
0.190,0.928,0.020
0.191,0.928,0.020
0.192,0.928,0.020
0.193,0.928,0.020
0.195,0.928,0.020
0.196,0.928,0.019
0.197,0.928,0.019
0.198,0.927,0.019
0.199,0.925,0.019
0.200,0.924,0.019
0.201,0.924,0.019
0.202,0.923,0.019
0.203,0.923,0.019
0.204,0.923,0.018
0.205,0.922,0.018
0.206,0.922,0.018
0.207,0.922,0.018
0.208,0.921,0.018
0.209,0.921,0.018
0.213,0.921,0.017
0.214,0.921,0.017
0.216,0.918,0.017
0.217,0.917,0.017
0.218,0.917,0.017
0.219,0.917,0.016
0.220,0.917,0.016
0.221,0.917,0.016
0.222,0.916,0.016
0.223,0.916,0.016
0.225,0.916,0.016
0.226,0.915,0.016
0.227,0.915,0.016
0.228,0.915,0.015
0.232,0.915,0.015
0.233,0.915,0.015
0.234,0.915,0.015
0.235,0.915,0.015
0.236,0.914,0.015
0.237,0.914,0.015
0.238,0.914,0.015
0.239,0.913,0.015
0.240,0.913,0.015
0.242,0.913,0.014
0.243,0.912,0.014
0.244,0.912,0.014
0.245,0.910,0.014
0.247,0.910,0.014
0.249,0.910,0.014
0.250,0.910,0.014
0.251,0.910,0.014
0.252,0.910,0.014
0.253,0.909,0.014
0.255,0.909,0.014
0.256,0.909,0.013
0.257,0.909,0.013
0.259,0.909,0.013
0.260,0.908,0.013
0.261,0.906,0.013
0.262,0.905,0.013
0.263,0.905,0.013
0.264,0.905,0.013
0.265,0.905,0.013
0.266,0.904,0.013
0.268,0.904,0.013
0.269,0.902,0.013
0.272,0.902,0.013
0.276,0.902,0.012
0.277,0.900,0.012
0.278,0.899,0.012
0.279,0.899,0.012
0.280,0.898,0.012
0.283,0.897,0.012
0.284,0.897,0.012
0.285,0.896,0.012
0.286,0.896,0.012
0.287,0.896,0.012
0.289,0.896,0.012
0.290,0.896,0.012
0.291,0.896,0.012
0.295,0.896,0.011
0.297,0.896,0.011
0.298,0.896,0.011
0.299,0.896,0.011
0.300,0.894,0.011
0.301,0.894,0.011
0.303,0.894,0.011
0.304,0.893,0.011
0.305,0.893,0.011
0.309,0.893,0.011
0.310,0.893,0.011
0.311,0.892,0.011
0.312,0.892,0.010
0.313,0.891,0.010
0.314,0.891,0.010
0.315,0.891,0.010
0.317,0.891,0.010
0.323,0.891,0.010
0.324,0.890,0.010
0.325,0.889,0.010
0.327,0.889,0.010
0.329,0.887,0.010
0.330,0.887,0.010
0.331,0.887,0.010
0.332,0.885,0.010
0.333,0.885,0.010
0.334,0.885,0.010
0.335,0.885,0.010
0.337,0.885,0.010
0.338,0.885,0.009
0.339,0.885,0.009
0.340,0.885,0.009
0.342,0.885,0.009
0.343,0.885,0.009
0.345,0.885,0.009
0.346,0.885,0.009
0.348,0.883,0.009
0.352,0.883,0.009
0.354,0.883,0.009
0.355,0.883,0.009
0.358,0.883,0.009
0.359,0.882,0.008
0.361,0.881,0.008
0.362,0.881,0.008
0.364,0.879,0.008
0.366,0.878,0.008
0.367,0.878,0.008
0.368,0.877,0.008
0.369,0.876,0.008
0.371,0.875,0.008
0.372,0.874,0.008
0.374,0.874,0.008
0.375,0.871,0.008
0.376,0.871,0.008
0.378,0.870,0.008
0.380,0.870,0.008
0.383,0.870,0.008
0.384,0.870,0.008
0.385,0.870,0.008
0.387,0.869,0.008
0.389,0.869,0.008
0.390,0.868,0.008
0.391,0.868,0.008
0.395,0.868,0.008
0.396,0.868,0.008
0.399,0.866,0.008
0.400,0.865,0.008
0.401,0.865,0.007
0.402,0.863,0.007
0.403,0.863,0.007
0.404,0.862,0.007
0.410,0.862,0.007
0.412,0.861,0.007
0.413,0.860,0.007
0.414,0.860,0.007
0.415,0.859,0.007
